ATTRIBUTE_ADDGroup	filename	MS_4223	MS_569	MS_5174	MS_602	MS_1099	MS_944	MS_2438	MS_1992	MS_1857	MS_1776	MS_5220	MS_7669	MS_3586	MS_1249	MS_6447	MS_563	MS_6132	MS_11854	MS_7368	MS_10884	MS_7580	MS_9949	MS_11407	MS_7462	MS_11555	MS_11946	MS_12030	MS_7689	MS_10207	MS_12333	MS_10629	MS_7416	MS_11211	MS_11734	MS_7467	MS_10199	MS_10900	MS_10614	MS_10821	MS_7822	MS_9690	MS_11436	MS_8804	MS_9006	MS_11849	MS_12229	MS_7924	MS_10549	MS_11193	MS_11322	MS_8509	MS_11711	MS_10811	MS_10857	MS_6956	MS_9150	MS_9355	MS_10074	MS_11153
-	compound	Amylamine-C5:0	Tyramine-C2:0	Amylamine-C6:0	Putrescine-C6:0	Tyramine-C3:0	Cadaverine-C6:0	Leucine-C4:0	GABA-C6:0	Tyramine-C4:0	Tyramine-C4:0	2-phenethylamine-C6:0	Amylamine-C9:0	Tyramine-C6:0	Tyrosine-C4:0	Leucine-C9:0	Histidine-C9:4	Putrescine-C14:0	Amylamine-C16:0	Putrescine-C16:0	2-phenethylamine-C14:0	Cadaverine-C16:0	Leucine-C14:0	2-phenethylamine-C15:0	Histamine-C16:0	Amylamine-C18:2	Amylamine-C18:1	Amylamine-C18:1	Putrescine-C18:1	Alanine/Sarcosine-C18:1	Amylamine-C18:0	Valine-C16:0	Glutamic acid-C14:0	2-phenethylamine-C16:1	2-phenethylamine-C16:0	Spermidine-C16:0	Leucine-C16:1	Leucine-C16:0	Tyramine-C16:0	Valine-C18:1	Glutamic acid-C16:1	2-phenethylamine-C18:2	2-phenethylamine-C18:2	Glutamic acid-C16:0	Glutamic acid-C16:0	2-phenethylamine-C18:1	2-phenethylamine-C18:0	Spermidine-C18:1	Leucine-C18:2	Leucine-C18:1	Leucine-C18:1	Glutamic acid-C17:1	Leucine-C18:0	Tyramine-C18:1	Phenylalanine-C16:0	Glutamic acid-C18:1	Glutamic acid-C18:1	Glutamic acid-C18:1	Glutamic acid-C18:0	Phenylalanine-C18:1
-	p-value	5.64E-07	3.78E-09	3.63E-06	0.00519697	0.001875244	0.451680924	0.002126132	0.012379675	4.07E-11	1.21E-09	2.62E-22	2.58E-14	6.14E-09	0.040800707	0.003877416	4.67E-07	1.65E-05	6.68E-30	3.77E-15	1.37E-22	4.19E-13	4.56E-09	6.39E-14	6.13E-06	1.46E-13	1.03E-41	1.39E-18	1.23E-12	0.000137909	1.17E-09	1.25E-07	9.39E-09	5.10E-19	3.70E-33	4.36E-10	5.42E-18	2.43E-11	5.87E-11	8.24E-13	5.50E-19	2.90E-11	1.87E-06	1.05E-18	0.003567047	1.69E-42	4.85E-21	7.26E-12	6.39E-07	1.35E-14	8.77E-08	0.000123968	5.45E-06	9.09E-19	2.77E-09	3.23E-06	7.00E-29	1.69E-05	1.96E-06	3.58E-09
active	Plate14_61128_Soil_BA10_01_27847	0	0	4.2785125	0	0	0	4.3050966	18.978998	0	0	0	0	0	42.85526	0	5.1501474	0	0	0	0	0	0	0	0	0	0	0	0	7.4479117	4.928734	3.7862198	0	0	2.6608086	0	0	3.094192	0	0	0	0	0	31.739286	0	0	0	0	0	0	2.4263208	9.338791	0	0	0	0	4.328778	0	27.265907	0
active	Plate15_63794_Soil_BA8_01_28099	0	0	10.498428	0	0	0	5.11327	8.895645	0	0	0	0	0	22.92382	0	0	0	0	0	0	0	0	0	0	0	4.031019	4.031019	0	0	3.198555	0	9.306213	0	0	0	0	0	0	0	27.487612	0	0	29.11412	0	2.5493217	0	0	0	4.5232544	0	10.017206	0	0	0	0	127.135666	0	49.9581	3.230065
active	Plate15_55210_Soil_BC9_01_28128	0	0	0	0	0	0	0	0	0	0	0	0	0	16.88812	0	0	0	2.63723	0	0	0	0	0	0	0	1.3005638	0	0	4.0755024	1.1792774	0	0	0	0	0	0	0	0	0	0	0	0	3.3755836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.983936	0
active	Plate15_45776_Soil_BB2_01_28106	0	0	0	0	0	0	0	0	0	0	0	0	0	14.965375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0222368	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7416687	10.429725	0	0	0	0	0	0	0	0	0	0	0	0	0	11.202604	0
active	Plate14_65182_Soil_BH5_01_27939	0	4.3508115	3.951791	0	0	0	4.4980335	39.01951	0	0	0	0	0	23.49305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2564993	0	17.282179	0	0	0	0	0	0	0	0	0	0	3.8512573	0	0	0	0	0	2.8027515	0	4.4101944	0	0	0	0	0	0	38.448425	0
active	Plate15_65054_Soil_BA7_01_28098	0	0	3.3783603	0	4.461875	0	4.149212	6.472378	0	3.4940524	0	0	0	27.170927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.70665	0	0	0	0	0	0	0	0	0	0	6.9070983	7.338855	0	0	0	0	0	0	0	0	0	0	0	0	0	18.554	0
active	Plate15_45746_Soil_BB10_01_28115	0	0	0	0	4.1418896	0	0	12.2325	5.3053617	5.3053617	0	0	0	40.202744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1462326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.367418	0
active	Plate15_45778_Soil_BA5_01_28095	0	0	3.8581	0	0	3.6620893	0	0	3.7523766	3.7523766	0	0	0	5.07565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0826683	2.5334	0	0	0	0	0	1.8997765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3198614	0
active	Plate14_65088_Soil_BH11_01_27946	3.7919617	0	0	0	0	0	11.364964	38.64645	9.9539995	9.9539995	0	0	0	55.304035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.979477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.281612	3.5973263
active	Plate15_64966_Soil_BB9_01_28114	0	0	3.3071375	0	0	0	3.4188292	3.830514	0	0	0	0	0	12.026775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7559938	0	0	0	0	0	0	0	0	0	0	0	0	0	7.813607	11.274646	0	0	0	0	0	0	3.2453313	0	0	0	0	0	0	8.344599	0
active	Plate15_65016_Soil_BB11_01_28116	0	0	0	0	0	0	0	3.4459257	0	0	0	0	0	16.260113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9890256	0	0	0	0	0	7.7577095	0	0	0	0	0	5.768675	0	0	0	0	2.320991	2.320991	0	0	0	0	0	0	0	27.126749	0
active	Plate15_63648_Soil_BC3_01_28121	0	0	4.102814	0	0	0	0	7.355527	3.619013	0	0	0	0	12.519094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0310745	0	0	0	0	0	3.5205545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.335932	0
active	Plate15_63686_Soil_BA3_01_28093	0	0	0	0	0	0	0	7.786215	3.8145428	3.8145428	0	0	0	24.267145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.176955	0	1.9506454	6.607009	0	0	0	0	0	0	0	0	0	0	3.5998993	0	0	0	0	0	2.9376507	2.9376507	0	0	0	0	0	0	0	23.821724	0
active	Plate14_63614_Soil_BC4_01_27867	0	0	8.909834	0	0	0	0	21.245474	0	0	0	0	0	14.711635	0	0	0	0	0	0	0	0	0	0	1.957519	0	0	0	0	0	3.6968422	21.458664	0	0	4.018494	0	0	0	0	3.1402643	0	0	22.720238	0	0	0	0	2.75254	0	0	5.0435605	0	0	0	0	9.573324	0	41.939987	0
active	Plate14_65018_Soil_BB9_01_27860	0	0	3.7351677	0	0	0	3.859449	9.11784	0	0	0	0	0	33.091385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.585281	2.659464	3.140603	0	0	0	0	0	4.243469	0	0	0	0	0	30.709637	30.62365	0	0	0	0	3.0997014	3.0997014	8.168264	0	0	3.724823	0	0	0	58.14858	0
active	Plate14_60932_Soil_BG7_01_27927	0	0	0	0	0	0	3.1167364	8.375019	0	0	0	0	3.3454795	72.21291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.360178	2.5397635	0	0	0	0	0	0	0	0	0	0	0	0	12.382044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.661911	0
active	Plate14_65000_Soil_BB1_01_27851	0	0	3.352142	0	3.4002523	0	4.1698117	12.461199	4.273978	4.273978	0	0	0	70.445526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.587	4.9457226	0	3.6036472	0	0	0	0	3.3522358	0	0	0	0	0	11.8250675	23.3423	0	0	0	0	0	0	3.808385	0	0	0	0	0	0	18.00632	0
active	Plate14_63706_Soil_BF2_01_27907	0	0	4.405051	0	0	0	8.310216	19.562916	5.2066565	8.31534	0	0	0	44.76033	4.913025	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9033775	0	3.3211803	13.063974	0	0	3.6247866	0	0	0	0	0	0	1.6842172	8.413434	0	0	0	0	0	0	0	5.8107824	0	0	0	0	0	0	27.08877	0
active	Plate14_64260_Soil_BE5_01_27896	0	0	0	0	0	0	5.2658615	4.211194	0	0	0	0	0	26.980106	0	0	0	2.17597	0	0	0	0	0	0	0	0	0	0	0	0	0	9.558042	0	2.379774	0	0	0	0	0	0	0	0	4.5371037	0	0	0	0	0	0	0	3.7327714	0	0	0	0	0	0	27.954922	0
active	Plate14_63812_Soil_BE10_01_27902	0	0	0	0	0	0	0	7.1221905	3.7696266	6.589576	0	0	0	35.02801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89498	0	11.850796	0	0	0	0	0	0	0	0	0	0	3.173337	4.1344504	0	0	0	0	3.2065594	0	0	0	0	0	0	0	0	26.305756	0
active	Plate14_60732_Soil_BF5_01_27910	0	0	0	0	6.670716	0	0	16.698738	0	0	0	0	0	46.289997	0	3.5600066	0	2.4057746	0	0	0	0	0	3.2321033	0	0	0	0	0	4.771767	0	0	0	0	0	0	0	0	0	0	0	0	17.091839	12.815758	0	0	0	0	2.926674	2.926674	0	0	0	0	0	3.8245296	0	40.07544	0
active	Plate14_60934_Soil_BF7_01_27913	0	3.3571222	3.5189018	0	0	0	0	7.774149	0	0	0	0	0	23.95699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2303505	0	0	0	0	0	0	0	0	0	0	0	0	0	9.144894	17.613392	0	0	0	0	0	0	5.041831	0	0	0	0	3.4176407	0	28.594517	0
active	Plate14_65002_Soil_BF1_01_27906	0	0	0	0	3.5137749	0	3.5922709	29.34005	3.7613297	3.500225	0	0	3.6433928	34.792885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.506342	2.0663452	0	8.275576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.019136	14.249607	0	0	0	0	0	0	42.1064	3.9300442
active	Plate14_61164_Soil_BE6_01_27897	0	0	0	0	3.6802955	0	4.0788	14.802492	3.550011	3.550011	0	0	3.475646	31.986917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5437703	0	0	0	0	0	0	2.0488625	25.205406	0	0	0	0	0	0	0	4.1992903	0	0	0	0	0	0	38.8047	3.1536255
active	Plate14_45758_Soil_BD3_01_27880	0	0	3.227641	0	0	0	0	25.579065	4.2897	4.2897	0	0	0	38.75944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3416998	2.802199	3.0855045	0	4.826095	0	0	0	0	0	0	0	0	0	17.417757	0	0	0	0	2.6140122	2.652378	2.652378	0	0	0	0	0	0	0	18.257122	0
active	Plate14_61186_Soil_BD1_01_27878	0	0	0	0	0	0	5.184679	7.9869	0	0	0	0	0	20.462273	3.9397802	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7826085	2.8530765	0	0	0	0	0	0	0	0	0	0	0	0	12.62639	0	0	0	0	0	3.821826	0	6.8028517	0	0	0	0	3.785324	0	48.482407	0
active	Plate14_60914_Soil_BD5_01_27882	0	0	0	0	0	0	4.9700155	7.397293	4.2333593	4.2333593	0	0	0	12.415663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.521353	0	0	0	0	0	0	0	0	0	0	0	36.54041	0	0	0	0	0	0	0	10.634875	0	0	0	0	0	0	46.64556	0
active	Plate14_64280_Soil_BD11_01_27889	0	0	0	0	1.8333974	0	0	2.7620485	0	3.1237566	0	0	0	9.792974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6735556	2.5145788	3.4673514	6.8861237	0	1.8483715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5096736	0	0	0	0	0	0	12.222459	0
active	Plate14_65052_Soil_BD9_01_27887	3.6747932	0	5.374217	0	0	3.448034	0	13.011485	4.3802843	4.3802843	0	0	3.5375118	18.903168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2429276	0	0	28.067638	0	1.9065595	0	0	0	0	0	0	0	0	3.33343	0	0	0	0	0	3.3595753	3.3595753	3.6880503	0	0	0	0	0	0	43.663647	0
active	Plate14_64980_Soil_BE3_01_27894	0	0	0	0	0	0	4.3485384	15.515665	4.9532747	5.34114	0	0	0	26.419132	2.8644447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7919617	0	0	0	0	0	0	0	0	0	0	0	0	4.4667277	26.22679	0	0	0	0	2.616908	2.616908	6.267911	0	0	0	0	0	0	29.435665	0
active	Plate14_61078_Soil_BD6_01_27883	0	0	3.9564664	0	0	0	0	15.429123	0	3.5330079	0	0	0	31.165436	0	0	0	2.5001025	0	0	0	0	0	0	0	0	0	0	0	2.0645194	0	3.7907028	0	0	0	0	0	0	4.4225817	0	0	0	56.61019	4.2610455	0	0	0	0	0	0	12.5550165	0	0	3.4292746	0	3.651085	3.4008179	70.75366	3.3819742
active	Plate14_60912_Soil_BD8_01_27886	0	0	0	0	0	3.6235647	8.2183895	9.999313	3.8953738	3.8953738	0	0	0	16.814655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5715933	0	0	0	0	0	0	0	1.7148693	0	0	0	0	0	6.142473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.709832	0
active	Plate14_45756_Soil_BC11_01_27875	0	0	0	0	0	0	0	16.251905	3.218352	3.218352	0	0	0	45.181767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8189063	3.0838156	0	0	0	0	0	0	0	0	0	0	0	9.746702	0	0	0	0	0	0	0	4.883919	0	0	0	4.206717	0	0	39.270355	0
active	Plate14_60788_Soil_BE7_01_27899	0	0	3.9830017	0	3.549993	0	0	40.83256	12.851105	12.851105	0	0	0	31.992153	0	0	0	2.575264	0	0	0	0	0	0	0	0	0	0	5.224843	0	0	0	0	0	4.049525	0	0	0	0	0	0	0	8.32117	17.323227	0	0	0	0	0	0	4.58323	0	0	0	0	0	0	11.628664	0
active	Plate14_65232_Soil_BC8_01_27872	0	0	4.1168747	0	0	0	3.3358102	10.267375	0	0	0	0	0	19.493448	0	0	0	0	0	0	0	0	0	0	3.316143	0	0	0	3.9479942	6.534337	0	0	0	0	0	0	0	0	0	0	0	0	51.056313	22.033247	0	0	0	0	3.2444901	0	3.2418437	0	0	0	0	0	0	38.113617	3.1978068
active	Plate14_64982_Soil_BA9_01_27846	0	0	3.5929778	0	10.873722	0	6.6690197	35.98273	4.987744	4.987744	0	0	0	56.342724	5.6440544	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6855993	3.00595	3.0404367	3.4066634	0	0	0	0	0	0	0	0	0	0	17.71752	5.1248636	0	0	0	0	0	0	4.444603	0	0	0	0	0	0	29.194412	0
active	Plate14_63632_Soil_BH4_01_27938	0	0	6.910227	0	3.294685	0	0	3.42734	0	0	0	0	0	30.868126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.90474	0	0	0	0	0	0	0	0	0	0	9.9908	3.843007	0	0	0	0	0	0	4.203588	0	0	0	0	7.217765	0	42.730843	0
active	Plate14_61150_Soil_BG6_01_27925	0	0	0	0	0	3.6868043	4.6026335	15.976759	9.894992	9.894992	0	0	0	33.382458	4.8999786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34196	0	0	0	0	0	0	0	9.888055	0	0	0	1.8505564	17.469368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.793385	0
active	Plate14_65162_Soil_BH1_01_27935	0	0	8.345659	0	0	0	0	52.337074	3.264192	3.264192	0	0	0	25.96996	0	0	0	0	0	0	0	0	0	3.754692	0	0	0	0	0	0	0	5.900963	0	0	0	0	0	0	0	0	0	0	3.6295605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.481972	0
active	Plate14_60752_Soil_BH3_01_27937	0	0	3.383995	0	5.015237	0	4.219501	18.587744	4.080303	4.080303	0	0	0	23.421316	3.6691844	0	0	0	0	0	0	0	0	0	2.3452482	0	0	0	6.802204	2.0149841	2.7440865	0	0	0	0	0	0	0	0	0	0	0	7.170562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.905249	0
active	Plate14_63776_Soil_BF6_01_27911	0	0	0	0	3.661859	0	4.461875	28.818707	0	0	0	0	0	30.447588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2314525	17.508747	0	0	0	0	0	0	0	0	0	0	7.5443277	0	0	0	0	2.7201211	0	2.8411582	7.1436157	0	0	0	0	3.9953878	0	49.99671	3.5522652
active	Plate14_60734_Soil_BG1_01_27920	0	0	3.2614202	0	5.9039173	3.8103259	3.7720108	13.251248	7.5154085	7.5154085	0	0	0	33.728775	0	0	0	2.2952676	0	0	0	0	0	0	0	0	0	0	4.432907	4.815376	0	3.2619905	0	0	0	0	0	0	0	0	0	0	26.630676	0	0	0	0	0	2.8724473	2.8724473	5.013735	0	0	0	0	0	0	32.894485	0
active	Plate14_45722_Soil_BH2_01_27936	0	0	0	0	0	0	0	7.1801896	3.205653	0	0	0	3.4063025	8.321836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2673888	0	0	0	0	0	0	0	0	0	0	0	0	15.325964	33.90766	0	0	0	2.9462707	0	0	4.250516	0	0	0	0	0	0	108.51101	0
active	Plate14_65072_Soil_BA11_01_27848	0	0	3.48911	0	3.7661057	0	4.614745	20.042791	4.9384727	9.553125	0	0	0	55.634983	3.34055	0	0	0	0	0	0	4.2444315	0	0	0	0	0	0	3.790212	0	0	28.848436	0	2.5293446	0	0	0	0	0	0	0	0	0	0	0	0	3.2653685	0	4.420005	4.420005	10.952897	0	0	0	0	0	0	79.55878	0
active	Plate14_60950_Soil_BG9_01_27930	0	0	9.53367	0	0	0	4.0862503	16.094145	0	5.343815	0	0	0	28.429714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.222925	2.0067215	0	0	0	0	0	0	0	0	0	0	0	0	11.61676	8.78105	0	0	0	0	0	0	3.5846786	0	0	0	0	4.508789	0	16.405506	0
active	Plate14_63742_Soil_BG10_01_27931	0	0	0	0	0	0	4.0199213	14.882355	3.4285583	3.4285583	0	0	0	34.96011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.212195	0	0	0	0	0	0	0	0	0	0	5.637989	0	0	0	0	0	4.567895	0	5.3795815	0	0	0	0	0	0	39.648716	0
active	Plate14_61130_Soil_BC7_01_27871	0	0	0	0	7.406167	0	0	28.396267	0	0	0	0	0	50.575893	0	0	0	2.2066245	0	0	0	0	0	0	0	0	0	0	3.4273748	0	0	0	0	0	0	0	0	0	3.3509655	0	0	0	9.258168	25.240866	0	0	0	0	0	2.6254506	0	0	0	0	0	0	0	27.27083	0
active	Plate14_65234_Soil_BB10_01_27861	0	0	3.8223333	0	3.4706025	3.3441048	11.166487	3.3240676	9.186565	10.122175	0	0	0	44.24918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.293392	0	0	0	0	0	0	0	3.3791885	0	0	39.817116	4.2724376	0	0	0	0	0	0	12.937515	0	0	3.9070253	0	75.20047	0	55.421913	0
active	Plate14_64296_Soil_BF8_01_27914	0	0	6.373122	0	3.1669726	0	3.6340191	3.4575105	3.1395845	0	0	0	0	0	0	0	0	3.7496672	0	0	0	0	0	0	0	0	0	0	0	2.8537254	0	12.24882	0	0	0	0	0	0	2.722993	0	0	0	4.2135754	0	0	0	0	0	0	0	4.579973	0	0	0	0	0	0	32.848087	0
active	Plate14_64262_Soil_BF4_01_27909	0	0	4.048419	0	0	0	7.6835566	4.707997	3.5562515	3.5562515	0	3.3346066	0	22.069277	4.1343985	0	0	2.5397635	0	0	0	0	0	0	0	0	0	0	4.0735936	0	0	0	4.501244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9728642	0	0	0	0	0	0	19.589424	0
active	Plate14_45108_Soil_BC1_01_27864	0	0	0	0	0	0	7.812998	23.683714	9.859513	9.859513	0	0	3.5745316	22.431814	3.6672964	3.455739	0	3.1943092	0	0	0	0	0	0	2.4174929	0	0	0	5.588628	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9426966	3.44349	0	0	0	0	0	0	7.1025157	0	0	0	0	0	0	46.75315	0
active	Plate14_63720_Soil_BF9_01_27915	0	0	0	0	0	0	0	3.4765399	6.170109	6.170109	0	0	0	27.446651	0	0	0	2.681282	0	0	0	0	0	0	0	0	0	0	4.5251513	0	0	11.347998	0	0	0	0	0	0	0	0	0	1.5417144	13.935802	0	0	0	0	0	4.3864703	0	8.951813	0	0	0	0	0	0	46.47326	0
active	Plate14_65216_Soil_BB4_01_27854	0	0	3.4718552	0	0	0	8.583622	40.82274	5.436175	5.436175	0	3.4371214	0	31.401182	3.8720262	0	0	0	0	0	0	0	0	0	0	0	0	0	10.973027	6.3644133	3.149045	26.169735	0	0	0	0	0	0	0	0	0	0	9.208263	0	0	0	0	0	12.004297	2.397749	0	0	0	0	0	3.409915	0	36.6789	0
active	Plate14_65036_Soil_BB5_01_27855	0	0	3.317025	0	0	0	0	17.125484	0	4.231496	0	0	0	47.717316	3.8484812	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9489706	0	0	16.94994	0	0	0	0	0	0	0	0	0	0	7.4128428	0	0	0	0	0	0	0	4.0227747	0	0	0	0	4.18745	0	34.500282	0
active	Plate16_45792_Soil_GB9_01_28236	0	0	4.8132977	0	0	0	0	4.8140717	0	0	0	0	0	11.271221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0706778	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4014797	8.477463	0	0	0	0	0	0	0	0	0	0	0	0	0	5.328507	0
active	Plate15_63740_Soil_BB5_01_28109	0	0	0	0	0	0	3.6618776	10.496918	3.5199146	3.5199146	0	0	0	42.97957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7212815	3.1447926	0	15.614914	0	0	0	0	0	0	0	0	0	0	4.366019	3.42924	0	0	0	0	0	1.6075594	11.612545	0	0	0	0	0	0	20.826376	0
active	Plate17_45384_Soil_BC2_01_28376	0	0	0	0	0	0	0	4.422147	0	0	0	0	0	17.367708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2323008	10.547183	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5454545	0
active	Plate17_64476_Soil_BD8_01_28398	0	0	0	0	0	0	0	4.0620675	0	0	0	0	0	4.383366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.849537	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6990123	0
active	Plate17_54690_Soil_BD10_01_28400	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7110133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.095525	0	0	0	0	0	0	0	0	0	0	0	0	13.169656	0	4.2612433	0
active	Plate17_45364_Soil_BD5_01_28393	0	0	0	0	0	0	0	0	0	0	0	0	0	12.702944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8204384	0
active	Plate17_64498_Soil_BC4_01_28378	0	0	0	0	0	0	3.60186	3.8981276	0	0	0	0	0	5.819743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8760059	6.180491	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0978909	0
active	Plate17_43364_Soil_BB5_01_28364	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8723812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.690538	4.153618	0	0	0	0	1.9966745	0	0	0	0	0	0	8.101016	0	5.2746525	0
active	Plate17_55044_Soil_BB6_01_28365	0	0	20.995106	0	0	0	0	5.775322	0	0	0	0	0	8.68951	0	0	0	4.6836166	0	0	0	0	0	0	0	1.7901478	0	0	1.5892081	2.2573829	0	0	0	0	0	0	0	0	0	0	0	0	9.967118	0	0	0	0	0	1.8215504	0	0	0	0	0	0	3.360461	0	3.6927795	0
active	Plate17_54830_Soil_BA1_01_28346	0	0	0	0	0	0	0	5.04457	3.256814	3.256814	0	0	0	6.542673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.125764	0	2.4244747	0	0	0	0	0	0	0	0	0	0	0	3.1827164	10.25126	0	0	0	0	0	0	3.3372889	0	0	0	0	4.122348	4.122348	3.3790588	0
active	Plate17_54884_Soil_BA4_01_28349	0	0	0	0	0	0	0	16.900282	0	0	0	0	0	10.699797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.939156	0	0	0	0	0	0	0	0	0	0	0	0	0	5.010264	0
active	Plate17_64512_Soil_BE5_01_28408	0	0	0	0	0	0	0	4.6198397	0	3.83266	0	0	0	7.9569407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3355389	0
active	Plate16_65218_Soil_Rerun_GA11_01_28327	0	0	9.761908	0	0	0	0	0	3.9620132	0	0	0	0	12.216089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0633197	1.9126313	0	0	0	0	0	0	0	0	0	0	0	2.0743837	4.817341	0	0	3.6621265	0	0	0	0	0	0	0	0	0	0	5.04582	0
active	Plate16_43330_Soil_Rerun_GH5_01_28330	0	0	0	0	0	0	0	0	0	0	0	0	0	5.208006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4214439	0	0	0	0	0	0	0	0	0	0	0	0	10.676975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.134077	0
active	Plate16_43310_Soil_GG1_01_28299	0	0	0	0	0	0	0	13.879532	0	0	0	0	0	4.9402747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8078289	0	0	0	0	0	0	0	0	0	0	3.2711349	0	0	11.766221	8.501476	0	0	0	0	0	0	0	0	1.3850884	0	0	0	0	7.1152577	0
active	Plate16_55046_Soil_GG8_01_28307	0	0	3.705554	0	0	0	0	4.6108766	0	0	0	0	0	3.8983924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4463348	0	0	0	0	0	0	0	0	0	0	0	0	30.68391	10.108549	0	0	0	0	0	0	3.7116761	0	0	0	0	0	0	14.381767	0
