ATTRIBUTE_ADDGroup	filename	MS_4223	MS_569	MS_5174	MS_602	MS_1099	MS_944	MS_2438	MS_1992	MS_1857	MS_1776	MS_5220	MS_7669	MS_3586	MS_1249	MS_6447	MS_563	MS_6132	MS_11854	MS_7368	MS_10884	MS_7580	MS_9949	MS_11407	MS_7462	MS_11555	MS_11946	MS_12030	MS_7689	MS_10207	MS_12333	MS_10629	MS_7416	MS_11211	MS_11734	MS_7467	MS_10199	MS_10900	MS_10614	MS_10821	MS_7822	MS_9690	MS_11436	MS_8804	MS_9006	MS_11849	MS_12229	MS_7924	MS_10549	MS_11193	MS_11322	MS_8509	MS_11711	MS_10811	MS_10857	MS_6956	MS_9150	MS_9355	MS_10074	MS_11153
-	compound	Amylamine-C5:0	Tyramine-C2:0	Amylamine-C6:0	Putrescine-C6:0	Tyramine-C3:0	Cadaverine-C6:0	Leucine-C4:0	GABA-C6:0	Tyramine-C4:0	Tyramine-C4:0	2-phenethylamine-C6:0	Amylamine-C9:0	Tyramine-C6:0	Tyrosine-C4:0	Leucine-C9:0	Histidine-C9:4	Putrescine-C14:0	Amylamine-C16:0	Putrescine-C16:0	2-phenethylamine-C14:0	Cadaverine-C16:0	Leucine-C14:0	2-phenethylamine-C15:0	Histamine-C16:0	Amylamine-C18:2	Amylamine-C18:1	Amylamine-C18:1	Putrescine-C18:1	Alanine/Sarcosine-C18:1	Amylamine-C18:0	Valine-C16:0	Glutamic acid-C14:0	2-phenethylamine-C16:1	2-phenethylamine-C16:0	Spermidine-C16:0	Leucine-C16:1	Leucine-C16:0	Tyramine-C16:0	Valine-C18:1	Glutamic acid-C16:1	2-phenethylamine-C18:2	2-phenethylamine-C18:2	Glutamic acid-C16:0	Glutamic acid-C16:0	2-phenethylamine-C18:1	2-phenethylamine-C18:0	Spermidine-C18:1	Leucine-C18:2	Leucine-C18:1	Leucine-C18:1	Glutamic acid-C17:1	Leucine-C18:0	Tyramine-C18:1	Phenylalanine-C16:0	Glutamic acid-C18:1	Glutamic acid-C18:1	Glutamic acid-C18:1	Glutamic acid-C18:0	Phenylalanine-C18:1
-	p-value	5.64E-07	3.78E-09	3.63E-06	0.00519697	0.001875244	0.451680924	0.002126132	0.012379675	4.07E-11	1.21E-09	2.62E-22	2.58E-14	6.14E-09	0.040800707	0.003877416	4.67E-07	1.65E-05	6.68E-30	3.77E-15	1.37E-22	4.19E-13	4.56E-09	6.39E-14	6.13E-06	1.46E-13	1.03E-41	1.39E-18	1.23E-12	0.000137909	1.17E-09	1.25E-07	9.39E-09	5.10E-19	3.70E-33	4.36E-10	5.42E-18	2.43E-11	5.87E-11	8.24E-13	5.50E-19	2.90E-11	1.87E-06	1.05E-18	0.003567047	1.69E-42	4.85E-21	7.26E-12	6.39E-07	1.35E-14	8.77E-08	0.000123968	5.45E-06	9.09E-19	2.77E-09	3.23E-06	7.00E-29	1.69E-05	1.96E-06	3.58E-09
early	Plate11_64116_Soil_GG10_01_27686	9.465161	4.482141	55.21373	0	9.036995	0	5.9658747	26.341526	6.7493143	6.7493143	0	0	0	42.16701	0	4.0156603	0	3.815627	0	0	0	0	0	0	0	2.4624825	0	0	20.46082	23.377012	0	15.753366	0	10.156174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.459476	0	0	0	0	0	0	49.661156	0
early	Plate17_60370_Soil_BC7_01_28382	0	0	0	0	0	0	0	0	0	0	0	0	0	12.26054	1.6093521	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9416897	0	0	0	0	0	0	0	0	0	0	0	0	0	1.989624	9.916314	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2939854	0
early	Plate16_61634_Soil_GD7_01_28263	0	0	6.7340126	0	3.087062	0	0	14.399336	0	0	0	0	2.5480056	8.939829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2149706	4.787135	0	0	0	0	0	0	0	0	0	0	0	0	0	6.773311	0
early	Plate11_43274_Soil_GH5_01_27694	0	0	3.732552	0	7.227563	0	3.6660132	15.317598	3.6592908	0	0	0	0	14.174795	3.2452655	0	0	2.4393182	0	0	0	0	0	0	0	0	0	0	3.4718199	14.918365	0	0	0	0	0	0	0	0	0	0	3.2498717	0	15.128772	24.231041	0	0	0	0	4.1095734	0	5.8004284	0	0	0	0	0	3.6476684	32.78722	0
early	Plate11_25832_Soil_GH9_01_27700	0	0	11.292415	0	10.186558	0	0	11.212154	0	0	0	0	4.1286716	24.64727	0	0	0	2.7500453	0	0	0	0	0	0	0	0	0	0	8.806685	11.3622265	0	0	0	0	0	0	0	0	3.4358683	0	0	2.7906513	20.05533	0	0	0	0	0	3.881625	0	0	0	0	0	0	4.8157825	3.2935	37.325005	0
early	Plate12_64800_Soil_GC3_01_27988	5.8197136	3.2476015	17.538475	0	0	0	0	6.1487675	0	0	0	0	0	12.863098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4432344	5.612631	0	10.269828	0	0	0	0	0	2.8952563	0	0	0	0	9.732214	0	0	0	0	0	0	0	9.50137	0	0	0	0	0	0	27.19479	0
early	Plate12_25436_Soil_GB4_01_27975	3.1985264	0	9.714239	0	0	0	0	0	0	0	0	0	0	5.3043633	0	0	0	0	0	0	0	3.1331978	0	0	0	0	0	0	2.1808848	4.442639	0	0	0	0	0	0	0	0	0	0	0	0	12.683689	17.4761	0	0	0	0	0	0	0	0	0	0	0	0	0	11.988633	0
early	Plate12_60480_Soil_GE11_01_28024	0	0	4.2423425	0	3.7643194	0	0	10.622047	0	0	0	0	0	35.852085	0	0	0	10.102491	0	0	0	0	0	0	0	1.7063131	0	0	3.4176922	3.5609055	0	0	0	0	3.3116984	0	0	0	0	0	0	0	7.76231	15.64761	0	0	0	0	0	0	0	0	0	0	0	0	0	9.279657	0
early	Plate15_45740_Soil_BG3_01_28177	0	4.153084	3.5831094	0	0	3.114531	0	5.722658	0	0	0	0	0	29.62035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7063236	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9408007	4.0548706	0	0	0	0	0	0	0	0	0	0	0	3.532505	0	7.4633417	0
early	Plate12_64750_Soil_GE10_01_28023	0	3.4163876	11.791258	0	0	0	9.192362	33.690964	0	0	0	0	0	36.68417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0870333	2.1945095	2.9325914	5.488138	0	0	0	0	0	0	0	0	0	1.7738569	4.2600346	0	0	0	0	0	0	0	5.6900024	0	0	0	0	0	0	43.084812	0
early	Plate12_55534_Soil_GF7_01_28033	0	0	0	0	0	0	0	59.99804	0	3.9118767	0	0	0	28.202438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1641903	6.758551	2.702682	0	0	0	0	0	0	0	0	0	0	0	9.699112	16.252563	0	0	0	2.9232044	0	0	0	0	0	0	0	0	0	16.04952	0
early	Plate12_60444_Soil_GF1_01_28027	0	0	7.7048655	0	0	0	0	5.239196	0	0	0	0	0	8.638048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.681034	14.245213	0	0	0	0	0	0	0	0	0	0	0	0	0	10.575445	0
early	Plate15_45706_Soil_BG4_01_28178	0	0	2.5487099	0	3.9746103	0	3.8799767	4.023346	0	0	0	0	0	14.189726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.914028	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5054026	0
early	Plate12_55548_Soil_GG7_01_28047	0	0	0	0	0	0	0	5.540141	0	0	0	0	0	20.10826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7469826	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7142673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.46127	0
early	Plate12_61834_Soil_GE8_01_28021	0	0	8.151642	0	0	0	0	7.575594	0	0	0	0	0	18.545961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2418957	4.087436	0	0	0	0	0	0	0	0	0	0	0	0	7.0388994	18.022575	0	0	0	0	0	0	0	0	0	0	0	3.612547	0	15.414679	0
early	Plate12_64138_Soil_GG4_01_28043	82.4792	0	111.27525	0	0	0	3.9536018	8.967647	0	0	0	0	0	15.797909	0	0	0	2.2532916	0	0	0	0	0	0	0	0	0	0	3.27396	1.5860653	0	4.488655	0	0	0	0	0	0	0	0	0	0	0	3.2338157	0	0	0	0	0	0	0	0	0	0	0	0	0	20.391544	0
early	Plate15_45720_Soil_BA4_01_28094	0	0	4.6629066	0	0	0	3.3535674	5.859004	0	0	0	0	0	33.40734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4427903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.983673	0
early	Plate13_45094_Soil_GB4_01_27488	42.150177	0	168.07256	0	17.859495	5.1103315	8.550188	19.129917	4.089015	9.573934	0	0	0	34.90427	3.3098555	0	0	13.215721	0	0	0	0	0	0	0	4.7669263	3.3182015	0	7.789537	31.450832	4.9332404	3.8124018	0	7.4929676	0	0	0	0	3.9616225	0	0	3.2127457	51.618145	18.771376	0	0	0	0	0	0	0	0	0	3.6099992	4.0391235	6.480849	4.6377125	108.45414	0
early	Plate12_61870_Soil_GG1_01_28040	8.031481	0	6.2982607	0	0	0	3.3632803	27.159914	0	0	0	0	0	27.889978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6843295	3.345776	2.1349382	0	0	0	0	0	0	0	0	0	3.9097888	0	6.432757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.819786	0
early	Plate12_64102_Soil_GH5_01_28057	4.259492	0	25.708153	0	0	0	0	18.824976	0	0	0	0	0	25.010021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7783613	0	6.6367283	0	0	2.0269694	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5028758	0	0	0	0	0	0	0	0	22.018032	0
early	Plate12_55390_Soil_GF3_01_28069	148.32253	0	119.53035	0	0	0	8.746791	9.37212	6.8942714	6.8942714	0	0	0	5.622754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2912154	7.0461035	0	0	0	0	0	0	0	0	0	0	0	0	2.9721498	6.7970414	0	0	0	0	0	0	0	0	0	0	0	0	0	13.425152	0
early	Plate15_63684_Soil_BE1_01_28147	0	0	0	0	0	0	0	8.667712	3.6267052	0	0	0	0	15.26674	0	0	0	0	0	3.3193445	0	0	0	0	0	3.4150543	0	0	5.211435	0	0	17.348097	0	2.1749015	0	0	0	0	0	0	0	0	4.4038115	3.24645	0	0	0	0	4.197548	1.0594356	0	0	0	0	0	0	0	12.833474	0
early	Plate12_25834_Soil_Rerun_GH2_01_28084	0	0	7.3870573	0	0	0	4.5912967	3.4532683	0	3.8761175	0	0	0	10.264765	0	3.9743147	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1682296	2.1339107	0	0	2.13208	0	0	0	0	3.214056	0	0	0	16.27111	5.5751743	0	0	0	0	0	0	4.4459896	0	0	0	0	0	0	12.888901	0
early	Plate15_64944_Soil_BC11_01_28130	0	0	9.070705	0	0	0	0	7.710765	0	0	0	0	0	16.471273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7604742	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9674416	4.516754	0	0	0	0	3.6438618	0	3.5598352	0	0	0	0	3.9992094	0	11.879959	0
early	Plate12_64786_Soil_GA10_01_28067	52.87978	0	71.29147	0	0	0	4.431922	8.414192	0	0	0	0	0	9.382397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6803365	0	0	6.315618	0	0	0	0	0	0	0	0	0	0	4.8999786	0	0	0	0	0	0	0	3.7592018	0	0	0	0	0	0	18.928402	0
early	Plate13_45848_Soil_GA7_01_27478	48.934032	4.1301403	188.72064	0	8.535215	3.8982239	6.09234	29.459772	4.3834105	4.3834105	3.3990252	0	0	23.766153	0	0	0	12.546875	0	0	0	0	0	0	3.811452	0	0	0	0	39.365993	5.184679	0	0	3.8811493	0	0	3.764	0	0	3.9494362	3.7077584	0	85.11005	44.45758	0	0	0	3.7781205	0	5.5126047	0	0	3.505225	0	0	7.8988724	0	193.89499	5.6950693
early	Plate15_61472_Soil_BC2_01_28120	0	0	2.865527	0	0	0	0	9.352693	0	0	0	0	0	17.108767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4049644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4459434	0	0	0	0	0	0	20.438097	0
early	Plate15_61654_Soil_BD3_01_28135	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0799675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6085393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.269043	0
early	Plate12_55532_Soil_GF6_01_28031	0	0	5.8672523	0	0	3.9972754	0	9.0567875	3.3405232	3.5051475	0	0	0	21.439037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2257915	5.9892426	0	0	0	0	0	0	0	0	0	0	0	0	4.1095734	16.679699	0	0	0	0	2.2584534	2.2584534	0	0	0	0	0	0	0	26.754484	0
early	Plate13_64946_Soil_GH11_01_27580	43.724068	0	134.6922	0	6.8717017	4.0241814	6.2528353	30.52787	3.9147592	8.466993	0	0	3.765335	21.099545	0	0	0	4.6464787	0	0	0	4.1896634	0	0	0	0	0	0	0	11.61483	0	0	0	0	3.6476684	0	0	0	0	0	0	0	57.425667	3.6824293	0	0	0	2.9169369	0	1.7223759	13.599394	0	0	4.2168255	5.659527	8.997209	3.244812	60.398006	0
early	Plate12_54814_Soil_GF5_01_28030	0	0	4.969488	0	0	0	0	11.509447	0	0	0	0	0	25.848534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5285358	2.7221775	0	0	0	0	0	0	0	0	0	0	0	3.767011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.285088	0
early	Plate15_61292_Soil_BA10_01_28101	0	0	0	0	0	0	0	4.435563	0	0	0	0	0	8.0463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9961252	4.14896	0	0	0	0	0	0	0	0	0	0	0	3.3915205	0	7.9021897	0
early	Plate16_65160_Soil_GA4_01_28216	0	0	6.2544107	0	0	0	0	14.210605	4.1230936	4.1230936	0	0	0	18.959011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.635826	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7303863	6.612871	0	0	0	0	0	0	3.0724616	0	0	0	0	0	0	5.375621	0
early	Plate12_43848_Soil_GB2_01_27973	3.5719948	4.219501	10.43185	0	0	0	3.7533379	30.169918	0	0	0	0	0	8.2025795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6477513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
early	Plate12_55593_Soil_GD2_01_28000	3.7975702	0	8.551502	0	0	0	0	8.265396	0	0	0	0	3.3622148	8.740158	3.5303044	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9413924	6.254696	0	0	0	0	0	0	0	0	0	0	0	0	11.063433	0	0	0	0	0	0	0	3.694735	0	0	0	0	0	0	15.115469	0
early	Plate12_55570_Soil_GB9_01_27981	0	0	8.478626	0	0	0	0	10.027809	0	0	0	0	0	12.207417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2413101	1.796092	0	0	0	0	3.124988	0	0	0	0	0	0	0	7.684489	0	0	0	0	0	0	2.3151855	0	0	0	0	0	0	0	13.681852	0
early	Plate12_64606_Soil_GB7_01_27979	0	0	20.655293	0	0	0	0	0	0	0	0	0	0	18.83243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.261773	2.6972618	0	11.562174	0	0	0	0	0	0	0	0	0	0	5.4539833	5.4539833	0	0	0	0	0	0	3.6974301	0	0	0	0	0	0	44.92011	0
early	Plate12_60536_Soil_GB11_01_27983	0	0	0	0	0	0	5.697515	7.535491	4.641466	4.641466	0	0	0	36.20729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7492743	0	0	0	0	0	0	0	0	0	0	0	0	1.5671992	4.013436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.650484	0
early	Plate12_60482_Soil_GB1_01_27972	68.46979	0	90.564606	0	0	0	6.7910395	7.7013283	8.266201	8.266201	0	0	0	12.132145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2302508	1.7424316	0	0	0	0	0	0	0	0	0	0	0	0	7.0548763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.713282	0
early	Plate12_60500_Soil_GB3_01_27974	0	0	12.586519	0	4.0482116	0	3.4370866	29.401646	4.464609	4.464609	0	0	0	38.462746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.336277	2.434051	0	0	0	0	0	0	0	0	0	0	0	3.2923317	22.919605	0	0	3.4334664	0	0	0	3.5077116	0	0	0	0	0	0	18.764225	0
early	Plate12_64764_Soil_GC7_01_27992	5.0143795	0	9.587091	0	0	0	0	5.508755	0	0	0	0	0	20.118458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.082544	2.373754	0	12.930597	0	0	0	0	0	0	0	0	0	0	0	6.4203634	0	0	0	2.1418009	3.5656662	0	0	0	0	0	0	0	0	24.396133	0
early	Plate15_61272_Soil_BH8_01_28198	0	0	3.029108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9229918	0
early	Plate14_63670_Soil_BG3_01_27922	0	3.431651	4.189034	0	0	0	3.6222878	20.42371	0	0	0	0	0	51.018726	0	0	0	2.2494278	0	0	0	0	0	0	0	0	0	0	0	3.9007874	0	34.352837	0	2.8956838	0	0	0	0	0	0	0	0	4.605274	44.977318	0	0	0	0	0	2.9864788	3.522632	0	0	0	0	0	0	45.044994	3.6932945
early	Plate14_65146_Soil_BG8_01_27929	0	0	0	0	3.9300685	0	6.0800076	20.712683	0	0	0	0	3.4285583	11.569853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3321	0	0	9.594997	0	0	0	0	0	0	0	0	0	1.7423973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.219913	0
early	Plate15_65180_Soil_BH10_01_28202	0	0	0	0	0	0	0	13.861149	0	0	0	0	0	19.438984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1312435	0	0	8.654589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8864212	0	0	0	0	0	0	0	6.3064194	0
early	Plate12_64390_Soil_GC1_01_27986	5.312946	0	27.639984	0	0	0	0	4.925445	0	0	0	0	0	14.663397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1193542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.075788	0
early	Plate12_55576_Soil_GC9_01_27994	0	0	18.358889	0	0	0	0	6.615215	0	0	0	0	0	7.890404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3695135	0	0	0	0	0	0	0	0	0	0	0	1.6010237	17.25605	16.45018	0	0	0	0	0	0	0	0	0	0	0	0	0	27.21258	0
early	Plate12_61956_Soil_GD5_01_28003	0	0	6.398568	0	3.5635972	0	0	28.288567	0	0	0	0	0	5.5538397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8909106	3.0684662	3.660294	0	0	0	0	0	0	0	0	0	0	0	6.4870057	13.789981	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0064125	0
early	Plate12_61940_Soil_GC10_01_27995	0	4.5467668	17.013239	0	3.505225	0	0	4.0156403	0	12.730715	0	0	0	19.343132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8715053	0	0	0	0	0	0	0	0	0	0	0	0	9.958436	10.93547	0	0	0	0	3.6080225	0	0	0	0	0	0	0	0	38.495163	0
early	Plate12_25238_Soil_GC11_01_27996	5.5682974	0	12.8229065	0	0	0	0	11.424146	0	0	0	0	0	19.793415	1.7021384	0	0	6.2378235	0	0	0	0	0	0	0	0	0	0	2.0338783	3.1042356	0	0	0	0	0	0	0	0	0	0	0	0	8.214333	0	0	0	0	0	0	0	0	0	0	0	2.2907767	0	0	8.796711	0
early	Plate12_61922_Soil_GE2_01_28014	0	0	11.629312	0	0	0	3.7879944	7.36061	0	0	0	0	0	15.168271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6757526	7.3471975	0	0	0	0	0	0	0	0	0	0	0	0	4.2868094	12.657704	0	0	0	0	0	0	0	0	0	0	0	0	0	9.336581	0
early	Plate12_60380_Soil_GF4_01_28029	0	0	8.430397	0	0	0	0	9.895836	0	0	0	0	0	13.422906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6048126	1.5962992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3590436	0
early	Plate12_60446_Soil_GD6_01_28004	0	0	9.6155205	0	0	0	4.463707	10.024307	0	0	0	0	0	22.947533	1.9572506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3026228	0	0	0	0	3.124535	0	0	0	0	0	0	0	10.907759	11.610048	0	0	3.43166	0	0	0	0	0	0	0	0	0	0	31.499504	0
early	Plate12_64370_Soil_GF8_01_28034	0	2.4011993	12.132938	0	0	0	0	13.360904	0	0	0	0	0	14.446926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9828315	0	0	0	0	0	0	1.4965134	0	0	0	0	0	4.458235	12.6532545	0	0	0	0	0	0	3.6013885	0	0	0	0	0	0	11.546856	0
early	Plate17_61906_Soil_BC8_01_28383	0	0	0	0	0	0	0	4.674449	0	0	0	0	0	15.251382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9289064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.395866	0	0	0	0	0	0	0	0	0	0	0	0	0	10.801354	0
early	Plate17_55208_Soil_BB1_01_28360	0	0	0	0	0	0	0	19.134155	0	0	0	0	0	11.563616	2.8695164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.686138	0	0	0	0	0	0	0	4.831444	0	0	0	0	0	0	11.610303	0
early	Plate17_55590_Soil_BC1_01_28375	0	0	2.0031714	0	0	0	0	17.338085	0	0	0	0	0	24.007904	0	3.45289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5660353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.479507	0
early	Plate10_64586_Soil_BF2_01_27780	7.812991	0	12.671108	0	0	0	3.4195948	15.399706	3.7351866	3.7351866	0	0	3.579605	39.8223	0	0	0	0	0	0	0	0	0	0	3.1160557	0	0	0	9.5864725	10.259747	0	23.165878	0	0	0	0	0	0	0	0	0	3.0174468	5.008997	3.2653353	0	0	0	0	0	0	8.448385	0	0	0	0	0	0	53.3022	0
early	Plate17_61904_Soil_BB11_01_28372	0	0	0	0	0	0	0	4.0477557	0	0	0	0	0	31.259962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4100685	0
early	Plate18_55568_Soil_GA3_01_28501	0	0	0	0	0	0	0	16.883793	0	0	0	0	0	5.398389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6435046	0	0	0	0	0	0	0	0	1.913449	0
early	Plate18_55442_Soil_GA2_01_28500	0	0	0	0	0	0	0	8.225075	0	0	0	0	0	4.798277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3946018	8.04502	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5962775	0
early	Plate17_45075_Soil_BH7_01_28457	0	0	0	0	0	0	0	3.9834423	0	0	0	0	0	6.848571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
early	Plate10_64766_Soil_BE10_01_27775	0	0	3.3816261	0	0	0	3.5422125	22.534527	6.0224	6.0224	0	0	0	40.251255	4.094802	0	0	0	0	0	0	0	0	3.8083463	0	0	0	0	6.206194	5.9540024	0	25.937576	0	0	0	0	0	0	0	0	0	0	11.414486	0	0	0	0	0	17.555185	9.457363	3.3568811	3.1425424	0	0	0	0	0	50.276627	0
early	Plate10_25258_Soil_BC10_01_27746	0	0	0	0	5.2442408	0	0	11.348346	0	0	0	0	0	32.239815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9734344	3.8888469	0	0	0	0	0	3.3978868	0	0	0	0	0	19.521563	12.741621	0	1.7252731	0	0	0	0	13.2228775	0	0	2.2958193	0	0	0	42.442616	0
early	Plate10_64388_Soil_Rerun_BE5_01_27770	0	0	0	0	0	0	6.208397	10.442193	0	0	3.4743252	0	0	33.869873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3349524	0	3.91892	0	0	0	0	0	0	0	0	0	0	10.358074	0	2.0933533	0	0	0	0	0	0	0	0	0	0	0	0	12.9104	0
early	Plate10_25256_Soil_BG1_01_27793	0	0	0	0	0	0	0	4.8776035	0	0	0	0	0	6.537195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2466164	6.6455994	0	0	0	0	0	0	0	0	0	0	0	0	10.838822	3.3146718	0	0	0	0	3.4112692	0	3.4183502	0	0	0	0	0	0	34.317272	0
early	Plate17_61942_Soil_BH2_01_28450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4776278	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7003436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
early	Plate17_61992_Soil_BH9_01_28459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
early	Plate17_60466_Soil_BH4_01_28452	0	0	0	0	0	0	0	11.551562	0	0	0	0	0	7.69532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8813717	2.1608906	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4823334	0
early	Plate17_64118_Soil_BG8_01_28442	0	0	0	0	0	0	0	3.1827886	0	0	0	0	0	4.4649935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.593914	3.1691914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
early	Plate17_62063_Soil_BH6_01_28454	0	0	0	0	0	0	0	3.2766209	0	0	0	0	0	5.0262785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4398084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
