filename	ATTRIBUTE_SampleType	ATTRIBUTE_ADDGroup
Plate2_43756_Skin_GB4_01_26348.mzXML	Skin	advanced
Plate2_44118_Skin_GC6_01_26364.mzXML	Skin	advanced
Plate16_43760_Soil_GF8_01_28293.mzXML	Soil	advanced
Plate16_44122_Soil_GG4_01_28302.mzXML	Soil	advanced
Plate17_43922_Soil_BA9_01_28355.mzXML	Soil	advanced
Plate6_54898_Skin_GH5_01_26883.mzXML	Skin	advanced
Plate11_55010_Soil_GB1_01_27605.mzXML	Soil	active
Plate13_55030_Soil_GD9_01_27521.mzXML	Soil	active
Plate12_54902_Soil_GC8_01_27993.mzXML	Soil	advanced
Plate7_45628_Skin_GE2_01_27071.mzXML	Skin	advanced
Plate15_45632_Soil_BD4_01_28136.mzXML	Soil	advanced
Plate7_60606_Skin_GF5_01_27088.mzXML	Skin	advanced
Plate13_60610_Soil_GC4_01_27502.mzXML	Soil	advanced
Plate4_54536_Skin_GA7_01_27209.mzXML	Skin	advanced
Plate4_54736_Skin_GA1_01_27202.mzXML	Skin	advanced
Plate17_54544_Soil_BC11_01_28386.mzXML	Soil	advanced
Plate18_54744_Soil_GA9_01_28509.mzXML	Soil	advanced
Plate4_45270_Skin_GE7_01_27266.mzXML	Skin	advanced
Plate17_45278_Soil_BF5_01_28423.mzXML	Soil	advanced
Plate9_61756_Skin_GB10_01_26962.mzXML	Skin	advanced
Plate15_61760_Soil_BF6_01_28166.mzXML	Soil	advanced
Plate9_61362_Skin_GD9_01_26993.mzXML	Skin	advanced
Plate15_61366_Soil_BB6_01_28110.mzXML	Soil	advanced
Plate5_61000_Skin_GC1_01_26591.mzXML	Skin	advanced
Plate6_60800_Skin_GD1_01_26746.mzXML	Skin	advanced
Plate14_60804_Soil_BG4_01_27923.mzXML	Soil	advanced
Plate15_61004_Soil_BD1_01_28133.mzXML	Soil	advanced
Plate6_61556_Skin_GE4_01_26765.mzXML	Skin	advanced
Plate11_61560_Soil_GF2_01_27662.mzXML	Soil	advanced
Plate1_43376_Skin_GE6_01_26264.mzXML	Skin	advanced
Plate13_43380_Soil_GG10_01_27564.mzXML	Soil	advanced
Plate1_43557_Skin_GC9_01_26110.mzXML	Skin	advanced
Plate13_43560_Soil_GF10_01_27550.mzXML	Soil	advanced
Plate6_64278_Skin_GD2_01_26747.mzXML	Skin	active
Plate16_64282_Soil_GC8_01_28249.mzXML	Soil	active
Plate6_55292_Skin_Rerun_GC2_01_26895.mzXML	Skin	advanced
Plate16_55296_Soil_GG11_01_28310.mzXML	Soil	advanced
Plate1_25916_Skin_Rerun_GC11_01_26325.mzXML	Skin	active
Plate11_25920_Soil_GA1_01_27591.mzXML	Soil	active
Plate3_64458_Skin_GG6_01_26531.mzXML	Skin	active
Plate17_64462_Soil_BG3_01_28435.mzXML	Soil	active
Plate1_25612_Skin_GB4_01_26128.mzXML	Skin	active
Plate11_25616_Soil_GA3_01_27593.mzXML	Soil	active
Plate3_64652_Skin_GB8_01_26468.mzXML	Skin	active
Plate12_64656_Soil_GG8_01_28048.mzXML	Soil	active
Plate3_64852_Skin_Rerun_GA10_01_26458.mzXML	Skin	active
Plate13_64856_Soil_GF1_01_27540.mzXML	Soil	active
Plate8_25326_Skin_GH5_01_27426.mzXML	Skin	active
Plate10_25330_Soil_BG3_01_27795.mzXML	Soil	active
Plate4_61162_Skin_GC9_01_27240.mzXML	Skin	active
Plate15_61166_Soil_BG8_01_28183.mzXML	Soil	active
Plate5_65034_Skin_GH5_01_26670.mzXML	Skin	active
Plate15_65038_Soil_BB3_01_28107.mzXML	Soil	active
Plate5_65228_Skin_GD8_01_26613.mzXML	Skin	active
Plate14_65232_Soil_BC8_01_27872.mzXML	Soil	active
Plate2_61900_Skin_GE3_01_26389.mzXML	Skin	early
Plate17_61904_Soil_BB11_01_28372.mzXML	Soil	early
Plate3_60406_Skin_GA11_01_26459.mzXML	Skin	early
Plate17_60410_Soil_BF7_01_28426.mzXML	Soil	early
Plate9_25520_Skin_Rerun_GB4_01_27004.mzXML	Skin	active
Plate11_25524_Soil_GF11_01_27673.mzXML	Soil	active
Plate6_63772_Skin_Rerun_GF10_01_26905.mzXML	Skin	active
Plate14_63776_Soil_BF6_01_27911.mzXML	Soil	active
Plate3_64096_Skin_GE11_01_26507.mzXML	Skin	early
Plate18_64100_Soil_GC8_01_28536.mzXML	Soil	early
Plate3_55492_Skin_GE7_01_26503.mzXML	Skin	early
Plate17_55496_Soil_BH1_01_28449.mzXML	Soil	early
Plate6_45952_Skin_GB11_01_26727.mzXML	Skin	advanced
Plate13_45956_Soil_GA11_01_27482.mzXML	Soil	advanced
Plate1_44132_Skin_GF5_01_26277.mzXML	Skin	advanced
Plate2_43738_Skin_GC11_01_26370.mzXML	Skin	advanced
Plate9_43938_Skin_Rerun_GC2_01_27009.mzXML	Skin	advanced
Plate10_43942_Soil_BA4_01_27711.mzXML	Soil	advanced
Plate12_43742_Soil_GH9_01_28062.mzXML	Soil	advanced
Plate16_43750_Soil_GF11_01_28296.mzXML	Soil	advanced
Plate16_44136_Soil_GG9_01_28308.mzXML	Soil	advanced
Plate7_60620_Skin_GE8_01_27078.mzXML	Skin	advanced
Plate12_60624_Soil_GH8_01_28061.mzXML	Soil	advanced
Plate8_45610_Skin_GD2_01_27366.mzXML	Skin	advanced
Plate6_54918_Skin_Rerun_GB5_01_26894.mzXML	Skin	advanced
Plate17_55044_Soil_BB6_01_28365.mzXML	Soil	active
Plate16_54922_Soil_GH6_01_28318.mzXML	Soil	advanced
Plate11_55064_Soil_GC8_01_27627.mzXML	Soil	active
Plate9_61738_Skin_GC6_01_26974.mzXML	Skin	advanced
Plate11_61742_Soil_GC10_01_27629.mzXML	Soil	advanced
Plate4_60820_Skin_GG1_01_27287.mzXML	Skin	advanced
Plate5_60982_Skin_GG5_01_26656.mzXML	Skin	advanced
Plate14_60824_Soil_BB2_01_27852.mzXML	Soil	advanced
Plate14_60986_Soil_BF11_01_27917.mzXML	Soil	advanced
Plate2_43396_Skin_GB9_01_26355.mzXML	Skin	advanced
Plate13_43400_Soil_GE1_01_27526.mzXML	Soil	advanced
Plate5_45810_Skin_Rerun_GE2_01_26623.mzXML	Skin	active
Plate16_45814_Soil_GE3_01_28272.mzXML	Soil	active
Plate4_45284_Skin_GE1_01_27259.mzXML	Skin	advanced
Plate18_45292_Soil_GB1_01_28514.mzXML	Soil	advanced
Plate4_54718_Skin_GG2_01_27288.mzXML	Skin	advanced
Plate5_54556_Skin_GA3_01_26562.mzXML	Skin	advanced
Plate17_54564_Soil_BF1_01_28419.mzXML	Soil	advanced
Plate17_54726_Soil_BC9_01_28384.mzXML	Soil	advanced
Plate1_43576_Skin_GC1_01_26109.mzXML	Skin	advanced
Plate13_43580_Soil_GG1_01_27554.mzXML	Soil	advanced
Plate1_25936_Skin_GD4_01_26250.mzXML	Skin	active
Plate10_25940_Soil_BD9_01_27759.mzXML	Soil	active
Plate12_25929_Soil_GG11_01_28050.mzXML	Soil	active
Plate9_61376_Skin_GD7_01_26991.mzXML	Skin	advanced
Plate15_61380_Soil_BG10_01_28185.mzXML	Soil	advanced
Plate8_61576_Skin_GG2_01_27408.mzXML	Skin	advanced
Plate12_61580_Soil_GF11_01_28037.mzXML	Soil	advanced
Plate8_55312_Skin_GB5_01_27341.mzXML	Skin	advanced
Plate15_55316_Soil_BD6_01_28138.mzXML	Soil	advanced
Plate1_25594_Skin_GA4_01_26117.mzXML	Skin	active
Plate10_25598_Soil_BC2_01_27737.mzXML	Soil	active
Plate6_64292_Skin_Rerun_GG3_01_26798.mzXML	Skin	active
Plate14_64296_Soil_BF8_01_27914.mzXML	Soil	active
Plate2_64472_Skin_GF7_01_26408.mzXML	Skin	active
Plate3_64672_Skin_GG2_01_26527.mzXML	Skin	active
Plate17_64476_Soil_BD8_01_28398.mzXML	Soil	active
Plate18_64676_Soil_GE2_01_28557.mzXML	Soil	active
Plate2_64834_Skin_GG8_01_26424.mzXML	Skin	active
Plate18_64838_Soil_GC9_01_28537.mzXML	Soil	active
Plate4_61182_Skin_GD11_01_27256.mzXML	Skin	active
Plate14_61186_Soil_BD1_01_27878.mzXML	Soil	active
Plate4_65048_Skin_GH8_01_27309.mzXML	Skin	active
Plate14_65052_Soil_BD9_01_27887.mzXML	Soil	active
Plate4_65248_Skin_GB9_01_27225.mzXML	Skin	active
Plate15_65252_Soil_BE3_01_28149.mzXML	Soil	active
Plate2_25340_Skin_Rerun_GB5_01_26350.mzXML	Skin	active
Plate10_25344_Soil_BH8_01_27819.mzXML	Soil	active
Plate12_25352_Soil_Rerun_GE7_01_28083.mzXML	Soil	active
Plate1_25540_Skin_GF6_01_26278.mzXML	Skin	active
Plate13_25544_Soil_GC9_01_27508.mzXML	Soil	active
Plate5_60426_Skin_GA9_01_26570.mzXML	Skin	early
Plate17_60430_Soil_BD4_01_28392.mzXML	Soil	early
Plate2_64078_Skin_Rerun_GF9_01_26414.mzXML	Skin	early
Plate18_64082_Soil_GB8_01_28522.mzXML	Soil	early
Plate8_61882_Skin_GD4_01_27368.mzXML	Skin	early
Plate18_61886_Soil_GB10_01_28524.mzXML	Soil	early
Plate7_63754_Skin_GG7_01_27106.mzXML	Skin	active
Plate15_63758_Soil_BE10_01_28157.mzXML	Soil	active
Plate9_55474_Skin_GE1_01_26999.mzXML	Skin	early
Plate17_55478_Soil_BE2_01_28405.mzXML	Soil	early
Plate7_45934_Skin_GF3_01_27086.mzXML	Skin	advanced
Plate13_45938_Soil_GD2_01_27513.mzXML	Soil	advanced
Plate1_43952_Skin_GD3_01_26323.mzXML	Skin	advanced
Plate1_44152_Skin_GH8_01_26308.mzXML	Skin	advanced
Plate2_43758_Skin_GC1_01_26359.mzXML	Skin	advanced
Plate10_43956_Soil_BH6_01_27812.mzXML	Soil	advanced
Plate16_43762_Soil_GG2_01_28300.mzXML	Soil	advanced
Plate16_44156_Soil_GH9_01_28322.mzXML	Soil	advanced
Plate5_45104_Skin_GG2_01_26653.mzXML	Skin	active
Plate14_45108_Soil_BC1_01_27864.mzXML	Soil	active
Plate6_54932_Skin_GF2_01_26780.mzXML	Skin	advanced
Plate16_55046_Soil_GG8_01_28307.mzXML	Soil	active
Plate11_55066_Soil_GB10_01_27615.mzXML	Soil	advanced
Plate17_54936_Soil_BA11_01_28357.mzXML	Soil	advanced
Plate2_43378_Skin_GA1_01_26332.mzXML	Skin	advanced
Plate13_43382_Soil_GA8_01_27479.mzXML	Soil	advanced
Plate8_45630_Skin_GD3_01_27367.mzXML	Skin	advanced
Plate11_45634_Soil_GE1_01_27647.mzXML	Soil	advanced
Plate9_61758_Skin_GC3_01_26971.mzXML	Skin	advanced
Plate11_61762_Soil_GC11_01_27630.mzXML	Soil	advanced
Plate8_60640_Skin_GB2_01_27337.mzXML	Skin	advanced
Plate12_60644_Soil_GG5_01_28044.mzXML	Soil	advanced
Plate2_25918_Skin_GC9_01_26368.mzXML	Skin	active
Plate17_25922_Soil_BA3_01_28348.mzXML	Soil	active
Plate4_45304_Skin_GD10_01_27255.mzXML	Skin	advanced
Plate7_54538_Skin_GB7_01_27035.mzXML	Skin	advanced
Plate17_45312_Soil_BD3_01_28391.mzXML	Soil	advanced
Plate17_54546_Soil_BD9_01_28399.mzXML	Soil	advanced
Plate8_54738_Skin_GA2_01_27323.mzXML	Skin	advanced
Plate17_54746_Soil_BF3_01_28421.mzXML	Soil	advanced
Plate1_43558_Skin_GB3_01_26127.mzXML	Skin	advanced
Plate13_43562_Soil_GD11_01_27523.mzXML	Soil	advanced
Plate4_60802_Skin_GF10_01_27283.mzXML	Skin	advanced
Plate15_60806_Soil_BD5_01_28137.mzXML	Soil	advanced
Plate15_61006_Soil_BH6_01_28195.mzXML	Soil	advanced
Plate8_61396_Skin_GH11_01_27434.mzXML	Skin	advanced
Plate16_61400_Soil_GE1_01_28270.mzXML	Soil	advanced
Plate3_64492_Skin_GF2_01_26513.mzXML	Skin	active
Plate17_64496_Soil_BG1_01_28433.mzXML	Soil	active
Plate8_61558_Skin_GH8_01_27430.mzXML	Skin	advanced
Plate11_61562_Soil_GE5_01_27651.mzXML	Soil	advanced
Plate2_64654_Skin_GH10_01_26441.mzXML	Skin	active
Plate11_64658_Soil_GF6_01_27666.mzXML	Soil	active
Plate3_64854_Skin_GG10_01_26536.mzXML	Skin	active
Plate12_64858_Soil_GD8_01_28007.mzXML	Soil	active
Plate1_25614_Skin_GE8_01_26267.mzXML	Skin	active
Plate11_25618_Soil_GE6_01_27652.mzXML	Soil	active
Plate5_64312_Skin_GE4_01_26625.mzXML	Skin	advanced
Plate14_64316_Soil_BE8_01_27900.mzXML	Soil	advanced
Plate7_55294_Skin_GB5_01_27032.mzXML	Skin	advanced
Plate17_55298_Soil_BB2_01_28361.mzXML	Soil	advanced
Plate4_65068_Skin_GG11_01_27300.mzXML	Skin	active
Plate14_65072_Soil_BA11_01_27848.mzXML	Soil	active
Plate4_61196_Skin_GG10_01_27297.mzXML	Skin	active
Plate15_61200_Soil_Rerun_BH7_01_28201.mzXML	Soil	active
Plate5_65230_Skin_GH11_01_26677.mzXML	Skin	active
Plate14_65234_Soil_BB10_01_27861.mzXML	Soil	active
Plate2_25522_Skin_GA2_01_26333.mzXML	Skin	active
Plate10_25526_Soil_BB9_01_27731.mzXML	Soil	active
Plate8_25360_Skin_GF8_01_27401.mzXML	Skin	active
Plate10_25364_Soil_BE1_01_27764.mzXML	Soil	active
Plate5_55494_Skin_GB11_01_26588.mzXML	Skin	early
Plate17_55498_Soil_BB9_01_28369.mzXML	Soil	early
Plate3_64098_Skin_GF7_01_26519.mzXML	Skin	early
Plate12_64102_Soil_GH5_01_28057.mzXML	Soil	early
Plate5_61902_Skin_GB1_01_26575.mzXML	Skin	early
Plate17_61906_Soil_BC8_01_28383.mzXML	Soil	early
Plate5_60440_Skin_GE6_01_26627.mzXML	Skin	early
Plate12_60444_Soil_GF1_01_28027.mzXML	Soil	early
Plate5_63774_Skin_GG3_01_26654.mzXML	Skin	active
Plate16_63778_Soil_GA5_01_28217.mzXML	Soil	active
Plate7_45954_Skin_GE5_01_27074.mzXML	Skin	advanced
Plate13_45958_Soil_GE4_01_27529.mzXML	Soil	advanced
Plate1_43972_Skin_GA2_01_26106.mzXML	Skin	advanced
Plate1_44134_Skin_GE4_01_26262.mzXML	Skin	advanced
Plate2_43772_Skin_GB7_01_26353.mzXML	Skin	advanced
Plate10_43976_Soil_BB8_01_27730.mzXML	Soil	advanced
Plate11_44138_Soil_GE8_01_27655.mzXML	Soil	advanced
Plate16_43776_Soil_Rerun_GH4_01_28329.mzXML	Soil	advanced
Plate5_45124_Skin_GA5_01_26564.mzXML	Skin	active
Plate16_45128_Soil_GB4_01_28230.mzXML	Soil	active
Plate13_55080_Soil_GC7_01_27506.mzXML	Soil	advanced
Plate7_54952_Skin_GD5_01_27060.mzXML	Skin	advanced
Plate13_54956_Soil_GC8_01_27507.mzXML	Soil	advanced
Plate13_55100_Soil_GD3_01_27514.mzXML	Soil	advanced
Plate9_61772_Skin_GD5_01_26988.mzXML	Skin	advanced
Plate10_61776_Soil_BH4_01_27810.mzXML	Soil	advanced
Plate1_25938_Skin_GB2_01_26126.mzXML	Skin	advanced
Plate16_25942_Soil_GE5_01_28274.mzXML	Soil	advanced
Plate7_60622_Skin_GB10_01_27038.mzXML	Skin	advanced
Plate12_60626_Soil_GD1_01_27999.mzXML	Soil	advanced
Plate1_43398_Skin_GG3_01_26289.mzXML	Skin	advanced
Plate13_43402_Soil_GB1_01_27485.mzXML	Soil	advanced
Plate7_45644_Skin_GH10_01_27123.mzXML	Skin	advanced
Plate15_45648_Soil_BH1_01_28190.mzXML	Soil	advanced
Plate7_54558_Skin_GG8_01_27107.mzXML	Skin	advanced
Plate18_54566_Soil_GB3_01_28516.mzXML	Soil	advanced
Plate7_45286_Skin_GC1_01_27042.mzXML	Skin	advanced
Plate7_54752_Skin_GF2_01_27085.mzXML	Skin	advanced
Plate17_45294_Soil_BH11_01_28461.mzXML	Soil	advanced
Plate17_54756_Soil_BF2_01_28420.mzXML	Soil	advanced
Plate1_43578_Skin_GF11_01_26284.mzXML	Skin	advanced
Plate13_43582_Soil_GC5_01_27503.mzXML	Soil	advanced
Plate8_61378_Skin_GF9_01_27402.mzXML	Skin	advanced
Plate15_61382_Soil_BD9_01_28142.mzXML	Soil	advanced
Plate7_61578_Skin_GB4_01_27031.mzXML	Skin	advanced
Plate11_61582_Soil_GF8_01_27670.mzXML	Soil	advanced
Plate7_55314_Skin_GH11_01_27124.mzXML	Skin	advanced
Plate15_55318_Soil_BD7_01_28140.mzXML	Soil	advanced
Plate2_25628_Skin_GB6_01_26352.mzXML	Skin	active
Plate11_25632_Soil_GB6_01_27610.mzXML	Soil	active
Plate4_61216_Skin_GG5_01_27291.mzXML	Skin	advanced
Plate15_61220_Soil_BE6_01_28152.mzXML	Soil	advanced
Plate3_64674_Skin_GE3_01_26499.mzXML	Skin	active
Plate11_64678_Soil_GD1_01_27633.mzXML	Soil	active
Plate4_64294_Skin_GH1_01_27301.mzXML	Skin	advanced
Plate14_64298_Soil_BD2_01_27879.mzXML	Soil	advanced
Plate3_64868_Skin_GB10_01_26470.mzXML	Skin	active
Plate12_64872_Soil_GH7_01_28060.mzXML	Soil	active
Plate3_64474_Skin_GB1_01_26461.mzXML	Skin	active
Plate18_64478_Soil_GB11_01_28525.mzXML	Soil	active
Plate4_65050_Skin_GB3_01_27218.mzXML	Skin	active
Plate15_65054_Soil_BA7_01_28098.mzXML	Soil	active
Plate4_60822_Skin_GH4_01_27304.mzXML	Skin	advanced
Plate14_60826_Soil_BB7_01_27858.mzXML	Soil	advanced
Plate16_61020_Soil_GD10_01_28266.mzXML	Soil	advanced
Plate8_25542_Skin_GG5_01_27411.mzXML	Skin	active
Plate10_25546_Soil_BA11_01_27719.mzXML	Soil	active
Plate9_25342_Skin_GD4_01_26987.mzXML	Skin	active
Plate10_25346_Soil_BE9_01_27774.mzXML	Soil	active
Plate5_65250_Skin_GD5_01_26609.mzXML	Skin	active
Plate14_65254_Soil_BA3_01_27839.mzXML	Soil	active
Plate3_60460_Skin_GH9_01_26547.mzXML	Skin	early
Plate18_60464_Soil_GE6_01_28561.mzXML	Soil	early
Plate2_64112_Skin_GH3_01_26433.mzXML	Skin	early
Plate11_64116_Soil_GG10_01_27686.mzXML	Soil	early
Plate6_63788_Skin_GH3_01_26881.mzXML	Skin	active
Plate12_63792_Soil_GE6_01_28018.mzXML	Soil	active
Plate3_61916_Skin_GH2_01_26540.mzXML	Skin	early
Plate17_61920_Soil_BD7_01_28397.mzXML	Soil	early
Plate3_55508_Skin_GH4_01_26542.mzXML	Skin	early
Plate18_55512_Soil_GC2_01_28529.mzXML	Soil	early
Plate6_45106_Skin_GF5_01_26783.mzXML	Skin	active
Plate16_45110_Soil_GA3_01_28215.mzXML	Soil	active
Plate7_45664_Skin_GB9_01_27037.mzXML	Skin	advanced
Plate12_45668_Soil_GA6_01_27965.mzXML	Soil	advanced
Plate6_45464_Skin_GF7_01_26786.mzXML	Skin	advanced
Plate13_45468_Soil_GC11_01_27510.mzXML	Soil	advanced
Plate1_44154_Skin_GE2_01_26260.mzXML	Skin	advanced
Plate2_43792_Skin_GD1_01_26373.mzXML	Skin	advanced
Plate2_43954_Skin_GA3_01_26334.mzXML	Skin	advanced
Plate16_43796_Soil_GG7_01_28306.mzXML	Soil	advanced
Plate16_44158_Soil_GH10_01_28323.mzXML	Soil	advanced
Plate17_43958_Soil_BA5_01_28350.mzXML	Soil	advanced
Plate6_54934_Skin_GE8_01_26771.mzXML	Skin	advanced
Plate16_55082_Soil_GC5_01_28245.mzXML	Soil	advanced
Plate11_55102_Soil_GH10_01_27701.mzXML	Soil	advanced
Plate12_54938_Soil_GA7_01_27966.mzXML	Soil	advanced
Plate7_54572_Skin_GA11_01_27025.mzXML	Skin	advanced
Plate17_54580_Soil_BG11_01_28447.mzXML	Soil	advanced
Plate7_54772_Skin_GG10_01_27109.mzXML	Skin	advanced
Plate8_45306_Skin_GA11_01_27333.mzXML	Skin	advanced
Plate18_45314_Soil_GD3_01_28544.mzXML	Soil	advanced
Plate18_54780_Soil_GD1_01_28542.mzXML	Soil	advanced
Plate2_25952_Skin_GB8_01_26354.mzXML	Skin	advanced
Plate13_25956_Soil_GE11_01_27537.mzXML	Soil	advanced
Plate1_43412_Skin_GH1_01_26301.mzXML	Skin	advanced
Plate13_43416_Soil_GG5_01_27558.mzXML	Soil	advanced
Plate7_60642_Skin_GA7_01_27021.mzXML	Skin	advanced
Plate11_60646_Soil_GC5_01_27623.mzXML	Soil	advanced
Plate2_43592_Skin_GD2_01_26374.mzXML	Skin	advanced
Plate16_43596_Soil_GH11_01_28324.mzXML	Soil	advanced
Plate6_61398_Skin_Rerun_GC10_01_26897.mzXML	Skin	advanced
Plate15_61402_Soil_BA9_01_28100.mzXML	Soil	advanced
Plate6_61592_Skin_GD3_01_26748.mzXML	Skin	advanced
Plate15_61596_Soil_BF9_01_28170.mzXML	Soil	advanced
Plate9_61792_Skin_GB5_01_26956.mzXML	Skin	advanced
Plate15_61796_Soil_BE11_01_28158.mzXML	Soil	advanced
Plate2_25648_Skin_GA6_01_26337.mzXML	Skin	active
Plate10_25652_Soil_BG10_01_27803.mzXML	Soil	active
Plate3_64888_Skin_GE1_01_26497.mzXML	Skin	active
Plate12_64892_Soil_GA2_01_27960.mzXML	Soil	active
Plate3_64494_Skin_GA3_01_26450.mzXML	Skin	active
Plate17_64498_Soil_BC4_01_28378.mzXML	Soil	active
Plate6_55328_Skin_GG7_01_26872.mzXML	Skin	advanced
Plate16_55332_Soil_GE4_01_28273.mzXML	Soil	advanced
Plate3_64688_Skin_GD3_01_26487.mzXML	Skin	active
Plate11_64692_Soil_GE11_01_27658.mzXML	Soil	active
Plate4_64314_Skin_GC10_01_27241.mzXML	Skin	advanced
Plate14_64318_Soil_BA6_01_27842.mzXML	Soil	advanced
Plate8_25556_Skin_GF10_01_27403.mzXML	Skin	active
Plate10_25560_Soil_BD11_01_27761.mzXML	Soil	active
Plate4_61036_Skin_GD4_01_27248.mzXML	Skin	advanced
Plate5_60836_Skin_GA10_01_26571.mzXML	Skin	advanced
Plate14_60840_Soil_BC5_01_27868.mzXML	Soil	advanced
Plate14_61040_Soil_BC9_01_27873.mzXML	Soil	advanced
Plate7_65070_Skin_GB6_01_27033.mzXML	Skin	active
Plate16_65074_Soil_GB2_01_28228.mzXML	Soil	active
Plate5_61198_Skin_GD11_01_26616.mzXML	Skin	advanced
Plate14_61202_Soil_BH6_01_27940.mzXML	Soil	advanced
Plate4_60442_Skin_GH11_01_27312.mzXML	Skin	early
Plate12_60446_Soil_GD6_01_28004.mzXML	Soil	early
Plate9_25362_Skin_GE2_01_27000.mzXML	Skin	active
Plate10_25366_Soil_BB6_01_27727.mzXML	Soil	active
Plate6_63608_Skin_GG4_01_26869.mzXML	Skin	active
Plate16_63612_Soil_GC6_01_28246.mzXML	Soil	active
Plate7_63808_Skin_GC10_01_27052.mzXML	Skin	active
Plate14_63812_Soil_BE10_01_27902.mzXML	Soil	active
Plate3_64132_Skin_GC1_01_26473.mzXML	Skin	early
Plate10_64136_Soil_BC6_01_27741.mzXML	Soil	early
Plate3_61936_Skin_GE9_01_26505.mzXML	Skin	early
Plate12_61940_Soil_GC10_01_27995.mzXML	Soil	early
Plate5_55528_Skin_GC9_01_26600.mzXML	Skin	early
Plate12_55532_Soil_GF6_01_28031.mzXML	Soil	early
Plate5_45126_Skin_GD2_01_26606.mzXML	Skin	advanced
Plate16_45130_Soil_GC1_01_28241.mzXML	Soil	advanced
Plate7_54600_Skin_GG9_01_27108.mzXML	Skin	advanced
Plate11_54592_Soil_GF4_01_27664.mzXML	Soil	advanced
Plate7_45320_Skin_GC9_01_27051.mzXML	Skin	advanced
Plate7_54754_Skin_GC5_01_27046.mzXML	Skin	advanced
Plate17_45328_Soil_BE10_01_28415.mzXML	Soil	advanced
Plate17_54762_Soil_BB10_01_28371.mzXML	Soil	advanced
Plate8_45484_Skin_Rerun_GC5_01_27439.mzXML	Skin	advanced
Plate13_45488_Soil_GE2_01_27527.mzXML	Soil	advanced
Plate8_45646_Skin_GC9_01_27360.mzXML	Skin	advanced
Plate12_45650_Soil_GF10_01_28036.mzXML	Soil	advanced
Plate7_54954_Skin_GC3_01_27044.mzXML	Skin	advanced
Plate16_55116_Soil_GE10_01_28280.mzXML	Soil	advanced
Plate16_54958_Soil_GF1_01_28285.mzXML	Soil	advanced
Plate13_55136_Soil_GB8_01_27493.mzXML	Soil	advanced
Plate8_60656_Skin_GA8_01_27330.mzXML	Skin	advanced
Plate12_60660_Soil_GA9_01_27968.mzXML	Soil	advanced
Plate1_43432_Skin_GA1_01_26113.mzXML	Skin	advanced
Plate13_43436_Soil_GG3_01_27556.mzXML	Soil	advanced
Plate9_61412_Skin_GC10_01_26979.mzXML	Skin	advanced
Plate16_61416_Soil_GD9_01_28265.mzXML	Soil	advanced
Plate2_43612_Skin_GA4_01_26335.mzXML	Skin	advanced
Plate16_43616_Soil_Rerun_GH2_01_28328.mzXML	Soil	advanced
Plate8_43974_Skin_GF3_01_27395.mzXML	Skin	advanced
Plate9_43774_Skin_GC11_01_26980.mzXML	Skin	advanced
Plate9_44168_Skin_GD10_01_26995.mzXML	Skin	advanced
Plate10_43778_Soil_BD2_01_27751.mzXML	Soil	advanced
Plate10_44172_Soil_BH2_01_27808.mzXML	Soil	advanced
Plate11_43978_Soil_GC1_01_27619.mzXML	Soil	advanced
Plate6_61612_Skin_GG6_01_26871.mzXML	Skin	advanced
Plate16_61616_Soil_GA8_01_28221.mzXML	Soil	advanced
Plate2_25972_Skin_GC4_01_26362.mzXML	Skin	advanced
Plate13_25976_Soil_GD8_01_27520.mzXML	Soil	advanced
Plate8_25630_Skin_GF5_01_27397.mzXML	Skin	active
Plate10_25634_Soil_BG9_01_27802.mzXML	Soil	active
Plate5_60856_Skin_GE5_01_26626.mzXML	Skin	advanced
Plate5_61018_Skin_GA6_01_26566.mzXML	Skin	advanced
Plate14_61022_Soil_BF3_01_27908.mzXML	Soil	advanced
Plate15_60860_Soil_BG9_01_28184.mzXML	Soil	advanced
Plate7_55348_Skin_GE10_01_27080.mzXML	Skin	advanced
Plate15_55352_Soil_BG7_01_28182.mzXML	Soil	advanced
Plate9_25576_Skin_GD2_01_26985.mzXML	Skin	active
Plate13_25580_Soil_GE10_01_27536.mzXML	Soil	active
Plate5_64328_Skin_GC8_01_26599.mzXML	Skin	advanced
Plate14_64332_Soil_BH9_01_27944.mzXML	Soil	advanced
Plate9_61774_Skin_GC9_01_26978.mzXML	Skin	advanced
Plate15_61778_Soil_BC6_01_28124.mzXML	Soil	advanced
Plate3_64508_Skin_GB9_01_26469.mzXML	Skin	active
Plate3_64708_Skin_GC11_01_26483.mzXML	Skin	active
Plate13_64712_Soil_GA5_01_27475.mzXML	Soil	active
Plate17_64512_Soil_BE5_01_28408.mzXML	Soil	active
Plate6_65084_Skin_GF4_01_26782.mzXML	Skin	active
Plate14_65088_Soil_BH11_01_27946.mzXML	Soil	active
Plate3_64870_Skin_GA6_01_26453.mzXML	Skin	active
Plate17_64874_Soil_BC10_01_28385.mzXML	Soil	active
Plate5_63790_Skin_GB2_01_26576.mzXML	Skin	active
Plate15_63794_Soil_BA8_01_28099.mzXML	Soil	active
Plate5_63628_Skin_GH6_01_26671.mzXML	Skin	active
Plate14_63632_Soil_BH4_01_27938.mzXML	Soil	active
Plate8_60462_Skin_GH4_01_27425.mzXML	Skin	early
Plate17_60466_Soil_BH4_01_28452.mzXML	Soil	early
Plate9_25376_Skin_Rerun_GA4_01_27002.mzXML	Skin	active
