filename	SampleType	Mouse_group	Bacteria	BodyPart	Bacteria_Family	Bacteria_Order	Bacteria_Class	Bacteria_Phyllum
Lactobacillus_gasseri_MV-22_CO-1.mzML	Mus musculus	monocolonized	Lactobacillus gasseri MV-22	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_gasseri_MV-22_CO-2.mzML	Mus musculus	monocolonized	Lactobacillus gasseri MV-22	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_gasseri_MV-22_CO-3.mzML	Mus musculus	monocolonized	Lactobacillus gasseri MV-22	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_gasseri_MV-22_SI-1.mzML	Mus musculus	monocolonized	Lactobacillus gasseri MV-22	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_gasseri_MV-22_SI-2.mzML	Mus musculus	monocolonized	Lactobacillus gasseri MV-22	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_gasseri_MV-22_SI-3.mzML	Mus musculus	monocolonized	Lactobacillus gasseri MV-22	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_Johnsonii_CO-1.mzML	Mus musculus	monocolonized	Lactobacillus Johnsonii	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_Johnsonii_CO-2.mzML	Mus musculus	monocolonized	Lactobacillus Johnsonii	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_Johnsonii_CO-3.mzML	Mus musculus	monocolonized	Lactobacillus Johnsonii	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_Johnsonii_SI-1.mzML	Mus musculus	monocolonized	Lactobacillus Johnsonii	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_Johnsonii_SI-2.mzML	Mus musculus	monocolonized	Lactobacillus Johnsonii	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_Johnsonii_SI-3.mzML	Mus musculus	monocolonized	Lactobacillus Johnsonii	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_plantarum_ATCC_BAA793_CO-1.mzML	Mus musculus	monocolonized	Lactobacillus plantarum ATCC BAA793	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_plantarum_ATCC_BAA793_CO-2.mzML	Mus musculus	monocolonized	Lactobacillus plantarum ATCC BAA793	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_plantarum_ATCC_BAA793_SI-1.mzML	Mus musculus	monocolonized	Lactobacillus plantarum ATCC BAA793	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_plantarum_ATCC_BAA793_SI-2.mzML	Mus musculus	monocolonized	Lactobacillus plantarum ATCC BAA793	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_reuteri_CF48-3A_CO-1.mzML	Mus musculus	monocolonized	Lactobacillus reuteri CF48-3A	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_reuteri_CF48-3A_CO-2.mzML	Mus musculus	monocolonized	Lactobacillus reuteri CF48-3A	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_reuteri_CF48-3A_CO-3.mzML	Mus musculus	monocolonized	Lactobacillus reuteri CF48-3A	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_reuteri_CF48-3A_SI-1.mzML	Mus musculus	monocolonized	Lactobacillus reuteri CF48-3A	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_reuteri_CF48-3A_SI-2.mzML	Mus musculus	monocolonized	Lactobacillus reuteri CF48-3A	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_reuteri_CF48-3A_SI-3.mzML	Mus musculus	monocolonized	Lactobacillus reuteri CF48-3A	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_rhamnosus_ATCC_8530_CO-1.mzML	Mus musculus	monocolonized	Lactobacillus rhamnosus ATCC 8530	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_rhamnosus_ATCC_8530_CO-2.mzML	Mus musculus	monocolonized	Lactobacillus rhamnosus ATCC 8530	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_rhamnosus_ATCC_8530_SI-1.mzML	Mus musculus	monocolonized	Lactobacillus rhamnosus ATCC 8530	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_rhamnosus_ATCC_8530_SI-2.mzML	Mus musculus	monocolonized	Lactobacillus rhamnosus ATCC 8530	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Neisseria_mucosa_strain_C102_CO-1.mzML	Mus musculus	monocolonized	Neisseria mucosa strain C102	colon	Neisseriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota
Neisseria_mucosa_strain_C102_CO-2.mzML	Mus musculus	monocolonized	Neisseria mucosa strain C102	colon	Neisseriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota
Neisseria_mucosa_strain_C102_CO-3.mzML	Mus musculus	monocolonized	Neisseria mucosa strain C102	colon	Neisseriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota
Neisseria_mucosa_strain_C102_SI-1.mzML	Mus musculus	monocolonized	Neisseria mucosa strain C102	small intestine	Neisseriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota
Neisseria_mucosa_strain_C102_SI-2.mzML	Mus musculus	monocolonized	Neisseria mucosa strain C102	small intestine	Neisseriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota
Neisseria_mucosa_strain_C102_SI-3.mzML	Mus musculus	monocolonized	Neisseria mucosa strain C102	small intestine	Neisseriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota
Parabacteroides_Distasonas_CLO3T12C09_CO-1.mzML	Mus musculus	monocolonized	Parabacteroides Distasonas CLO3T12C09	colon	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_Distasonas_CLO3T12C09_CO-2.mzML	Mus musculus	monocolonized	Parabacteroides Distasonas CLO3T12C09	colon	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_Distasonas_CLO3T12C09_CO-3.mzML	Mus musculus	monocolonized	Parabacteroides Distasonas CLO3T12C09	colon	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_Distasonas_CLO3T12C09_SI-1.mzML	Mus musculus	monocolonized	Parabacteroides Distasonas CLO3T12C09	small intestine	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_Distasonas_CLO3T12C09_SI-2.mzML	Mus musculus	monocolonized	Parabacteroides Distasonas CLO3T12C09	small intestine	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_Distasonas_CLO3T12C09_SI-3.mzML	Mus musculus	monocolonized	Parabacteroides Distasonas CLO3T12C09	small intestine	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_goldsteinii_CLO2T12C30_CO-1.mzML	Mus musculus	monocolonized	Parabacteroides goldsteinii CLO2T12C30	colon	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_goldsteinii_CLO2T12C30_CO-2.mzML	Mus musculus	monocolonized	Parabacteroides goldsteinii CLO2T12C30	colon	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_goldsteinii_CLO2T12C30_CO-3.mzML	Mus musculus	monocolonized	Parabacteroides goldsteinii CLO2T12C30	colon	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_goldsteinii_CLO2T12C30_SI-1.mzML	Mus musculus	monocolonized	Parabacteroides goldsteinii CLO2T12C30	small intestine	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_goldsteinii_CLO2T12C30_SI-2.mzML	Mus musculus	monocolonized	Parabacteroides goldsteinii CLO2T12C30	small intestine	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_goldsteinii_CLO2T12C30_SI-3.mzML	Mus musculus	monocolonized	Parabacteroides goldsteinii CLO2T12C30	small intestine	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_merdae_CL03T12C32_CO-1.mzML	Mus musculus	monocolonized	Parabacteroides merdae CL03T12C32	colon	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_merdae_CL03T12C32_CO-2.mzML	Mus musculus	monocolonized	Parabacteroides merdae CL03T12C32	colon	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_merdae_CL03T12C32_CO-3.mzML	Mus musculus	monocolonized	Parabacteroides merdae CL03T12C32	colon	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_merdae_CL03T12C32_SI-1.mzML	Mus musculus	monocolonized	Parabacteroides merdae CL03T12C32	small intestine	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_merdae_CL03T12C32_SI-2.mzML	Mus musculus	monocolonized	Parabacteroides merdae CL03T12C32	small intestine	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Parabacteroides_merdae_CL03T12C32_SI-3.mzML	Mus musculus	monocolonized	Parabacteroides merdae CL03T12C32	small intestine	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_clara_DSM_19731_CO-1.mzML	Mus musculus	monocolonized	Paraprevotella clara DSM 19731	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_clara_DSM_19731_CO-2.mzML	Mus musculus	monocolonized	Paraprevotella clara DSM 19731	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_clara_DSM_19731_CO-3.mzML	Mus musculus	monocolonized	Paraprevotella clara DSM 19731	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_clara_DSM_19731_SI-1.mzML	Mus musculus	monocolonized	Paraprevotella clara DSM 19731	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_clara_DSM_19731_SI-2.mzML	Mus musculus	monocolonized	Paraprevotella clara DSM 19731	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_clara_DSM_19731_SI-3.mzML	Mus musculus	monocolonized	Paraprevotella clara DSM 19731	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_xylaniphila_DSM_19681_CO-1.mzML	Mus musculus	monocolonized	Paraprevotella xylaniphila DSM 19681	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_xylaniphila_DSM_19681_CO-2.mzML	Mus musculus	monocolonized	Paraprevotella xylaniphila DSM 19681	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_xylaniphila_DSM_19681_CO-3.mzML	Mus musculus	monocolonized	Paraprevotella xylaniphila DSM 19681	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_xylaniphila_DSM_19681_SI-1.mzML	Mus musculus	monocolonized	Paraprevotella xylaniphila DSM 19681	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_xylaniphila_DSM_19681_SI-2.mzML	Mus musculus	monocolonized	Paraprevotella xylaniphila DSM 19681	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Paraprevotella_xylaniphila_DSM_19681_SI-3.mzML	Mus musculus	monocolonized	Paraprevotella xylaniphila DSM 19681	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Peptostreptococcus_magnus_AO29_CO-1.mzML	Mus musculus	monocolonized	Peptostreptococcus magnus AO29	colon	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota
Peptostreptococcus_magnus_AO29_CO-2.mzML	Mus musculus	monocolonized	Peptostreptococcus magnus AO29	colon	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota
Peptostreptococcus_magnus_AO29_CO-3.mzML	Mus musculus	monocolonized	Peptostreptococcus magnus AO29	colon	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota
Peptostreptococcus_magnus_AO29_SI-1.mzML	Mus musculus	monocolonized	Peptostreptococcus magnus AO29	small intestine	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota
Peptostreptococcus_magnus_AO29_SI-2.mzML	Mus musculus	monocolonized	Peptostreptococcus magnus AO29	small intestine	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota
Peptostreptococcus_magnus_AO29_SI-3.mzML	Mus musculus	monocolonized	Peptostreptococcus magnus AO29	small intestine	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota
Prevotella_bivia_AO2_CO-1.mzML	Mus musculus	monocolonized	Prevotella bivia AO2	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_bivia_AO2_CO-2.mzML	Mus musculus	monocolonized	Prevotella bivia AO2	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_bivia_AO2_CO-3.mzML	Mus musculus	monocolonized	Prevotella bivia AO2	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_bivia_AO2_SI-1.mzML	Mus musculus	monocolonized	Prevotella bivia AO2	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_bivia_AO2_SI-2.mzML	Mus musculus	monocolonized	Prevotella bivia AO2	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_bivia_AO2_SI-3.mzML	Mus musculus	monocolonized	Prevotella bivia AO2	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_buccae_AO21_CO-1.mzML	Mus musculus	monocolonized	Prevotella buccae AO21	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_buccae_AO21_CO-2.mzML	Mus musculus	monocolonized	Prevotella buccae AO21	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_buccae_AO21_CO-3.mzML	Mus musculus	monocolonized	Prevotella buccae AO21	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_buccae_AO21_SI-1.mzML	Mus musculus	monocolonized	Prevotella buccae AO21	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_buccae_AO21_SI-2.mzML	Mus musculus	monocolonized	Prevotella buccae AO21	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_buccae_AO21_SI-3.mzML	Mus musculus	monocolonized	Prevotella buccae AO21	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_copri_DSM_18205_CO-1.mzML	Mus musculus	monocolonized	Prevotella copri DSM 18205	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_copri_DSM_18205_CO-2.mzML	Mus musculus	monocolonized	Prevotella copri DSM 18205	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_copri_DSM_18205_CO-3.mzML	Mus musculus	monocolonized	Prevotella copri DSM 18205	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_copri_DSM_18205_SI-1.mzML	Mus musculus	monocolonized	Prevotella copri DSM 18205	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_copri_DSM_18205_SI-2.mzML	Mus musculus	monocolonized	Prevotella copri DSM 18205	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_copri_DSM_18205_SI-3.mzML	Mus musculus	monocolonized	Prevotella copri DSM 18205	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_disiens_AO22_CO-1.mzML	Mus musculus	monocolonized	Prevotella disiens AO22	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_disiens_AO22_CO-2.mzML	Mus musculus	monocolonized	Prevotella disiens AO22	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_disiens_AO22_CO-3.mzML	Mus musculus	monocolonized	Prevotella disiens AO22	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_disiens_AO22_SI-1.mzML	Mus musculus	monocolonized	Prevotella disiens AO22	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_disiens_AO22_SI-2.mzML	Mus musculus	monocolonized	Prevotella disiens AO22	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_disiens_AO22_SI-3.mzML	Mus musculus	monocolonized	Prevotella disiens AO22	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_stercorea_DSM_18206_CO-1.mzML	Mus musculus	monocolonized	Prevotella stercorea DSM 18206	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_stercorea_DSM_18206_CO-2.mzML	Mus musculus	monocolonized	Prevotella stercorea DSM 18206	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_stercorea_DSM_18206_CO-3.mzML	Mus musculus	monocolonized	Prevotella stercorea DSM 18206	colon	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_stercorea_DSM_18206_SI-1.mzML	Mus musculus	monocolonized	Prevotella stercorea DSM 18206	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_stercorea_DSM_18206_SI-2.mzML	Mus musculus	monocolonized	Prevotella stercorea DSM 18206	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Prevotella_stercorea_DSM_18206_SI-3.mzML	Mus musculus	monocolonized	Prevotella stercorea DSM 18206	small intestine	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota
Ruminococcus_gnavus_ATCC29149_CO-1.mzML	Mus musculus	monocolonized	Ruminococcus gnavus ATCC29149	colon	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Ruminococcus_gnavus_ATCC29149_CO-2.mzML	Mus musculus	monocolonized	Ruminococcus gnavus ATCC29149	colon	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Ruminococcus_gnavus_ATCC29149_CO-3.mzML	Mus musculus	monocolonized	Ruminococcus gnavus ATCC29149	colon	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Ruminococcus_gnavus_ATCC29149_SI-1.mzML	Mus musculus	monocolonized	Ruminococcus gnavus ATCC29149	small intestine	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Ruminococcus_gnavus_ATCC29149_SI-2.mzML	Mus musculus	monocolonized	Ruminococcus gnavus ATCC29149	small intestine	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Ruminococcus_gnavus_ATCC29149_SI-3.mzML	Mus musculus	monocolonized	Ruminococcus gnavus ATCC29149	small intestine	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Streptococcus_mitis_bv2_F0392_CO-1.mzML	Mus musculus	monocolonized	Streptococcus mitis bv2 F0392	colon	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
Streptococcus_mitis_bv2_F0392_CO-2.mzML	Mus musculus	monocolonized	Streptococcus mitis bv2 F0392	colon	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
Streptococcus_mitis_bv2_F0392_CO-3.mzML	Mus musculus	monocolonized	Streptococcus mitis bv2 F0392	colon	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
Streptococcus_mitis_bv2_F0392_SI-1.mzML	Mus musculus	monocolonized	Streptococcus mitis bv2 F0392	small intestine	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
Streptococcus_mitis_bv2_F0392_SI-2.mzML	Mus musculus	monocolonized	Streptococcus mitis bv2 F0392	small intestine	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
Streptococcus_mitis_bv2_F0392_SI-3.mzML	Mus musculus	monocolonized	Streptococcus mitis bv2 F0392	small intestine	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
QC_Mix_PlateA_01.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
QC_Mix_PlateA_02.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
QC_Mix_PlateA_03_End_of_Plate.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
QC_Mix_PlateB_01.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
QC_Mix_PlateB_02.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
QC_Mix_PlateB_03_End_of_Plate.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
QC_Mix_PlateC_01.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
QC_Mix_PlateC_02.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
QC_Mix_PlateC_03_End_of_Plate.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
QC_Mix_PlateD_01.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
QC_Mix_PlateD_02.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
QC_Mix_PlateD_03_End_of_Plate.mzML	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC	Blank_QC
SFB_CO-1.mzML	Mus musculus	SFB	SFB	colon	SFB	SFB	SFB	SFB
SFB_CO-2.mzML	Mus musculus	SFB	SFB	colon	SFB	SFB	SFB	SFB
SFB_CO-3.mzML	Mus musculus	SFB	SFB	colon	SFB	SFB	SFB	SFB
SFB_SI-1.mzML	Mus musculus	SFB	SFB	small intestine	SFB	SFB	SFB	SFB
SFB_SI-2.mzML	Mus musculus	SFB	SFB	small intestine	SFB	SFB	SFB	SFB
SFB_SI-3.mzML	Mus musculus	SFB	SFB	small intestine	SFB	SFB	SFB	SFB
SPF_CO-1.mzML	Mus musculus	SPF	SPF	colon	SPF	SPF	SPF	SPF
SPF_CO-2.mzML	Mus musculus	SPF	SPF	colon	SPF	SPF	SPF	SPF
SPF_CO-3.mzML	Mus musculus	SPF	SPF	colon	SPF	SPF	SPF	SPF
SPF_CO-4.mzML	Mus musculus	SPF	SPF	colon	SPF	SPF	SPF	SPF
SPF_CO-5.mzML	Mus musculus	SPF	SPF	colon	SPF	SPF	SPF	SPF
SPF_CO-6.mzML	Mus musculus	SPF	SPF	colon	SPF	SPF	SPF	SPF
SPF_SI-1.mzML	Mus musculus	SPF	SPF	small intestine	SPF	SPF	SPF	SPF
SPF_SI-2.mzML	Mus musculus	SPF	SPF	small intestine	SPF	SPF	SPF	SPF
SPF_SI-3.mzML	Mus musculus	SPF	SPF	small intestine	SPF	SPF	SPF	SPF
SPF_SI-4.mzML	Mus musculus	SPF	SPF	small intestine	SPF	SPF	SPF	SPF
SPF_SI-5.mzML	Mus musculus	SPF	SPF	small intestine	SPF	SPF	SPF	SPF
SPF_SI-6.mzML	Mus musculus	SPF	SPF	small intestine	SPF	SPF	SPF	SPF
