ATTRIBUTE_antibiotics_YN	filename	MS_718	MS_614	MS_1557	MS_3957	MS_4136	MS_485	MS_4039	MS_9983	MS_840	MS_15981	MS_13814	MS_10645	MS_30185	MS_23517	MS_29852	MS_23461	MS_30388	MS_30838	MS_28632	MS_30065	MS_23805	MS_25563	MS_29013	MS_27931	MS_28897	MS_29738	MS_23556	MS_30215	MS_24526	MS_26131	MS_22498	MS_28514	MS_25616	MS_29459	MS_26934	MS_30091	MS_29005	MS_24489	MS_23873	MS_23840	MS_28750	MS_28944	MS_29727	MS_30179	MS_28483	MS_29435	MS_30085	MS_26700	MS_27625	MS_29509	MS_27861
-	compound	Putrescine-C2:0	Histamine-C2:0	Cadaverine-C3:0	Valine-C2:0	Cadaverine-C5:0	Spermidine-C2:0	Methionine-C2:0	Phenylalanine-C2:0	3-methylhistidine-C2:0	Leucine-C5:0	Phenylalanine-C4:0	Tyrosine-C5:0	Amylamine-C16:0	Asparagine-C14:0	Amylamine-C18:2	Putrescine-C18:2	Amylamine-C18:1	Amylamine-C18:0	Valine-C16:0	2-phenethylamine-C16:0	Spermidine-C16:1	Spermidine-C16:0	Leucine-C16:0	Valine-C18:2	Valine-C18:1	2-phenethylamine-C18:2	Lysine-C16:0	2-phenethylamine-C18:1	Spermidine-C18:2	Spermidine-C18:1	Spermidine-C18:1	Leucine-C18:2	Aspartic acid-C18:2	Leucine-C18:1	Aspartic acid-C18:1	Leucine-C18:0	Phenylalanine-C16:0	Lysine-C18:1	Lysine-C18:1	Arginine-C16:0	Methionine-C18:1	Leucine-C20:3	Leucine-C20:2	Leucine-C20:1	Phenylalanine-C18:2	Phenylalanine-C18:1	Phenylalanine-C18:0	Tyrosine-C18:2	Tyrosine-C18:1	Phenylalanine-C20:3	Tryptophan-C18:2
No	SS21_RB9_01_7329	899.5377	0	182.50716	51.519806	35.790634	85.10497	47.286198	0	78.314926	0	0	0	0	0	0	7.28443	0	0	0	0	0	0	33.52962	2.5978155	6.4783545	0	21.176546	0	22.597712	30.18238	0	0	0	7.987354	0	0	0	16.637924	16.637924	4.5556726	34.922775	0	0	0	0	16.249584	8.3325615	13.383472	10.385308	0	2.7557483
No	SS17_RB5_01_7325	108.65257	0	0	61.145752	0	92.92125	57.300453	40.516605	286.005	0	0	0	0	0	0	0	0	0	0	0	0	0	31.602404	19.02032	47.67091	0	16.558054	0	2.511589	0	0	57.751648	0	128.2525	0	0	37.03568	31.522995	31.522995	22.038155	17.724663	0	0	0	67.19764	132.55156	35.89065	7.623479	21.2077	0	23.129179
No	SS31_RC7_01_7340	0	0	0	0	0	18.41931	104.995636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.722231	0	0	0	7.7387896	0	8.063438	0	0	0	0	7.3407145	0	0	0	12.00513	12.00513	0	0	0	0	0	0	0	2.3850489	0	0	0	0
No	SS46_RD10_01_7357	89.41246	0	26.212898	0	40.38038	31.600895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.861618	0	14.040449	0	15.219758	0	0	0	0	0	0	61.87985	0	0	0	11.960377	11.960377	11.933709	6.1897197	0	0	0	0	22.158041	3.7423077	0	4.856653	0	3.5937653
No	SS37_RD1_01_7347	0	28.904476	0	0	0	27.76297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.606514	0	6.679654	0	7.2620173	0	19.931997	0	0	0	0	0	0	17.823742	0	0	0	19.635363	0	0	17.748022	0	0	0	0	4.0648103	2.9697723	0	0	0	0
No	SS20_RB8_01_7328	29.149672	0	0	0	0	17.890379	0	0	55.373127	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7821107	0	0	0	11.470647	0	0	0	0	0	0	5.448321	0	0	0	8.261505	8.261505	2.6462235	2.8091764	0	0	0	0	0	2.5480556	0	0	0	0
No	SS16_RB4_01_7324	0	224.16574	2.8482952	0	6.2928705	26.948563	58.516544	0	113.225716	0	0	0	0	0	0	0	0	0	0	0	0	0	119.14079	10.596047	32.123745	0	44.01773	0	2.810669	0	0	89.16613	0	205.48721	0	82.647446	63.79741	89.239876	89.239876	32.524643	35.950943	0	0	0	57.152866	122.65933	50.41633	20.96374	49.20243	2.511589	23.419558
No	SS15_RB3_01_7323	27.005762	85.09777	0	0	0	35.610126	37.730198	0	166.56902	0	0	0	0	0	0	0	0	0	0	0	0	0	105.93805	41.544174	59.95852	0	32.25302	0	6.8984566	0	0	158.78838	0	285.20364	0	28.076548	32.814484	48.85444	48.85444	23.790665	26.221378	0	0	0	68.09682	97.35652	11.597727	20.22411	48.462456	0	28.28112
No	SS38_RD2_01_7348	28.73734	33.901867	0	0	3.9037247	59.00921	0	0	1185.6761	0	0	0	0	0	0	2.8919983	8.975781	0	0	0	0	0	142.67151	10.19222	25.461445	0	64.15017	0	16.66104	34.79059	0	30.853321	0	145.2616	0	67.91811	40.101406	73.14899	53.464622	22.31225	48.14576	0	0	0	27.502106	54.570312	25.374445	5.525093	17.406134	0	9.630847
No	SS5_RA5_01_7309	0	0	0	18.872309	3.6135168	20.182898	180.66586	0	56.707836	0	0	0	0	0	0	0	0	0	0	0	162.85622	596.7359	28.000154	3.0296717	15.4337635	0	57.85675	0	222.64781	710.327	0	0	0	48.852882	0	0	0	92.89128	92.89128	218.51826	28.630442	0	0	0	0	28.007107	4.131382	13.266829	2.6403022	0	3.8460503
No	SS2_RA2_01_7306	18.92896	0	10.656043	32.341465	2.496827	49.220795	537.25287	0	65.672485	0	0	0	0	0	0	0	0	0	0	0	179.5233	942.07635	32.217686	7.8259077	6.2351255	0	128.89737	0	378.08264	820.3381	0	0	0	31.919476	0	42.037075	0	128.49776	140.49182	514.85535	40.970062	0	0	0	0	9.558477	19.028122	8.125002	3.3715725	0	8.688208
No	SS45_RD9_01_7356	78.281235	0	0	90.45966	0	8.644484	337.08682	0	257.20255	0	0	69.654884	0	0	0	0	0	0	0	0	0	0	39.024395	0	0	0	15.059689	0	3.8412595	0	0	0	0	6.6783233	0	0	0	17.777382	17.777382	38.361584	0	0	0	0	0	5.207632	0	0	2.58317	0	0
No	SS25_RC1_01_7334	0	0	5.9595666	42.186344	0	29.557121	366.45636	0	116.123695	0	0	0	0	0	0	0	0	0	0	0	177.60771	741.46704	189.26997	39.088394	41.879684	0	105.126785	0	202.90833	525.3287	0	35.194275	0	178.0559	0	53.27993	50.08581	148.73117	154.00406	146.94809	126.944336	0	0	0	62.970516	81.94191	37.78662	44.34488	41.826584	0	34.61691
No	SS8_RA8_01_7314	14.541876	38.969	6.391719	53.766323	4.5437517	42.026943	500.5619	0	107.00553	0	0	0	0	0	0	0	0	0	68.65522	0	960.567	1779.4913	268.9896	19.974468	23.067402	0	136.04309	0	1099.7058	3389.6616	45.093513	31.956778	86.42266	111.9556	2.5217028	115.938156	92.8666	255.42715	257.45715	106.304016	66.27144	0	0	0	52.32544	113.49436	51.317524	86.25097	64.66068	2.9456835	12.812248
No	SS29_RC5_01_7338	0	0	0	44.049873	0	52.212925	275.95993	0	160.2857	0	0	0	0	0	0	0	0	0	0	0	129.4873	580.99524	471.7449	6.387429	3.0449295	0	44.343525	0	266.08298	719.9112	0	0	0	29.620054	0	58.979214	0	75.99982	75.99982	16.801672	20.273277	0	0	0	0	13.257085	12.101712	8.379842	15.160765	0	11.513109
No	SS4_RA4_01_7308	9.87795	0	0	27.492353	6.7850146	42.339516	311.81155	0	250.76761	0	0	0	0	0	0	0	0	0	0	0	253.32895	531.75024	130.55951	21.182007	28.484348	0	65.040794	0	340.15775	862.383	0	25.028736	29.798122	58.224934	0	37.16576	0	57.38035	136.41815	501.5831	19.642105	0	0	0	21.316458	37.35542	14.478199	14.77049	12.923029	0	12.241236
No	SS24_RB12_01_7332	0	0	7.436425	51.431328	3.8072715	32.595062	323.09915	0	112.79277	0	0	0	0	0	0	2.6693716	7.4501677	36.29215	0	0	76.04938	425.7284	59.549812	7.068578	15.742336	0	73.36778	0	143.57161	459.07217	0	29.871862	0	92.854164	0	0	40.93432	114.984276	117.57773	63.931084	186.58376	0	0	0	62.822998	94.381714	39.260113	15.470029	33.112183	0	15.963566
No	SS28_RC4_01_7337	0	0	2.5379124	0	11.879472	30.79276	272.5272	0	340.66022	0	0	0	0	0	0	0	0	0	0	0	284.09894	1136.8628	156.58116	19.292225	13.647085	0	57.05845	0	427.4469	1188.2477	0	51.414955	0	91.3865	3.6118927	60.14818	0	87.57672	87.57672	16.815163	57.381638	26.372044	0	0	26.84454	21.629417	23.481329	88.4623	23.230087	0	15.759807
No	SS47_RD11_01_7358	0	0	22.431967	74.30392	141.28006	24.657896	376.80984	0	112.293465	0	379.78528	0	0	0	0	0	0	0	0	0	221.09705	606.2278	348.33728	10.711824	19.900936	0	171.12213	0	351.218	1077.8384	139.39056	0	0	96.601395	0	217.88315	72.52139	238.21828	240.35281	241.71571	62.952805	0	0	17.748547	0	35.244217	72.984695	28.503996	31.297184	0	11.698242
No	SS26_RC2_01_7335	3362.4507	0	190.43542	271.8605	0	248.52147	616.3805	218.94215	530.2166	0	174.56201	0	0	0	0	9.098978	0	0	0	0	723.78705	1156.4934	113.96793	18.685547	11.569725	0	102.220634	0	1346.3275	3595.598	0	91.426544	0	146.05301	0	28.838451	76.796936	272.57275	277.08447	95.62004	35.55941	0	0	0	106.33462	130.91992	18.124449	42.429	86.28796	0	12.434975
No	SS19_RB7_01_7327	0	32.492836	5.295823	23.51024	9.5118885	51.090645	206.72198	0	286.2526	0	0	0	0	0	0	0	0	0	77.143654	0	444.54865	1136.8577	399.28903	47.202026	27.84637	0	93.89899	0	623.2091	2096.6467	0	92.34602	0	306.58118	0	195.258	126.12045	201.84268	204.96045	197.94035	122.846794	0	0	0	93.357	177.67537	95.324425	59.30009	81.159454	0	39.668137
No	SS49_RE1_01_7361	0	0	2.7858691	0	5.2862873	19.95769	148.36774	0	89.131874	0	0	0	0	0	0	2.6923885	0	0	0	0	0	152.74988	111.270805	2.8965168	11.371887	0	69.41192	0	98.82608	207.46884	0	0	0	83.55686	0	78.993614	47.257343	88.3241	88.3241	137.39182	65.62245	0	0	0	61.21577	73.58575	38.35223	31.823666	30.589825	0	17.09811
No	SS23_RB11_01_7331	0	0	0	33.623623	0	29.614643	223.76978	0	110.33055	0	0	0	0	0	0	0	0	0	0	0	166.69585	419.0631	68.29626	12.065847	62.458267	0	33.705257	0	292.41772	891.7849	0	62.377506	0	213.37965	0	38.202076	0	97.444984	97.444984	85.796295	36.5838	0	0	0	31.81978	75.329155	18.356197	12.560495	25.540653	0	2.8338804
No	SS1_RA1_01_7303	0	0	2.757532	22.599659	2.8246157	40.23613	280.22592	0	91.71397	0	0	0	0	0	0	0	0	0	0	0	0	329.6532	64.7596	20.57806	18.771088	0	95.659706	0	203.96538	332.7401	31.672121	43.84048	0	99.95235	0	47.958477	0	149.97308	155.84544	119.09093	59.20792	0	0	0	46.616608	42.366528	34.94354	8.007338	20.473717	0	7.9060087
No	SS7_RA7_01_7313	687.508	302.112	527.11273	97.3502	18.664103	132.09555	1079.5238	120.45959	399.53137	0	0	0	188.24985	0	0	0	47.163914	0	0	0	51.480953	477.33853	88.99253	14.140247	13.4524555	0	91.894936	0	675.3564	371.80753	0	25.564552	0	21.601707	3.5904608	0	0	27.565983	21.727345	53.897087	0	0	0	0	27.328718	7.0851784	2.7896948	12.807907	2.8547673	0	24.625132
No	SS9_RA9_01_7315	12.579991	0	0	28.40942	2.8573968	49.44446	328.91742	0	119.75039	0	0	0	0	0	0	0	0	0	0	0	167.67853	572.6445	188.85333	4.0329723	9.410764	0	65.812195	0	231.51373	809.4851	0	0	95.04437	49.510338	3.0840158	73.287476	0	109.90459	111.8974	224.99431	22.669811	0	0	0	0	21.07341	18.940493	40.67819	17.565777	2.7068858	4.6656494
No	SS35_RC11_01_7344	30.63495	56.236076	0	0	3.291006	63.32058	0	0	186.46786	0	245.14157	0	0	0	0	0	0	0	0	0	45.063908	0	118.0623	0	26.98098	0	84.52669	0	7.88029	36.804016	151.73494	0	0	90.67273	0	73.12003	34.555286	95.89725	35.34536	4.7436457	48.05818	0	0	0	0	46.896423	32.285446	26.167042	23.164755	0	15.232634
No	SS6_RA6_01_7310	26.688032	0	3.5986452	30.223278	4.184104	32.827145	308.6343	0	61.9624	0	0	0	0	0	0	0	0	0	0	0	94.14084	317.29538	126.46718	34.567013	60.455566	0	49.300987	0	119.79224	190.19998	0	112.98066	0	361.74377	0	58.98823	41.337242	107.661	109.27435	255.84167	36.85608	30.680677	0	0	104.56635	134.6903	32.5218	21.47457	31.299282	0	22.449524
No	SS10_RA10_01_7316	25.244797	0	7.2495837	30.577185	42.745438	65.290375	350.75378	0	252.44292	0	139.38705	0	0	0	0	0	0	0	96.50676	0	542.97455	1342.3372	375.5236	56.529358	32.158432	0	99.69602	0	636.0797	1919.3297	0	58.103508	0	205.99539	0	222.84882	87.212395	91.88628	153.09886	251.94075	78.05312	15.471271	0	8.554802	60.11509	68.905304	77.760155	69.63956	32.378128	0	42.680237
No	SS143_RE2_01_7471	19.422092	34.91519	0	0	0	5.545717	0	0	68.39147	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0338125	0	2.9861164	0	10.366173	0	0	0	0	0	0	9.7552805	0	0	0	14.432209	0	0	23.984715	0	0	0	0	17.12418	10.112751	0	1.9167995	0	2.9120636
No	SS121_RC4_01_7447	56.876495	0	0	45.799168	2.7782316	31.115488	0	0	119.41406	0	261.22726	0	0	0	0	0	0	0	0	0	0	0	100.74953	59.388313	112.76698	0	26.061716	0	3.0631943	0	0	155.36102	0	269.20053	0	0	0	34.469154	34.469154	41.252235	57.052372	0	0	0	121.242676	166.06792	27.223335	24.062765	43.088703	0	7.4616466
No	SS155_RF2_01_7487	23.109634	36.869423	2.492254	0	0	23.736446	68.78953	0	64.03337	0	249.2495	0	0	0	0	0	0	0	0	0	0	0	14.580431	0	13.643087	0	19.97085	0	0	0	0	0	0	28.730585	0	0	0	15.043246	3.0828378	0	51.44325	0	0	0	0	16.46544	6.9699097	0	0	0	2.9666648
No	SS156_RF3_01_7488	14.656387	0	2.662066	328.84186	4.8887444	47.64825	1250.3201	80.06285	114.56897	0	154.87762	0	0	0	0	0	0	0	127.29063	0	131.92836	397.59415	374.17273	148.37209	127.59013	0	261.61584	0	234.14	680.0737	92.68523	483.6813	27.425446	734.35187	0	82.38766	255.98395	419.60138	401.1919	447.16724	199.09813	0	0	0	436.64154	619.9191	118.32745	203.33713	176.98329	2.6021967	67.51953
No	SS178_RH1_01_7511	12.419367	0	0	67.46182	3.0604005	80.49967	569.7336	0	65.67563	0	0	0	0	0	0	0	0	0	136.98718	0	183.83925	555.39374	366.48138	41.747555	22.46043	0	95.31367	0	315.79614	883.8382	0	34.265137	0	240.23267	2.530982	152.14018	105.129974	101.1478	96.531494	157.44826	83.60035	0	0	0	0	86.22902	44.8153	27.779764	24.158087	0	10.873622
No	SS145_RE4_01_7473	131.21538	0	0	255.76897	0	22.288372	1192.6595	101.1311	41.659492	0	0	0	0	0	0	0	2.8041096	0	261.0815	0	737.54865	1802.4033	1221.0148	194.3834	497.6669	0	221.49039	3.3185472	970.53467	3409.7056	237.98125	187.44748	157.20992	1091.4064	2.540451	716.3894	985.16296	254.24893	153.04901	116.85227	460.03888	79.82056	49.66821	49.98405	100.02127	791.6486	327.47577	48.113083	179.16364	39.533756	93.25496
No	SS112_RB7_01_7437	86.77876	0	29.360281	194.53824	21.352472	83.87066	326.08893	72.06872	226.2327	0	194.58676	0	0	0	0	9.088445	81.176056	181.7534	0	0	0	165.69685	182.20937	179.86475	293.7996	0	111.8223	2.9829092	94.76569	165.20557	189.78194	562.729	0	906.6239	0	0	60.30562	186.65248	183.7343	95.158775	93.184555	0	0	0	325.59924	361.84732	13.543645	73.97033	172.40367	0	64.30168
No	SS159_RF6_01_7491	9.598744	0	2.6462526	304.6433	18.20747	41.786484	1311.3162	91.88243	70.97701	0	185.12701	0	0	0	0	15.776794	0	0	129.94287	0	53.754025	265.41656	600.5774	52.27942	70.877304	0	881.6713	3.5099316	104.854034	439.92	92.59576	276.54745	0	673.0039	0	140.65146	246.14278	905.1807	587.9349	929.30457	302.38748	0	0	0	196.83582	390.40884	89.26227	86.960976	120.58071	2.8924985	38.150215
No	SS158_RF5_01_7490	0	0	3.5524995	211.17366	0	70.87676	995.632	65.97964	54.050335	0	0	0	0	0	0	5.792882	0	0	0	0	229.86	745.942	281.88342	32.370827	64.71245	0	270.93253	0	391.3329	1678.1631	105.627396	239.82625	0	630.108	2.7136803	82.86756	119.54962	485.45474	356.904	106.938034	220.65439	0	0	0	128.03793	253.11388	20.515415	47.987885	105.4242	2.5355554	29.566967
No	SS165_RF12_01_7498	0	0	3.5623012	233.87662	48.778088	33.64455	1154.1475	77.065506	160.68565	0	218.38498	0	0	0	0	0	0	0	192.70049	0	192.16087	490.87262	599.7407	87.82573	335.78403	0	148.29219	13.676302	494.23322	1064.9408	103.44068	494.04376	0	1928.4507	0	142.6438	249.35512	187.85864	169.80257	100.880005	128.66594	35.6568	0	35.52223	246.72684	549.5638	65.10912	187.66377	181.79373	8.943205	31.156721
No	SS175_RG10_01_7508	14.32653	0	0	113.64553	0	62.53911	334.5332	73.57408	453.24594	0	0	0	0	0	0	0	0	0	0	0	0	517.9571	76.56631	14.666441	16.506243	0	30.109774	0	44.8842	179.01932	0	18.33573	0	125.08968	0	0	0	50.76204	37.69739	16.199945	2.576128	0	0	0	0	58.809162	7.74956	7.0656996	8.328529	0	5.2635956
No	SS161_RF8_01_7493	0	0	0	279.65234	0	26.411085	925.5072	60.400944	102.73691	0	0	0	0	0	0	8.92877	28.383137	86.79297	231.61853	0	209.47731	633.10065	1161.3761	481.52594	514.67804	0	817.3572	2.6717434	715.8436	1081.7325	0	768.0418	123.84073	1598.131	3.3109102	172.6649	454.57346	1453.2931	1105.7672	895.1639	466.72302	0	16.001698	0	305.2144	648.9937	73.36389	203.65341	303.10016	0	63.355877
No	SS184_RH7_01_7521	21.08319	0	0	210.28084	0	32.58197	222.5696	0	117.6017	0	0	0	0	0	0	0	0	0	0	0	0	0	215.94638	40.664433	42.821495	0	60.12597	0	29.502829	40.34624	45.07596	60.903084	36.076706	409.68817	3.306355	62.54003	97.02773	47.299732	50.96407	34.58157	25.243107	0	0	0	0	186.16922	25.260567	29.438673	31.475813	0	19.75916
No	SS201_RB3_01_7544	19.004093	0	0	64.7229	51.472214	34.91554	94.2537	0	141.10617	0	0	0	0	0	0	0	5.685755	0	0	0	108.50132	0	313.8378	60.60332	182.65231	0	36.953094	0	18.72105	3.9694538	45.612087	352.8002	0	902.0078	0	117.47984	159.80045	114.49361	65.679596	18.484243	90.5789	26.577755	0	0	201.95033	382.74927	53.55909	48.162262	156.11609	0	33.90203
No	SS167_RG2_01_7500	23.525524	0	9.742527	245.88907	3.1260908	41.12216	924.7885	75.16994	157.35973	0	291.77997	0	0	0	0	3.077004	0	0	0	0	196.21927	670.27313	296.5612	39.545025	188.3722	0	110.469696	3.25741	478.67963	2096.1543	133.70108	268.1028	0	1171.614	2.4956756	76.22183	142.55833	260.41013	164.38339	242.65274	115.49678	34.68463	0	0	214.71837	390.4191	38.959507	115.11046	124.79163	2.7714615	30.05218
No	SS170_RG5_01_7503	0	0	2.459851	230.1827	7.2965016	45.73053	1187.789	70.42718	104.5705	0	0	0	0	0	0	0	0	0	176.80052	0	219.3457	591.7082	335.04578	57.565746	74.61359	0	132.25732	2.6753182	306.89774	734.7036	112.94749	168.19154	0	638.0607	0	139.21826	120.288345	161.88715	149.15181	90.710396	194.46994	35.413666	0	0	75.38618	267.8355	86.345856	255.22252	93.074104	0	45.4276
No	SS166_RG1_01_7499	0	0	2.9044018	206.16817	9.18363	39.832947	947.83704	0	129.89284	0	241.33559	0	0	0	0	2.5591629	3.58354	0	259.49915	0	125.13554	668.8864	779.08655	160.8376	357.41968	0	208.18964	6.5664263	429.68054	1361.3801	126.841385	785.4499	30.596457	2085.1458	0	199.23645	235.394	257.13324	232.68294	120.72947	258.37225	36.35009	0	0	332.26126	550.1452	65.62692	60.13473	184.88321	2.697258	97.48964
No	SS206_RB8_01_7549	0	39.149647	0	177.52795	4.319314	2.0046659	0	0	303.665	0	231.80861	0	0	0	0	0	0	0	0	0	0	0	18.866531	0	0	0	23.33989	0	0	0	0	0	0	9.243433	0	0	0	23.153275	0	0	10.970027	0	0	0	0	0	3.6449432	24.71168	0	0	0
No	SS186_RH9_01_7523	0	0	0	222.86179	2.5258338	40.437233	666.33044	0	319.03308	0	292.9858	0	0	0	0	2.6414084	18.50007	0	157.20517	0	0	0	579.9114	64.50716	411.04868	0	106.91325	2.5184984	36.353382	211.35265	21.82425	309.96225	0	1886.2732	3.4777331	162.00739	288.05893	126.69691	121.20501	112.73751	90.78195	0	15.18112	140.84296	98.32333	845.77246	66.38497	8.083714	42.809593	4.4997125	53.804527
No	SS164_RF11_01_7496	0	0	2.886135	161.36174	24.724371	40.66541	798.9191	0	159.0816	0	161.40959	0	0	0	0	6.5083065	59.862946	150.9707	236.9002	0	289.66644	646.65454	714.99963	316.3646	397.5539	0	210.23604	7.415606	1115.474	2241.1367	259.01526	901.0865	0	1726.5448	2.9653435	127.066864	234.88208	619.7707	398.43298	370.54007	156.39912	22.94014	0	0	407.58057	654.6053	58.36595	274.5168	243.11884	2.5859509	82.12021
No	SS185_RH8_01_7522	27.679848	0	7.169782	288.0062	56.41587	65.44368	861.03955	0	335.83447	0	436.3327	0	0	0	0	0	32.526062	0	360.8053	0	0	203.79683	982.3475	511.61765	844.1874	0	273.78076	2.6135788	99.17989	153.30331	98.32715	1449.3312	37.34113	3318.5425	5.8008604	152.6745	423.73773	878.83167	683.95123	330.6126	303.9902	0	17.368504	36.899254	736.39777	1119.2657	80.47168	250.63464	395.78592	3.5485458	69.057465
No	SS200_RB2_01_7543	12.550008	0	0	397.8941	137.45233	13.548153	212.6559	165.12247	88.58502	0	250.78398	0	0	0	0	0	17.191399	0	194.56116	0	0	0	640.87476	271.95984	514.8027	0	31.815243	0	4.9617443	13.968536	0	1466.5981	0	2385.7688	0	64.11378	197.75331	101.79189	101.79189	84.92427	65.411316	0	0	30.766233	374.33783	429.80328	18.246147	49.062477	128.67226	0	63.42289
No	SS217_RC7_01_7561	137.03442	0	2.8300416	350.8942	10.385927	489.7689	1067.3066	50.380547	163.16313	0	0	0	0	0	0	0	0	0	0	0	0	178.46378	7.8782554	0	2.5673318	0	14.136189	0	3.9783554	3.118904	0	0	0	2.617218	0	0	0	21.489878	0	14.49342	0	0	0	0	0	3.1317806	0	2.8858266	0	0	3.5476513
No	SS218_RC8_01_7562	62.83881	0	0	86.65784	0	22.662838	239.0484	0	92.45323	0	0	0	0	0	0	0	0	0	0	0	0	0	22.53484	15.603438	2.9013824	0	52.88223	0	3.8429139	16.154537	0	64.63811	0	26.51045	0	0	0	71.65158	9.649269	0	0	0	0	0	0	3.6384583	6.080207	7.5835342	11.166307	0	12.874185
No	SS192_RA6_01_7534	0	0	11.901601	234.6174	97.19827	75.45204	1118.4243	86.996	157.84416	0	0	0	0	0	0	0	0	0	0	0	134.75471	290.39496	308.30316	29.293488	83.55046	0	82.22052	0	252.33218	688.3325	0	233.3172	0	986.7381	2.7400017	57.74763	142.78047	78.38742	78.38742	58.116707	87.99344	16.117409	0	0	92.846695	405.48758	29.236551	36.25435	82.45832	0	4.9205346
No	SS203_RB5_01_7546	0	0	0	265.98975	151.69807	18.244371	748.3148	0	134.08147	0	265.68698	0	0	0	0	0	0	0	0	0	0	88.06242	164.22281	3.6499977	31.352749	0	102.60552	0	56.34967	150.60423	0	0	0	112.036095	0	98.69243	48.61384	115.9393	115.9393	132.30936	30.247343	0	0	0	0	35.980495	42.171097	81.46944	31.390238	0	4.1244974
No	SS193_RA7_01_7535	15.474544	0	10.423437	190.09537	2.8703325	196.0116	728.6489	0	100.07594	0	89.272354	0	0	0	0	0	0	0	0	0	0	36.957108	57.530872	15.709535	10.899249	0	44.658474	0	195.42465	259.6747	0	56.333443	0	107.507805	3.2322016	168.83719	0	108.44241	34.82897	31.293371	85.23999	0	0	0	0	39.92439	19.989779	42.453693	87.49248	0	4.0553083
No	SS212_RC2_01_7556	0	0	0	234.90067	30.71847	16.225548	928.83276	0	161.61108	0	271.82724	0	0	0	0	0	0	0	0	0	0	0	46.506317	12.621771	7.122059	0	30.63768	0	83.26015	179.79807	0	31.079948	0	68.83452	0	0	0	45.125637	24.914291	54.831272	42.517784	0	0	0	0	27.383615	3.3913937	8.239162	15.236618	0	0
No	SS168_RG3_01_7501	13.087696	0	0	291.0999	3.3122995	86.9021	1063.6763	79.305374	136.22017	0	146.1763	0	0	0	0	0	3.2578712	0	150.24986	0	583.4881	1242.8638	683.43604	153.4855	325.0879	0	244.20442	0	778.7079	3191.4224	220.34183	573.0922	66.24867	2126.4841	0	110.26902	267.1865	326.83688	295.28198	294.04306	170.46768	18.303976	0	29.026104	245.92769	640.1032	57.528694	190.79094	167.10574	0	31.997084
No	SS194_RA8_01_7536	0	0	0	0	0	0	347.84708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.576084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.672935	0	0
No	SS173_RG8_01_7506	0	0	3.3199847	204.84544	0	40.564465	934.6443	64.242546	66.243706	0	128.46674	0	0	0	0	3.6962779	11.944587	0	166.6245	0	119.2341	268.52545	492.7279	134.43997	299.852	0	199.34239	7.8416247	233.60486	809.51953	212.0765	602.24115	106.82283	1785.5371	0	106.2771	137.8699	341.08145	290.0649	227.80563	103.9222	0	0	43.94054	240.5595	442.60904	26.89529	149.53937	162.2941	3.2179565	57.102467
No	SS205_RB7_01_7548	0	0	3.1361327	236.18343	63.878975	36.606842	988.29675	0	114.94613	0	313.2907	0	0	0	0	0	0	0	0	0	0	84.8555	190.56705	9.63432	41.163715	0	43.19539	0	125.66426	332.40436	0	0	0	316.0228	0	92.93526	106.33285	68.927025	68.927025	77.31688	106.59735	26.334827	0	0	0	128.29146	45.51782	17.552837	36.882793	0	3.557074
No	SS177_RG12_01_7510	0	0	2.6669307	242.65614	0	91.69887	1163.403	97.139336	138.2718	0	0	0	0	0	0	0	0	0	161.21825	0	347.38248	474.37192	344.51996	111.31541	117.92117	0	157.11546	0	425.04153	1585.2671	0	243.07779	0	612.5487	0	127.12562	153.35419	379.59744	184.20139	143.22311	114.972885	15.2986	0	0	87.79083	338.3672	68.343834	138.51413	93.42027	0	58.31988
No	SS202_RB4_01_7545	18.431145	0	7.5852976	135.31229	106.69383	62.365425	272.97034	0	251.55142	0	0	0	0	0	0	0	0	0	0	0	52.029144	0	339.4016	9.57975	51.614246	0	93.36639	0	29.021034	35.745605	0	0	0	221.93198	0	289.25504	140.21611	130.781	135.38205	51.698727	35.31478	0	0	0	0	104.43761	78.147804	37.340546	29.676977	0	8.843819
No	SS190_RA4_01_7532	23.772877	0	37.518024	198.02335	201.52492	52.80036	973.8979	0	106.75295	0	0	0	0	0	0	0	0	0	93.259796	0	57.36223	0	322.58847	73.4084	77.81788	0	226.3389	0	149.89949	301.57645	33.803078	242.54707	0	713.8322	0	43.186058	79.44446	300.6184	125.36789	265.51974	71.83315	0	0	0	96.3873	369.53003	37.29408	70.99101	114.18016	0	43.210476
No	SS176_RG11_01_7509	16.443403	0	0	126.54715	0	17.72484	894.76733	62.297806	155.28262	0	0	0	0	0	0	3.8212237	0	0	0	0	163.8236	677.9519	276.05756	39.549343	58.258583	0	153.02844	0	512.0173	1082.9901	0	120.80155	63.042717	255.71144	0	0	111.70552	151.43384	141.92917	186.7961	74.839966	0	0	0	65.30394	151.09988	21.743767	39.969532	60.617947	2.542181	8.434612
