ATTRIBUTE_antibiotics_YN	filename	MS_718	MS_614	MS_1557	MS_3957	MS_4136	MS_485	MS_4039	MS_9983	MS_840	MS_15981	MS_13814	MS_10645	MS_30185	MS_23517	MS_29852	MS_23461	MS_30388	MS_30838	MS_28632	MS_30065	MS_23805	MS_25563	MS_29013	MS_27931	MS_28897	MS_29738	MS_23556	MS_30215	MS_24526	MS_26131	MS_22498	MS_28514	MS_25616	MS_29459	MS_26934	MS_30091	MS_29005	MS_24489	MS_23873	MS_23840	MS_28750	MS_28944	MS_29727	MS_30179	MS_28483	MS_29435	MS_30085	MS_26700	MS_27625	MS_29509	MS_27861
-	compound	Putrescine-C2:0	Histamine-C2:0	Cadaverine-C3:0	Valine-C2:0	Cadaverine-C5:0	Spermidine-C2:0	Methionine-C2:0	Phenylalanine-C2:0	3-methylhistidine-C2:0	Leucine-C5:0	Phenylalanine-C4:0	Tyrosine-C5:0	Amylamine-C16:0	Asparagine-C14:0	Amylamine-C18:2	Putrescine-C18:2	Amylamine-C18:1	Amylamine-C18:0	Valine-C16:0	2-phenethylamine-C16:0	Spermidine-C16:1	Spermidine-C16:0	Leucine-C16:0	Valine-C18:2	Valine-C18:1	2-phenethylamine-C18:2	Lysine-C16:0	2-phenethylamine-C18:1	Spermidine-C18:2	Spermidine-C18:1	Spermidine-C18:1	Leucine-C18:2	Aspartic acid-C18:2	Leucine-C18:1	Aspartic acid-C18:1	Leucine-C18:0	Phenylalanine-C16:0	Lysine-C18:1	Lysine-C18:1	Arginine-C16:0	Methionine-C18:1	Leucine-C20:3	Leucine-C20:2	Leucine-C20:1	Phenylalanine-C18:2	Phenylalanine-C18:1	Phenylalanine-C18:0	Tyrosine-C18:2	Tyrosine-C18:1	Phenylalanine-C20:3	Tryptophan-C18:2
No	SS261_RG3_01_7609	175.27483	62.399757	11.833324	149.78268	0	74.74593	276.21848	0	147.83751	0	0	0	0	0	0	0	0	0	0	0	0	0	22.813654	9.301212	40.799866	0	82.52087	0	53.13514	83.842636	0	63.71747	34.607533	280.42236	0	92.28708	0	72.00501	31.242645	0	83.10101	50.521263	0	0	0	62.76651	37.411484	0	7.786879	2.58317	4.061722
No	SS238_RE4_01_7584	0	0	0	304.4327	0	84.53572	1146.8784	67.941574	53.13567	0	0	0	0	0	0	0	0	0	0	0	585.1113	1957.9708	511.24048	113.05588	141.5556	0	206.26015	3.212524	742.5309	2617.7524	0	0	81.63924	368.47433	3.529458	207.42165	236.30072	232.20131	128.14864	83.30669	81.92906	0	0	0	0	261.96057	29.345486	47.146454	46.648384	3.4761848	5.109622
No	SS239_RE5_01_7585	0	0	2.7362509	139.09145	48.11601	91.80761	658.6581	0	150.45935	0	0	0	0	0	0	0	3.0421739	0	0	0	0	0	278.74716	28.27273	216.90575	0	240.87106	0	47.93104	46.12314	0	222.65161	0	1001.92926	0	0	130.14319	414.45398	198.36856	160.26804	50.922714	16.70158	0	23.223824	134.34656	376.31378	15.611923	60.46249	93.72378	0	30.84451
No	SS256_RF10_01_7603	0	0	0	77.882935	76.35649	112.52837	186.7903	0	77.17548	0	0	0	0	0	0	0	0	0	0	0	73.230034	0	174.76385	2.7925072	17.08303	0	107.23902	0	26.661682	35.06977	111.802246	37.736122	0	357.96555	0	55.246574	0	233.84764	53.507504	210.22067	71.72969	0	0	0	40.06083	164.2755	17.52657	4.194709	22.807636	0	4.4084444
No	SS268_RG10_01_7616	321.52716	0	2.497966	111.825676	0	428.89032	271.3781	0	203.28786	0	541.56976	0	0	0	0	0	3.0073347	0	0	0	0	0	68.27825	10.163584	26.373999	0	63.388897	0	48.253036	73.61169	0	35.19821	0	173.11505	0	0	0	61.87063	52.47258	3.6565547	62.577827	9.723341	0	0	0	47.22054	29.738325	93.86592	8.677347	0	9.7423935
No	SS241_RE7_01_7587	199.95279	0	4.7684097	91.719284	60.73749	14.141996	426.62537	0	156.29933	0	0	0	0	0	0	2.6050093	0	0	270.8346	0	73.04243	271.1654	639.64526	37.26885	69.426636	0	203.90462	0	67.659935	199.07982	87.214745	129.95404	0	302.25226	0	552.26495	178.59117	271.65002	0	59.45989	128.0539	17.490725	0	34.341217	32.94642	111.69786	142.14659	19.028244	17.23713	3.1471014	6.9728394
No	SS209_RB11_01_7552	0	0	2.9181294	227.7247	42.017406	52.274826	948.1696	72.86691	63.094643	0	247.15613	0	0	0	0	0	0	0	82.5326	0	282.80814	548.1388	881.90533	91.52368	323.82022	0	96.58435	0	343.70105	1296.4731	52.660378	151.91515	34.155422	823.74036	3.2607732	244.88788	308.68393	195.14635	108.62634	169.28491	270.848	39.86602	0	0	54.530544	434.73352	34.381702	105.657585	125.61278	0	26.433628
No	SS237_RE3_01_7583	0	0	2.9564981	101.6795	18.98895	38.94873	564.44214	0	68.950645	0	0	0	0	0	0	0	0	0	0	0	53.222897	269.88156	505.89624	24.578829	99.74134	0	68.80596	0	93.23529	432.6844	0	60.328373	0	630.6441	2.5044036	219.29222	141.91696	106.92112	92.20542	66.51952	52.293175	33.00558	0	0	0	112.849144	42.447945	33.77081	36.964146	0	17.914307
No	SS263_RG5_01_7611	38.745163	51.508316	0	0	15.695902	103.83872	0	0	145.84354	0	0	0	0	0	0	0	0	0	0	0	0	0	55.92678	2.6985283	5.5403547	0	42.81098	0	24.272417	0	0	0	0	80.7637	0	0	0	42.334167	6.6750093	7.7222443	43.305515	0	0	0	0	22.23661	14.93816	104.39678	3.104794	0	3.3123856
No	SS248_RF2_01_7595	0	0	0	124.47451	27.40306	49.450687	720.1959	68.33294	96.17946	0	0	0	0	0	0	0	0	0	0	0	0	252.93092	187.81097	12.557762	24.45559	0	108.76616	0	131.143	296.9146	0	47.03378	0	262.6047	0	78.62937	89.462654	74.099976	74.099976	327.79257	50.808372	0	0	0	0	117.7159	36.089447	116.13198	34.516598	0	2.806871
No	SS224_RD2_01_7569	0	0	3.4722486	200.94048	56.307766	105.598114	1424.8047	157.38011	91.109825	0	257.05856	0	0	0	0	0	0	0	0	0	424.28735	1282.3171	694.8305	59.264164	289.72754	0	70.07691	0	840.212	3119.1333	0	86.950455	110.6756	871.82404	2.779481	297.8119	343.515	139.30806	135.96655	131.44153	279.2897	45.36486	0	0	0	433.8859	80.717735	142.61711	81.598694	9.180578	5.3935933
No	SS226_RD4_01_7571	0	0	19.571716	206.76059	3.560375	185.45178	371.0012	175.8867	43.12175	0	0	75.84407	0	0	0	0	2.796042	46.805553	1134.504	0	193.83803	82.12312	3202.538	390.85873	3569.153	0	476.18573	3.2559671	87.775276	100.15413	0	610.1897	39.700474	5458.6206	0	234.24684	1026.7786	327.69815	20.31439	7.397067	278.61148	307.33844	75.51439	54.383415	396.01086	2144.0496	47.734703	29.804916	83.166756	748.4285	33.392353
No	SS227_RD5_01_7572	0	0	3.4037995	150.2164	3.4722543	137.0515	586.44934	144.93448	136.69182	0	319.45612	0	0	0	0	0	0	0	0	0	296.04813	0	150.8196	2.9159546	51.742805	0	162.93312	0	50.920372	57.17109	62.04297	39.74053	32.944065	284.56573	0	50.642784	0	244.7328	73.26201	28.561108	182.74706	0	0	0	0	59.721	17.46702	21.494795	31.146511	0	7.9532986
No	SS260_RG2_01_7608	109.36694	0	3.6776867	0	2.6097484	56.704525	127.28525	0	87.005684	0	0	0	0	0	0	0	0	0	0	0	0	0	137.60518	9.920599	43.72001	0	140.07481	0	45.904568	59.088978	0	91.32146	0	286.98874	0	46.75633	71.72554	63.058167	14.720857	3.1543612	54.828285	0	0	0	49.67017	84.293594	17.849438	3.5404978	17.930794	0	10.799589
No	SS191_RA5_01_7533	0	0	11.945267	360.15955	69.6206	40.945507	1321.2891	101.96956	101.53041	0	229.24928	0	0	0	0	0	2.9807205	0	195.81938	0	0	0	578.8019	61.205055	340.52032	0	193.08041	4.265917	77.97011	69.581	0	380.44153	0	2134.8657	0	209.72937	200.82768	432.88562	271.5609	550.81146	159.06961	32.62119	22.385105	62.265125	198.42438	666.8068	41.663456	86.04383	331.95953	0	47.758892
No	SS279_RH9_01_7628	0	0	0	274.0467	0	99.031845	476.64334	0	77.94039	0	0	0	0	0	0	0	0	0	0	0	0	0	32.505272	2.797721	3.1326652	0	359.21924	0	6.8413763	52.089653	0	63.14639	0	107.78547	0	0	118.25601	499.48508	362.20898	1129.5828	35.759018	0	0	0	537.64215	560.18524	43.756863	212.09245	331.25635	0	7.718641
No	SS276_RH6_01_7625	0	0	0	285.04538	5.68211	23.105854	1089.6567	85.0174	88.258865	0	251.24004	0	0	0	0	0	2.5808678	0	0	0	0	0	134.49562	23.5599	64.76331	0	90.22175	0	34.746883	156.29907	102.346	58.359985	0	544.2073	0	52.179573	33.920868	104.2932	57.140144	106.15006	268.73932	0	0	0	71.068985	268.9472	39.355618	72.39732	115.50984	0	28.575743
No	SS359_RG8_01_7719	88.202965	0	6.098472	137.56026	14.255932	56.3069	186.02219	0	99.06368	0	350.01706	100.881516	0	0	0	0	0	0	0	0	0	0	243.80957	49.771088	57.36358	0	175.65877	0	74.384384	93.843185	0	116.04152	0	455.9995	0	380.05634	74.29181	330.64307	53.925713	44.899998	151.52017	10.000777	0	35.871407	85.14952	208.64438	148.35321	30.65855	22.700308	3.0687757	38.266518
No	SS362_RG11_01_7722	486.3688	0	21.928942	251.1167	42.442154	200.19354	228.78316	81.93467	125.56931	0	581.35785	128.72435	0	0	0	2.8119707	7.938203	0	157.0365	0	0	0	395.84308	47.64845	361.79907	0	192.86575	0	18.737377	63.290375	0	341.1661	0	1335.2705	2.645073	123.32106	172.62523	180.10983	78.93651	26.830276	75.669205	15.630619	27.63276	49.023273	154.89882	440.86578	55.891747	54.2476	79.964294	0	40.677254
