ATTRIBUTE_diet	filename	MS_718	MS_614	MS_1557	MS_3957	MS_4136	MS_485	MS_4039	MS_9983	MS_840	MS_15981	MS_13814	MS_10645	MS_30185	MS_23517	MS_29852	MS_23461	MS_30388	MS_30838	MS_28632	MS_30065	MS_23805	MS_25563	MS_29013	MS_27931	MS_28897	MS_29738	MS_23556	MS_30215	MS_24526	MS_26131	MS_22498	MS_28514	MS_25616	MS_29459	MS_26934	MS_30091	MS_29005	MS_24489	MS_23873	MS_23840	MS_28750	MS_28944	MS_29727	MS_30179	MS_28483	MS_29435	MS_30085	MS_26700	MS_27625	MS_29509	MS_27861
-	compound	Putrescine-C2:0	Histamine-C2:0	Cadaverine-C3:0	Valine-C2:0	Cadaverine-C5:0	Spermidine-C2:0	Methionine-C2:0	Phenylalanine-C2:0	3-methylhistidine-C2:0	Leucine-C5:0	Phenylalanine-C4:0	Tyrosine-C5:0	Amylamine-C16:0	Asparagine-C14:0	Amylamine-C18:2	Putrescine-C18:2	Amylamine-C18:1	Amylamine-C18:0	Valine-C16:0	2-phenethylamine-C16:0	Spermidine-C16:1	Spermidine-C16:0	Leucine-C16:0	Valine-C18:2	Valine-C18:1	2-phenethylamine-C18:2	Lysine-C16:0	2-phenethylamine-C18:1	Spermidine-C18:2	Spermidine-C18:1	Spermidine-C18:1	Leucine-C18:2	Aspartic acid-C18:2	Leucine-C18:1	Aspartic acid-C18:1	Leucine-C18:0	Phenylalanine-C16:0	Lysine-C18:1	Lysine-C18:1	Arginine-C16:0	Methionine-C18:1	Leucine-C20:3	Leucine-C20:2	Leucine-C20:1	Phenylalanine-C18:2	Phenylalanine-C18:1	Phenylalanine-C18:0	Tyrosine-C18:2	Tyrosine-C18:1	Phenylalanine-C20:3	Tryptophan-C18:2
HFD	SS207_RB9_01_7550	51.59979	0	7.0489397	41.22885	49.004906	34.82288	264.41925	0	126.98761	0	0	0	0	0	0	0	0	0	0	0	65.05183	0	121.36879	21.83486	21.276785	0	48.512955	0	35.325256	54.632095	0	64.98212	0	195.87378	0	175.22867	47.763863	89.74636	28.046106	0	198.91989	77.96263	0	0	0	25.642862	53.427757	9.880986	10.672557	0	11.975868
HFD	SS200_RB2_01_7543	12.550008	0	0	397.8941	137.45233	13.548153	212.6559	165.12247	88.58502	0	250.78398	0	0	0	0	0	17.191399	0	194.56116	0	0	0	640.87476	271.95984	514.8027	0	31.815243	0	4.9617443	13.968536	0	1466.5981	0	2385.7688	0	64.11378	197.75331	101.79189	101.79189	84.92427	65.411316	0	0	30.766233	374.33783	429.80328	18.246147	49.062477	128.67226	0	63.42289
HFD	SS185_RH8_01_7522	27.679848	0	7.169782	288.0062	56.41587	65.44368	861.03955	0	335.83447	0	436.3327	0	0	0	0	0	32.526062	0	360.8053	0	0	203.79683	982.3475	511.61765	844.1874	0	273.78076	2.6135788	99.17989	153.30331	98.32715	1449.3312	37.34113	3318.5425	5.8008604	152.6745	423.73773	878.83167	683.95123	330.6126	303.9902	0	17.368504	36.899254	736.39777	1119.2657	80.47168	250.63464	395.78592	3.5485458	69.057465
HFD	SS205_RB7_01_7548	0	0	3.1361327	236.18343	63.878975	36.606842	988.29675	0	114.94613	0	313.2907	0	0	0	0	0	0	0	0	0	0	84.8555	190.56705	9.63432	41.163715	0	43.19539	0	125.66426	332.40436	0	0	0	316.0228	0	92.93526	106.33285	68.927025	68.927025	77.31688	106.59735	26.334827	0	0	0	128.29146	45.51782	17.552837	36.882793	0	3.557074
HFD	SS189_RA3_01_7531	0	0	2.7507172	267.97107	14.155842	81.6586	1073.4576	100.77319	109.517456	0	0	0	0	0	0	0	2.665575	0	0	0	448.38858	584.89154	677.3532	83.28442	141.2283	0	307.60168	0	465.47275	1276.8818	136.2523	222.394	0	911.02075	0	442.85895	264.23508	366.83557	0	609.635	203.6665	70.091576	0	0	26.067747	432.9158	126.71564	120.95517	43.88108	18.279089	41.35632
HFD	SS222_RC12_01_7566	0	33.75833	0	116.48958	55.86536	97.58386	274.5498	0	83.24771	0	0	0	0	0	0	0	2.6316376	0	0	0	86.43982	0	146.64792	17.841969	48.71944	0	74.81445	0	50.383064	67.480644	0	0	24.911905	294.27686	0	53.904705	0	125.87592	92.03353	154.48383	74.917404	0	0	0	0	68.90938	14.564367	8.750033	19.65348	0	22.868507
HFD	SS191_RA5_01_7533	0	0	11.945267	360.15955	69.6206	40.945507	1321.2891	101.96956	101.53041	0	229.24928	0	0	0	0	0	2.9807205	0	195.81938	0	0	0	578.8019	61.205055	340.52032	0	193.08041	4.265917	77.97011	69.581	0	380.44153	0	2134.8657	0	209.72937	200.82768	432.88562	271.5609	550.81146	159.06961	32.62119	22.385105	62.265125	198.42438	666.8068	41.663456	86.04383	331.95953	0	47.758892
HFD	SS221_RC11_01_7565	0	0	3.4762077	90.83904	40.05475	30.618847	773.0408	0	104.725876	0	0	0	0	0	0	0	0	0	0	0	101.136986	207.00697	225.42824	25.975471	40.23381	0	164.44711	0	138.40631	411.18634	0	54.431717	0	298.2437	0	71.66011	0	69.03731	71.2635	52.827972	120.11235	29.387611	0	0	50.855885	130.92249	30.208694	64.836464	107.29649	0	5.6209965
HFD	SS247_RF1_01_7594	32.408333	0	2.6827483	51.18395	8.612434	15.836908	0	0	82.02949	0	0	0	0	0	0	0	15.633635	0	0	0	0	0	261.2604	54.444893	284.0091	0	73.56251	0	14.628223	0	0	419.54028	0	1098.6492	0	68.22256	78.47469	101.64826	101.64826	46.54059	55.45614	0	0	0	153.25035	350.24817	23.651047	43.560635	52.072193	0	23.488018
HFD	SS216_RC6_01_7560	6.0204034	0	11.480829	453.80383	38.299416	30.269577	1595.661	99.36361	95.95679	0	349.2934	0	0	0	0	0	12.553887	57.750282	0	0	203.63216	563.6428	288.88925	72.121704	222.14902	0	75.27194	2.5626926	470.041	1613.0443	0	40.782112	0	615.8744	2.5309157	123.90353	124.43513	364.80304	109.338	451.8764	196.44603	51.80763	0	44.26499	0	280.1657	22.784138	80.01535	97.921524	4.1062474	19.07965
HFD	SS219_RC9_01_7563	0	0	31.10079	315.9405	91.28958	217.89813	1189.3414	77.98377	139.70929	0	297.2397	0	0	0	0	0	2.9069796	0	87.50434	0	223.00464	362.51236	342.48535	37.037598	128.19229	0	106.49997	0	328.48773	1284.8243	0	51.552948	0	501.81314	2.657258	88.222305	144.35802	96.20329	90.26797	123.87672	173.6289	50.198883	0	0	0	257.3522	57.702614	47.382442	55.85885	0	18.13414
HFD	SS214_RC4_01_7558	0	0	3.8167577	483.02475	104.76025	70.826675	1092.0612	119.41847	81.368935	1226.8513	405.85687	0	0	0	0	2.6778767	3.1708755	0	212.11458	0	1007.626	2142.997	1735.714	213.26538	753.5462	0	141.95088	2.5989747	1606.2908	3981.3906	101.25246	358.3234	94.23808	484.32065	2.5903473	1227.3986	992.378	142.72714	103.95441	38.374245	665.51166	382.2053	32.17978	24.694353	84.98462	914.6952	379.60068	318.52426	238.30783	5.690384	14.226932
HFD	SS255_RF9_01_7602	0	0	2.805367	0	51.67569	119.724144	308.5525	0	138.27089	0	0	0	0	0	0	0	0	0	0	0	221.14647	0	91.48687	0	16.277609	0	145.49443	0	30.268616	21.06064	367.60925	0	0	74.10174	0	48.846165	0	114.32332	80.68699	10.550892	126.622986	0	0	0	0	35.87916	9.955036	4.9335337	2.7093015	0	9.35836
HFD	SS213_RC3_01_7557	0	0	3.9215565	355.25974	116.89896	96.05078	1534.9194	68.25707	123.96519	269.72394	273.93066	0	0	0	0	0	0	0	0	0	485.004	1149.5256	415.00925	43.860256	104.04558	0	188.13594	0	822.1884	2234.562	66.42219	206.50821	0	773.6093	0	278.0356	179.20068	122.711105	85.73629	171.33652	213.54367	48.00536	0	0	54.693855	313.57266	66.84412	82.33617	70.06026	0	16.720423
HFD	SS223_RD1_01_7568	0	0	0	219.9728	57.988266	17.444733	784.32886	0	21.579151	0	0	0	0	0	0	0	0	0	0	0	69.26543	0	279.93655	74.90602	129.8763	0	108.5656	0	235.0181	259.66373	0	186.80946	38.980442	613.44	2.5708952	65.59429	75.97297	395.4213	261.43524	81.73803	208.2456	0	0	0	44.091824	302.25378	32.82568	92.55597	190.81091	0	12.744756
HFD	SS220_RC10_01_7564	0	0	2.7242174	245.9019	17.104635	22.048246	1171.61	0	69.113976	0	276.89908	0	0	0	0	0	0	0	0	0	306.11566	634.61346	399.69016	36.13481	212.95412	0	68.26187	0	478.27914	1312.245	0	0	105.33559	540.7869	3.2563348	67.427216	186.58238	94.55258	86.64311	240.71434	70.06923	55.39626	0	0	0	286.4721	50.244514	53.712967	48.989746	0	8.659763
HFD	SS215_RC5_01_7559	15.692888	0	20.322113	299.46695	72.36608	61.044777	1717.0061	90.86482	149.68549	0	334.78854	0	0	0	0	0	0	0	0	0	203.94087	341.7068	104.52711	23.629364	22.977463	0	86.568054	0	280.05954	663.53577	35.34674	67.229355	0	193.92365	0	44.589916	0	38.576164	38.576164	301.04294	107.52421	0	0	0	51.400566	91.42827	14.886432	24.466259	10.947842	0	14.302906
HFD	SS230_RD8_01_7575	28.119228	150.27129	0	0	6.1823063	84.06425	105.90463	0	61.867275	0	0	0	0	0	0	0	0	0	209.92117	0	107.49465	0	493.6018	81.63263	365.99646	0	182.13208	0	53.735218	72.861855	166.3933	464.14926	0	1703.5183	0	197.25633	188.7738	304.00262	70.202675	24.986778	267.94147	29.433891	26.08073	0	205.68683	424.4782	62.30734	72.38054	77.22391	6.320396	132.06712
HFD	SS187_RA1_01_7529	347.7504	0	45.49843	352.65717	6.012726	80.83105	784.9576	87.000595	64.14997	0	0	0	0	0	0	51.494823	13.229697	0	1183.4409	0	88.125305	501.4804	5399.4033	417.16107	5843.266	0	830.379	25.741192	239.84937	945.3538	63.38938	1215.4875	66.23512	7621.157	23.348372	6198.1665	2356.3186	909.235	385.64014	103.403114	816.1768	1534.8458	845.09894	1472.2124	369.58734	3060.684	1404.6963	153.80305	368.17035	104.04706	111.7966
HFD	SS231_RD9_01_7576	0	0	0	48.670944	0	103.55359	260.04504	0	26.761492	0	0	0	0	0	0	0	0	0	0	0	101.654724	0	79.78199	0	11.08804	0	107.214386	0	59.70404	104.17342	0	0	48.88309	179.2267	0	76.535416	0	110.83765	38.42624	0	89.991875	0	0	0	0	45.127377	28.329268	4.7611313	16.596283	0	2.8573875
HFD	SS228_RD6_01_7573	39.145874	26.250221	0	0	16.996986	49.42211	256.1	0	118.45159	0	334.92017	0	0	0	0	0	10.949245	0	98.00917	0	109.15225	0	284.99182	133.20808	318.30087	0	180.89954	0	27.824661	14.138687	90.40585	555.05475	0	906.9977	0	50.274956	101.99516	325.5882	44.386684	9.131312	196.86223	0	0	0	148.18231	222.13806	25.817577	34.99262	69.04187	0	19.037975
HFD	SS204_RB6_01_7547	0	0	2.6997633	189.0883	44.632195	62.142883	965.6819	0	178.558	0	276.03485	0	0	0	0	0	0	0	142.02766	0	40.104233	248.98537	555.2993	41.299816	145.17262	0	103.85161	0	93.419876	233.54608	0	45.03037	0	644.90234	0	304.84344	242.12076	146.4879	138.20659	244.87923	149.05142	32.205513	0	0	0	333.2067	81.169624	128.85114	170.10544	2.6874485	23.282223
HFD	SS225_RD3_01_7570	15.902847	36.763992	0	0	27.13833	40.149372	92.31792	0	11.453207	0	0	0	0	0	0	0	0	0	0	0	65.52325	99.32345	322.0962	5.951271	115.96392	0	107.53012	0	41.61615	128.1622	0	0	0	562.14624	0	65.78148	180.639	57.75643	7.8608003	3.6417007	38.44214	7.9604588	0	0	0	305.68747	29.11005	3.9767303	69.61771	20.706676	2.6814866
HFD	SS229_RD7_01_7574	0	72.26137	0	78.34878	0	2.9543722	247.1186	0	56.359154	0	0	0	0	0	0	0	0	0	0	0	0	0	88.96098	4.096806	29.69172	0	64.995056	0	32.420403	49.653336	0	0	91.88154	194.31491	0	40.109722	0	86.53659	45.710094	8.910518	99.543884	0	0	0	0	58.017532	23.783585	12.147994	16.917881	0	3.295723
HFD	SS188_RA2_01_7530	0	0	0	336.84937	2.7158008	57.633617	1152.4181	104.43957	76.1703	321.24652	381.42474	0	0	0	0	0	3.7337618	0	0	0	153.48543	165.16084	335.6525	95.85319	235.40276	0	196.72319	0	181.44562	350.18027	101.83873	363.70364	0	1356.7515	3.0211868	46.31037	113.93999	219.60388	177.50717	304.39505	66.32584	0	0	0	114.408775	443.10785	4.7924247	15.187462	62.22619	0	32.4309
HFD	SS208_RB10_01_7551	0	0	0	280.4279	30.456808	39.13332	1163.0542	106.511986	117.037834	0	272.63696	0	0	0	0	0	0	0	0	0	182.6217	479.42188	204.26888	13.160276	32.494217	0	108.60789	0	272.00012	833.00446	0	44.663063	0	338.77133	0	70.226036	43.519524	203.62004	201.91605	146.96452	112.72904	0	0	0	0	144.60603	24.686632	66.31376	31.227554	0	4.677257
HFD	SS304_RC1_01_7660	54.327675	0	0	75.36595	30.666655	25.098864	185.20442	0	268.56415	0	0	0	0	0	0	0	0	0	0	0	0	0	58.88968	5.233816	28.042261	0	85.874054	0	23.091848	0	0	0	0	126.33733	0	54.388985	0	52.422073	47.829414	34.49833	30.439842	0	0	0	0	36.37369	7.8268976	12.982157	15.71163	0	9.784393
HFD	SS164_RF11_01_7496	0	0	2.886135	161.36174	24.724371	40.66541	798.9191	0	159.0816	0	161.40959	0	0	0	0	6.5083065	59.862946	150.9707	236.9002	0	289.66644	646.65454	714.99963	316.3646	397.5539	0	210.23604	7.415606	1115.474	2241.1367	259.01526	901.0865	0	1726.5448	2.9653435	127.066864	234.88208	619.7707	398.43298	370.54007	156.39912	22.94014	0	0	407.58057	654.6053	58.36595	274.5168	243.11884	2.5859509	82.12021
HFD	SS311_RC8_01_7667	129.14807	0	3.0184312	66.29993	0	39.84491	370.78265	0	224.87035	0	0	0	0	0	0	0	0	0	0	0	0	0	104.90023	2.8696117	13.467948	0	159.79964	0	14.360726	32.311176	0	29.73096	0	87.37029	0	72.48699	44.103516	35.976078	0	40.018456	20.078667	0	0	0	0	47.220993	25.000286	11.028734	9.820866	2.5298553	0
HFD	SS315_RC12_01_7671	14.3636	0	0	0	18.568438	55.915165	0	0	1175.2192	0	0	0	0	0	0	0	0	0	0	0	0	0	109.92147	5.2100663	24.852161	0	52.633152	0	2.6818	0	0	23.11832	0	188.46051	0	43.382362	0	43.31388	0	8.75936	29.738794	0	0	0	0	39.85416	23.375439	38.866215	8.959937	0	8.1664505
HFD	SS364_RH1_01_7725	97.81586	0	17.165094	27.624554	14.373775	32.78135	231.78632	0	130.6113	0	300.7092	0	0	0	0	0	7.3867617	0	267.35684	0	157.3675	0	518.31696	89.698364	516.9718	0	242.39879	2.4899921	48.53358	54.214558	0	597.2507	0	2081.69	0	193.79343	192.60986	355.73306	93.236496	43.910866	162.12938	16.397663	33.15219	45.369858	295.92236	693.2978	64.81216	17.544697	114.210625	10.912991	56.929832
HFD	SS367_RH4_01_7728	329.7882	0	16.171095	129.23506	29.765312	134.03255	373.69614	0	182.10062	0	354.93912	104.673904	0	0	0	0	0	0	0	0	108.02802	0	71.19298	16.833988	41.11786	0	64.13927	0	22.29154	12.694616	0	39.058945	0	199.39664	0	0	0	77.842766	65.78153	9.542524	57.319412	0	0	0	0	33.225243	13.576771	38.51451	40.003548	0	8.728089
HFD	SS356_RG5_01_7716	91.578476	0	5.9096107	116.654366	8.784759	123.244316	298.46277	0	179.31361	0	0	108.72105	0	0	0	0	5.9633713	0	0	0	82.49226	0	194.14354	10.513908	59.74348	0	54.679905	0	25.993729	47.783447	0	178.94481	0	614.6345	0	84.04453	56.53965	277.7337	48.663177	12.391443	120.87093	0	0	0	117.80465	303.17493	38.27268	29.87519	51.0118	0	30.571499
HFD	SS335_RE8_01_7693	70.005	324.69336	93.023506	302.48325	46.041435	107.98718	722.02795	147.7084	8086.8594	0	0	0	0	0	0	4.042288	112.96267	145.22491	0	0	93.715034	0	240.85722	10.469122	125.18303	0	189.27141	0	35.94246	20.255198	0	67.68927	0	321.46878	0	357.38217	90.90262	206.11143	130.60025	46.844482	96.44576	0	0	148.16661	0	195.05167	110.98907	10.902929	58.187576	16.583935	16.729366
HFD	SS399_RC3_01_7767	304.75485	0	0	0	0	57.96228	112.250656	0	136.59186	0	0	0	0	0	0	12.337489	0	0	0	0	0	0	54.023323	11.769679	29.204489	0	26.886774	0	27.727236	39.99552	0	50.128246	0	172.53674	0	0	0	39.770172	39.770172	11.462282	16.53156	0	0	0	41.391663	99.53075	5.0933876	13.321219	19.750164	0	6.5693426
HFD	SS360_RG9_01_7720	60.64108	0	3.8142476	94.95186	11.153639	104.91495	295.07468	0	222.67438	0	203.32722	102.456726	0	0	0	0	8.878675	0	105.00734	0	39.842896	0	365.09314	41.11673	78.46655	0	266.09915	0	34.342445	19.701973	0	252.52614	0	939.79193	0	96.694084	100.6635	309.8789	61.233574	31.34136	50.81241	0	0	0	115.01249	385.76254	50.371548	27.057257	43.525776	8.114361	41.886505
HFD	SS368_RH5_01_7729	31.63979	0	2.6839795	76.34763	8.541281	54.013054	472.3945	0	144.12708	0	0	0	0	0	0	0	0	0	0	0	55.097786	0	157.80731	5.430572	9.668579	0	147.24203	0	45.031853	101.13762	0	25.664143	0	54.685604	0	72.58985	70.72686	251.74704	40.38751	7.8749504	78.13031	0	0	0	0	31.565735	15.577903	21.796783	14.282714	0	6.502414
HFD	SS398_RC2_01_7766	64.595604	0	0	0	0	13.36216	0	0	91.5569	0	0	0	0	0	0	0	0	0	0	0	0	0	16.425962	0	4.61582	0	23.542414	0	6.876905	0	0	0	0	26.296421	0	31.702877	0	21.64429	3.010181	0	8.134422	0	0	0	0	9.517949	14.169033	0	0	0	0
HFD	SS362_RG11_01_7722	486.3688	0	21.928942	251.1167	42.442154	200.19354	228.78316	81.93467	125.56931	0	581.35785	128.72435	0	0	0	2.8119707	7.938203	0	157.0365	0	0	0	395.84308	47.64845	361.79907	0	192.86575	0	18.737377	63.290375	0	341.1661	0	1335.2705	2.645073	123.32106	172.62523	180.10983	78.93651	26.830276	75.669205	15.630619	27.63276	49.023273	154.89882	440.86578	55.891747	54.2476	79.964294	0	40.677254
HFD	SS342_RF3_01_7701	32.634987	0	4.3338757	256.6109	3.4873302	383.28064	994.8809	269.72385	220.16591	0	505.5541	80.30156	0	0	0	9.590002	6.0588226	66.699066	196.90242	0	293.847	0	445.3033	19.26228	116.63078	0	241.62845	0	15.578238	26.615694	50.36876	73.5455	0	415.95914	0	269.1146	187.16743	381.5518	66.51089	40.300194	100.71067	0	0	0	0	194.32756	114.99657	15.788321	26.871058	3.6135287	9.977196
HFD	SS347_RF8_01_7706	46.190243	0	5.429782	250.53339	0	104.96711	493.0873	75.29655	190.18661	0	350.1718	0	0	0	0	2.714275	22.463598	62.945805	290.22485	0	0	117.66616	530.1501	181.02115	549.50635	0	133.98097	0	105.038124	209.9883	45.49076	808.02057	22.793587	2034.0834	0	138.79271	334.5787	467.64948	328.36145	60.715973	124.24034	11.594496	44.72001	42.090027	459.26068	743.3521	88.26442	92.5609	251.86137	10.70632	78.10266
HFD	SS366_RH3_01_7727	95.38941	0	3.6300063	98.93693	23.833487	70.004	362.0586	0	0	0	0	0	0	0	0	0	16.961254	0	85.27115	0	58.296787	0	198.9073	47.16117	382.0539	0	29.600224	0	29.119398	50.082718	0	282.3473	0	1496.9509	0	0	81.08246	42.118034	40.19896	23.15039	97.23512	0	0	0	111.5999	401.4555	21.282131	24.810123	84.92036	0	35.19391
HFD	SS369_RH6_01_7730	56.021805	0	6.1607056	60.79182	17.709854	82.45599	453.75513	0	141.1724	0	0	0	0	0	0	0	0	0	0	0	0	0	89.07247	2.7262688	29.655544	0	43.518925	0	69.5965	46.664246	0	36.293175	0	293.60632	0	102.21217	0	104.58047	20.18408	2.770193	53.229126	0	0	0	0	135.80247	32.37352	0	13.186738	0	4.1009216
HFD	SS350_RF11_01_7709	18.528677	0	5.3776474	87.39196	52.846924	93.387924	293.11768	0	160.5945	0	476.09006	95.77757	0	0	0	0	0	0	0	0	103.94372	0	92.27342	21.4807	42.73043	0	39.632454	0	20.959053	14.72871	0	55.509052	0	274.3254	0	57.088085	0	103.959564	31.579155	73.29512	65.7249	0	0	0	45.117767	75.002785	31.290958	110.96549	119.46652	0	7.328228
HFD	SS345_RF6_01_7704	59.986214	0	2.5025349	83.19295	2.6293344	62.73406	190.04031	0	419.0461	0	0	115.7525	0	0	0	0	0	0	0	0	188.49521	0	239.35204	13.098434	16.747353	0	214.49115	0	38.21504	13.880486	0	51.43956	0	241.5593	0	178.76437	104.68322	398.69003	52.137215	3.2105293	167.51233	0	0	0	64.04985	68.76495	72.70449	20.85668	37.280167	3.5158057	8.319046
HFD	SS346_RF7_01_7705	41.715176	0	6.162129	146.01338	0	70.17342	315.37192	0	301.19507	0	408.53488	191.05176	0	0	0	0	10.446634	0	0	0	126.737305	0	204.01949	16.074074	36.53561	0	64.26618	0	33.20178	107.48178	0	76.91611	0	327.15186	0	101.4328	71.46338	290.43738	66.10198	7.334276	111.13515	0	0	0	0	136.38799	51.864197	19.257477	50.401024	2.5820866	21.936075
HFD	SS355_RG4_01_7715	52.208973	0	3.2163987	127.29831	12.362041	124.81994	283.87296	0	116.38736	0	264.33865	115.78702	0	0	0	0	3.616619	0	0	0	53.431362	0	224.41	3.4429393	65.5733	0	248.73677	0	19.821445	13.717581	0	0	0	272.61514	0	85.582016	40.8491	447.98135	57.737206	2.9013824	152.57935	0	0	0	0	80.821106	29.161238	3.1879902	9.000043	4.2780204	6.938257
HFD	SS353_RG2_01_7713	45.677834	0	2.871794	77.89746	2.6620703	137.2709	362.66556	0	282.56128	0	523.0745	194.35695	0	0	0	0	0	0	0	0	99.336365	0	169.87854	15.674979	21.148056	0	117.17549	0	49.700073	61.719673	0	64.65481	0	306.42545	0	165.79736	53.398525	400.4042	47.624153	0	148.20518	0	0	0	41.138992	142.7665	57.81456	12.753214	12.18153	0	24.533653
HFD	SS365_RH2_01_7726	70.792175	0	2.836598	156.541	28.973259	97.38402	278.74692	93.91041	145.50545	0	370.15073	0	0	0	0	0	0	0	0	0	63.26247	0	123.7047	16.127567	57.973026	0	71.87822	2.7963257	9.966246	2.7896948	0	26.107857	0	254.86293	0	99.52414	0	210.00537	67.9655	12.980458	230.22128	0	0	0	0	44.535816	46.347595	6.7581654	23.238873	0	17.372677
HFD	SS332_RE5_01_7690	61.33072	34.17201	5.890876	228.27205	6.774459	96.67407	190.61365	0	241.9195	532.093	240.13275	0	0	0	0	0	114.60248	199.5631	248.12216	0	130.0369	0	890.5022	170.08063	472.73517	0	191.3543	0	17.821175	28.660217	0	285.21283	93.84477	1596.5775	0	606.2099	426.16205	492.56943	310.61	351.72598	454.32678	49.57732	99.630936	289.41757	73.422554	757.2913	198.17981	121.73633	330.90137	2.5966563	50.487537
HFD	SS359_RG8_01_7719	88.202965	0	6.098472	137.56026	14.255932	56.3069	186.02219	0	99.06368	0	350.01706	100.881516	0	0	0	0	0	0	0	0	0	0	243.80957	49.771088	57.36358	0	175.65877	0	74.384384	93.843185	0	116.04152	0	455.9995	0	380.05634	74.29181	330.64307	53.925713	44.899998	151.52017	10.000777	0	35.871407	85.14952	208.64438	148.35321	30.65855	22.700308	3.0687757	38.266518
HFD	SS370_RH7_01_7731	708.16046	0	93.6364	229.86906	189.13383	147.61089	394.96994	126.86978	672.9775	0	407.984	0	0	0	0	12.507656	25.330101	0	410.46432	0	0	0	639.6614	267.03992	737.64343	0	260.42783	0	133.5122	224.98492	57.558674	1445.1989	0	2988.837	0	94.79201	415.6198	525.19135	526.65955	64.31116	218.43307	77.153336	53.72939	0	805.7018	1051.728	50.400772	123.24631	343.568	6.5542717	126.89968
HFD	SS416_RD8_01_7787	70.76768	0	16.789146	402.5548	0	199.78693	328.7311	123.53269	135.95944	0	222.15929	0	0	0	0	0	0	0	0	0	111.82771	0	250.22372	11.743242	83.35232	0	231.10515	0	42.760967	6.827029	0	47.220295	0	321.83066	0	278.92563	130.88983	318.7036	125.07837	16.732788	232.15048	38.963486	0	0	0	90.59129	109.37662	48.914436	23.502846	3.32306	6.7310786
HFD	SS414_RD6_01_7785	52.74746	0	20.81684	666.2864	5.5235057	95.661255	487.44434	184.51973	198.52072	808.1215	777.90295	0	0	0	0	10.144681	0	0	197.96045	0	0	178.70656	395.3657	22.287436	190.709	0	226.45842	0	60.270855	63.65937	69.704865	35.868126	0	317.99875	3.2062073	347.78442	190.11871	259.06497	121.03982	105.82626	125.7967	0	0	0	0	112.4325	153.98012	14.260261	35.353603	0	6.314496
HFD	SS392_RB8_01_7759	40.103767	0	0	260.29074	5.5475388	64.938065	995.2545	0	77.339584	0	0	0	0	0	0	0	0	0	0	0	152.06483	576.6611	478.34662	135.9339	414.34805	0	254.45743	5.7509155	281.65295	798.0957	0	17.189068	181.30112	84.499664	3.6713753	210.45828	260.6763	303.3377	226.1886	35.285683	267.4792	31.988895	0	0	0	293.60962	45.623226	168.38252	87.82345	0	36.086063
HFD	SS394_RB10_01_7761	12.710401	0	0	259.15472	0	21.345615	1082.0624	55.392452	104.426254	0	0	0	0	0	0	0	0	0	135.95534	0	274.5884	630.7827	254.95256	104.19986	242.98958	0	219.53238	0	614.5596	1548.0629	0	374.44208	0	756.7978	0	32.66813	129.8256	253.22974	140.14505	167.7369	204.28027	28.79203	0	0	194.31691	496.7104	31.072655	79.776794	175.41104	0	5.722843
HFD	SS413_RD5_01_7784	61.940495	0	48.739483	223.35284	98.76982	72.98363	534.97754	154.73656	158.94743	0	513.1463	0	0	0	0	0	0	0	89.05208	0	92.04822	0	274.8086	14.244495	200.70004	0	213.7984	0	31.988638	24.308311	81.9503	42.11264	0	394.29437	0	220.95778	207.74678	345.37045	94.00828	91.21455	77.193794	0	0	0	143.5339	448.72128	197.99532	21.216248	46.439278	0	20.155499
HFD	SS393_RB9_01_7760	73.90448	0	0	120.40195	0	27.312498	561.72534	0	54.604362	0	0	0	0	0	0	0	0	0	93.36973	0	69.293465	371.04425	196.54463	45.56333	99.80241	0	78.35619	0	192.19707	504.04965	0	66.699234	0	512.9608	0	0	0	262.1423	183.52438	136.97934	58.57741	0	0	0	0	164.96046	0	40.13746	30.824345	0	0
HFD	SS363_RG12_01_7723	136.18848	0	37.293446	300.75504	19.86065	100.53208	1056.7054	79.05891	30.313513	0	0	0	0	0	0	74.002426	119.480316	219.66663	607.01056	0	251.02238	376.3327	2294.605	880.4417	1636.893	0	247.42867	14.059959	439.21802	831.1919	470.93262	3845.8362	53.94808	2606.7441	5.7024097	217.60072	877.3241	384.7088	234.07047	232.23785	412.8333	28.699253	216.01476	171.08305	1873.4902	2006.9216	274.60245	158.58951	526.4785	2.6013613	291.5751
HFD	SS415_RD7_01_7786	63.51394	0	0	103.59084	31.907621	62.45615	206.38132	0	97.930115	0	0	0	0	0	0	0	0	0	0	0	0	0	20.107101	0	0	0	31.411346	0	9.628601	0	0	0	0	5.547251	0	44.961044	0	68.51152	3.4603858	0	28.96496	0	0	0	0	2.9255219	4.1395845	3.6398888	0	0	2.721262
HFD	SS361_RG10_01_7721	261.57303	0	109.95958	184.29222	44.486446	167.74983	313.13412	68.28871	197.06749	196.34015	783.1736	145.57341	0	0	0	4.708497	36.29346	0	186.00183	0	0	0	301.26038	39.777718	338.8281	0	243.56444	0	62.854496	118.26338	0	171.72298	0	755.4521	0	92.298004	132.2909	376.73923	108.98705	83.220505	88.99352	0	0	19.03717	49.16717	290.45767	36.557865	32.98692	53.871235	2.5444508	30.977215
