ATTRIBUTE_diet	filename	MS_718	MS_614	MS_1557	MS_3957	MS_4136	MS_485	MS_4039	MS_9983	MS_840	MS_15981	MS_13814	MS_10645	MS_30185	MS_23517	MS_29852	MS_23461	MS_30388	MS_30838	MS_28632	MS_30065	MS_23805	MS_25563	MS_29013	MS_27931	MS_28897	MS_29738	MS_23556	MS_30215	MS_24526	MS_26131	MS_22498	MS_28514	MS_25616	MS_29459	MS_26934	MS_30091	MS_29005	MS_24489	MS_23873	MS_23840	MS_28750	MS_28944	MS_29727	MS_30179	MS_28483	MS_29435	MS_30085	MS_26700	MS_27625	MS_29509	MS_27861
-	compound	Putrescine-C2:0	Histamine-C2:0	Cadaverine-C3:0	Valine-C2:0	Cadaverine-C5:0	Spermidine-C2:0	Methionine-C2:0	Phenylalanine-C2:0	3-methylhistidine-C2:0	Leucine-C5:0	Phenylalanine-C4:0	Tyrosine-C5:0	Amylamine-C16:0	Asparagine-C14:0	Amylamine-C18:2	Putrescine-C18:2	Amylamine-C18:1	Amylamine-C18:0	Valine-C16:0	2-phenethylamine-C16:0	Spermidine-C16:1	Spermidine-C16:0	Leucine-C16:0	Valine-C18:2	Valine-C18:1	2-phenethylamine-C18:2	Lysine-C16:0	2-phenethylamine-C18:1	Spermidine-C18:2	Spermidine-C18:1	Spermidine-C18:1	Leucine-C18:2	Aspartic acid-C18:2	Leucine-C18:1	Aspartic acid-C18:1	Leucine-C18:0	Phenylalanine-C16:0	Lysine-C18:1	Lysine-C18:1	Arginine-C16:0	Methionine-C18:1	Leucine-C20:3	Leucine-C20:2	Leucine-C20:1	Phenylalanine-C18:2	Phenylalanine-C18:1	Phenylalanine-C18:0	Tyrosine-C18:2	Tyrosine-C18:1	Phenylalanine-C20:3	Tryptophan-C18:2
NC	SS54_RE6_01_7366	820.7182	179.81813	470.4667	42.808426	75.2424	170.9204	560.988	0	339.69098	0	0	0	150.72855	0	0	14.240248	73.64259	41.20126	0	0	0	0	26.434551	5.672232	13.369328	0	53.775436	28.764357	63.342518	69.38557	49.52163	46.15896	0	28.708683	10.564474	0	0	13.577969	5.786967	13.335962	4.4468307	0	0	0	45.5526	15.414402	0	50.582558	4.473233	0	28.700562
NC	SS382_RA10_01_7748	367.1788	909.0363	522.9539	120.08626	56.273537	146.02191	1451.2699	218.41171	363.022	0	145.6061	0	817.7535	0	172.9409	21.488409	383.31677	192.2461	0	0	35.305927	0	208.73291	41.16358	96.693375	0	221.01515	80.03818	51.48575	5.3046303	0	438.92734	90.87746	436.82962	3.854845	38.935165	147.84174	119.625305	17.202599	59.438385	29.398045	0	73.66638	0	370.68884	304.74167	42.2156	105.914696	79.985855	12.359835	263.56854
NC	SS420_RD12_01_7791	563.47296	619.757	46.576073	483.03836	2.701868	39.3153	385.80423	397.9299	375.038	0	0	0	437.52234	0	0	3.914777	186.8145	63.75958	0	0	0	0	34.433582	7.730999	9.536161	0	41.385204	52.052925	33.259422	0	0	39.00121	0	21.919401	0	0	0	30.044556	26.612797	12.919775	0	0	17.349997	0	67.91886	8.782336	0	25.94864	0	6.836541	36.41729
NC	SS57_RE9_01_7369	328.86578	530.99915	254.76857	0	37.305077	166.59586	91.45271	0	121.24321	0	0	0	128.74438	0	65.89177	7.3047953	73.97316	0	0	0	0	0	23.81726	3.1552534	0	0	24.505608	13.95504	19.356445	0	0	0	0	0	0	0	0	7.260252	0	4.132513	0	0	0	0	23.542027	0	0	0	0	0	12.915644
NC	SS417_RD9_01_7788	640.63007	1297.0398	401.9767	814.5451	16.100859	116.726685	157.8485	609.0914	490.83066	0	0	0	2083.5486	0	464.5401	46.628895	1005.2507	378.40402	73.03215	0	0	67.53507	189.05115	122.75019	142.73657	170.39854	283.9516	308.15985	76.40204	46.28387	0	478.59702	25.131104	363.5748	3.2148514	0	146.62842	191.5897	620.0518	163.68002	30.291328	35.311012	41.835228	0	736.8326	257.69998	20.715794	106.44678	22.436409	18.3553	347.49567
NC	SS387_RB3_01_7754	272.57822	142.66606	69.15936	40.24993	14.63192	55.41565	111.244705	120.26375	315.55243	0	0	0	1083.371	0	251.7713	38.318413	525.8854	215.09871	63.585144	0	0	0	159.3362	74.876755	40.087563	0	123.68632	155.38368	82.680984	25.360277	0	460.09955	84.76694	243.95082	0	0	74.1777	126.920166	14.304878	56.45718	9.067087	0	0	0	304.13812	81.54225	14.386721	44.089676	19.403385	5.778656	231.88258
NC	SS50_RE2_01_7362	1219.9377	320.39203	523.21826	147.25092	0	421.03867	296.3966	148.73645	336.49323	0	0	0	53.987396	0	0	14.149941	35.790382	0	0	0	0	0	31.880161	3.2592368	0	0	77.44445	14.124419	104.31475	0	0	21.321	0	2.8508744	0	0	0	28.770317	17.413172	6.3072863	2.602129	0	0	0	84.34888	31.153463	3.289784	9.706041	0	6.6638994	40.841347
NC	SS421_RE1_01_7793	2875.1685	437.32477	111.043495	200.73033	0	275.3851	947.1467	177.00284	321.3218	0	0	97.78391	215.34966	0	0	23.45206	62.148155	0	0	0	0	0	43.756023	9.204546	15.25354	0	32.545116	10.996166	42.733788	0	0	36.743526	0	32.75818	0	0	0	8.360172	7.317007	0	2.85604	0	0	0	35.518665	17.612358	0	4.26079	0	0	29.826805
NC	SS408_RC12_01_7832	99.498405	1362.0968	213.8487	309.73077	27.496284	439.79602	424.1131	107.986435	315.33582	0	0	0	243.11273	0	0	7.8361335	79.436485	41.573456	0	0	82.216064	0	44.937874	6.077222	46.161617	0	25.932331	24.203476	16.119377	0	0	47.007156	26.97906	111.122314	2.7103868	29.762686	0	76.37199	51.837025	73.20425	16.07791	26.294466	22.386915	0	35.82392	69.442116	24.739029	96.08806	49.735683	11.4318285	42.03766
NC	SS391_RB7_01_7758	289.98575	0	66.95772	113.57766	2.5685503	101.742226	269.1864	156.20372	301.2627	0	0	0	1261.7871	0	232.39175	32.733738	613.1475	270.8342	0	0	0	0	64.80215	63.559692	8.113197	0	203.19388	145.93526	48.055546	4.9279447	0	295.5428	73.29174	98.7533	0	0	0	110.23247	12.817912	89.76127	7.5256624	18.875013	14.367851	0	281.40125	88.22555	3.1610613	67.99341	4.0417814	15.740692	259.92532
NC	SS410_RD2_01_7781	594.3876	694.8253	138.35754	452.4127	26.103392	51.826553	298.91965	163.59323	325.1831	0	0	0	437.11716	0	129.72377	12.687598	176.13405	59.52319	0	0	69.37172	104.68345	55.784122	64.65353	51.65353	0	43.051548	63.82016	9.131116	2.4922132	0	204.81213	52.89362	73.202	0	0	0	88.811424	37.864796	16.276022	7.2358203	0	0	0	178.3676	43.001354	10.020824	26.20592	6.0118737	15.43718	187.95215
NC	SS372_RH9_01_7733	328.7603	2501.7683	380.3889	215.01898	105.61439	442.28232	356.03427	142.89696	403.26807	0	0	0	1009.7792	0	299.44882	42.983486	495.03415	146.62311	0	0	0	81.790405	52.878883	38.462963	30.229998	0	197.15622	77.57277	39.97573	10.703012	43.081474	334.08636	47.048088	212.29248	0	0	0	131.3724	35.847366	127.25716	13.579979	0	12.03513	0	334.5829	54.268463	7.5289	77.43898	11.677977	15.152529	185.5966
NC	SS373_RA1_01_7739	280.8789	1258.6082	88.49679	103.94891	19.928793	184.46198	667.63196	125.29776	310.7837	0	0	0	555.6707	0	0	22.706945	275.00308	72.771935	0	0	0	0	94.75031	69.26336	121.83569	0	226.06552	56.049934	100.189766	49.979736	0	252.41235	90.14655	336.4708	0	0	0	148.03856	45.27726	49.57157	46.203606	0	9.9006815	0	199.98407	123.5445	12.66994	52.80972	18.723406	9.694293	136.40205
NC	SS53_RE4_01_7364	402.42282	191.20404	134.74236	0	20.064886	120.965225	129.2655	0	190.64484	0	0	0	38.082184	0	0	7.954857	10.578312	0	0	0	0	0	22.480156	0	0	0	27.61408	12.039522	22.383038	0	0	0	0	3.773384	3.3793354	0	0	7.472515	3.0143003	3.7925758	0	0	0	0	46.212967	13.162406	0	0	0	0	21.364803
NC	SS424_RE4_01_7796	1917.9398	413.60825	58.02873	201.85846	0	403.62833	803.804	129.90073	306.09988	0	0	0	98.78384	0	0	29.96042	43.270554	0	0	0	0	0	3.4468412	0	0	0	35.77267	7.153008	22.65499	0	0	0	0	0	0	0	0	4.011326	0	9.4275465	0	0	0	0	0	0	0	5.3521547	0	0	20.257828
NC	SS411_RD3_01_7782	74.60036	346.2448	42.01366	348.99213	97.080414	177.6275	447.86407	198.31978	524.0271	0	123.32592	0	613.8041	0	0	0	214.89975	129.21687	0	0	52.57401	0	107.7885	10.656542	6.527939	0	153.73157	51.210907	35.245823	3.3548832	0	56.401627	57.42473	117.55065	0	0	0	129.63469	30.6722	25.413723	3.971221	0	31.86695	0	42.279728	56.677917	11.5092125	43.510067	29.840992	3.0982828	73.60602
NC	SS378_RA6_01_7744	109.23626	2354.0718	375.85846	0	503.29648	75.67114	163.08977	0	469.19656	0	0	0	666.9518	0	154.356	13.389418	314.63895	79.12348	0	0	51.251114	0	70.3922	49.446407	44.724525	0	155.58176	72.96355	16.812712	15.819776	0	265.50952	41.255558	104.61128	0	0	0	167.6929	46.92122	90.473656	9.5039425	19.985142	54.61226	0	155.57716	101.46032	18.360725	18.134113	3.8818645	21.244305	203.88496
NC	SS380_RA8_01_7746	301.86685	2189.1013	890.14276	51.66975	633.7235	149.697	367.2017	104.854355	561.6976	0	0	0	1005.43524	0	238.48601	57.992012	465.92947	151.76187	0	0	176.47777	0	68.77085	43.18834	64.96164	74.52333	218.08806	84.6575	29.779709	21.929792	0	262.646	120.57247	194.31512	0	0	0	225.33878	66.3282	227.90973	13.001532	48.757317	13.625134	0	190.72751	90.58437	22.982124	84.47914	9.094581	34.918606	243.55666
NC	SS422_RE2_01_7794	4548.3926	403.09262	584.43567	1418.74	0	335.37216	1772.6174	498.9343	439.45786	0	0	326.8278	204.14644	0	0	56.07324	67.01533	54.543465	0	0	0	0	58.37406	11.6260395	8.300518	0	35.962494	37.12869	156.81578	23.75615	0	49.49903	0	64.51099	0	0	0	44.33749	30.013924	6.6529846	10.92493	0	0	0	76.74324	79.661766	30.41821	29.767487	14.576568	9.421378	34.118385
NC	SS412_RD4_01_7783	217.60223	414.6811	112.73526	511.72818	136.55206	189.60118	229.51303	155.44884	438.68973	0	0	0	861.39856	0	0	9.074052	335.3619	113.643105	0	0	0	0	104.87904	22.631489	9.543669	0	218.33615	59.625248	20.547302	0	0	98.62607	27.550362	66.4624	0	0	0	109.048744	4.180279	65.71334	4.39411	0	12.937939	0	76.41832	27.394897	9.346006	34.198074	6.044176	18.371117	49.589985
NC	SS374_RA2_01_7740	3147.7402	2744.0483	302.3288	72.80465	48.185448	1672.0896	385.90817	86.710144	226.66525	0	0	0	1032.344	0	183.80518	94.21675	459.39645	177.31248	0	0	0	0	75.08922	47.686947	35.54988	0	157.93951	104.664955	75.234604	5.33115	0	337.99738	99.80935	146.23465	2.5298553	0	0	104.93605	27.841066	92.378944	2.8002176	17.297049	0	0	288.5326	56.105255	9.241152	55.011703	3.4634342	4.372161	226.35855
NC	SS385_RB1_01_7752	167.72995	0	145.99599	43.057014	30.374233	56.96466	236.61613	154.13472	421.1255	0	0	0	995.5397	0	223.7519	42.541893	463.48087	194.01875	0	0	0	0	92.66133	59.785748	78.21905	0	181.02045	106.75904	53.785965	15.229451	0	325.6268	0	220.93803	0	0	0	88.51198	25.168463	65.87456	12.113712	0	18.68949	0	288.25378	134.22334	11.000633	58.862892	12.756975	19.54998	147.71188
NC	SS390_RB6_01_7757	234.51642	325.81775	45.94638	216.64755	11.187909	82.61732	200.17049	157.36235	384.74023	0	0	0	831.2699	0	192.82005	22.616272	399.0914	176.41383	0	0	0	0	46.828175	32.525517	20.664087	0	87.20047	110.28269	62.313427	2.7350664	0	183.14781	79.9846	87.63917	0	0	0	67.12311	18.832586	42.64981	13.628394	0	0	0	128.39851	54.24821	3.265297	47.832287	7.8349705	13.5445595	131.95848
NC	SS409_RD1_01_7780	250.2402	853.17236	157.55434	610.4769	123.48179	111.14152	120.20006	310.38455	577.38794	0	0	0	455.97876	0	157.8928	13.001728	215.47523	67.54572	0	0	0	0	66.95641	54.898735	16.822325	0	88.739075	58.779205	9.049494	0	0	258.23856	103.268745	43.027626	0	0	0	101.77356	25.224121	36.008133	11.171039	0	0	0	148.46126	51.26577	0	10.616498	6.700762	12.953821	192.78595
NC	SS11_RA11_01_7317	265.35455	351.87625	527.0381	25.107113	29.330696	343.51642	228.61974	0	344.24673	0	0	0	61.94376	0	0	52.536823	50.15774	0	0	0	0	0	11.200642	9.011249	0	0	63.771896	13.946001	96.352905	0	0	27.738892	0	8.837732	0	0	0	51.945175	26.802517	35.621277	0	0	0	0	98.31905	19.763422	3.5558724	15.415927	0	0	94.197334
NC	SS383_RA11_01_7749	314.15088	1145.3105	205.02713	67.07672	20.918808	41.41666	973.381	145.68004	382.53287	0	0	0	234.90921	0	0	9.867214	108.001465	0	0	0	0	0	61.441784	21.736195	30.801533	0	35.125923	19.825264	15.940515	2.7143104	0	97.54031	0	170.94354	0	0	0	25.035875	10.612214	14.662151	4.469261	0	0	0	89.40558	102.09704	7.932429	34.0502	33.05318	5.8712034	60.71093
NC	SS407_RC11_01_7777	163.37778	254.90889	108.13772	398.19775	200.82004	87.17093	211.63504	74.106926	406.65207	0	0	0	815.02856	0	243.2395	48.92045	398.81088	140.61731	107.40681	0	0	95.99859	159.71776	56.15041	98.13186	0	188.97987	103.49438	24.659824	3.4674978	0	272.28616	0	174.26038	0	0	104.04282	81.46408	19.638197	92.135254	24.875515	0	25.312828	0	171.33115	94.15416	26.75454	70.72192	19.189949	10.511259	244.69855
NC	SS386_RB2_01_7753	202.57648	0	34.642784	0	25.260689	117.59642	232.88719	97.398636	303.68066	0	0	0	668.78235	0	163.40631	11.754408	335.01868	160.68625	0	0	0	0	50.55355	33.124073	38.30312	0	140.2394	74.05228	43.20747	2.8430557	0	102.772156	43.540245	160.66093	2.8027878	0	0	65.10921	7.4612727	17.413239	8.705201	0	0	0	126.2298	60.689075	7.2039614	55.938812	11.448946	3.880138	73.67328
NC	SS376_RA4_01_7742	4194.699	3131.369	963.27454	86.97209	82.86787	1729.3326	460.57996	132.60672	353.8175	0	0	0	1205.8562	0	263.46637	151.08218	592.936	207.08968	0	0	0	0	132.98767	65.149864	126.25993	107.27499	219.9291	150.01947	104.595566	110.46716	162.27214	473.83252	76.55136	356.44025	0	0	0	151.25642	63.896164	117.239334	18.001102	0	0	0	388.43222	183.24657	5.6147714	41.886044	14.512315	8.860931	261.64832
NC	SS384_RA12_01_7830	125.35805	2563.7202	151.13786	75.835556	59.871643	93.33597	304.39215	142.02068	476.63986	0	0	0	681.9938	0	188.88411	11.030169	437.01752	212.31671	0	0	0	0	100.86045	52.90466	31.09441	0	58.738052	79.19694	18.831717	3.427168	64.03708	323.8244	120.782486	55.56945	2.900784	0	0	88.61788	49.712048	55.627136	6.4716363	0	8.347958	0	207.13707	44.88824	6.916796	70.50157	10.786393	25.120674	207.8104
NC	SS379_RA7_01_7745	182.02448	1475.4161	732.2131	156.68864	567.4049	386.55893	405.02002	102.01711	608.3734	0	235.09132	0	790.20483	0	163.05756	18.777878	366.0431	118.09962	0	0	95.079445	0	49.91879	23.502289	11.537371	0	229.5882	80.19285	30.447384	5.097806	0	145.80159	76.10583	104.855804	2.6643834	0	0	132.10762	37.933346	159.83873	6.742568	31.049538	10.311243	0	114.623764	31.906225	12.786556	40.68121	19.030388	8.470724	200.70563
NC	SS388_RB4_01_7755	289.2463	1404.1478	77.77648	0	21.07531	61.99642	0	0	469.74728	0	0	0	580.6936	0	76.50027	12.714852	278.65826	100.80639	0	0	0	0	33.183575	19.765121	3.23911	0	38.548527	53.95978	20.042055	0	0	121.568924	44.921604	34.254013	0	0	0	32.817448	9.882185	22.326824	3.770012	0	0	0	156.3909	32.441666	2.749412	34.28699	2.9807205	9.927793	205.87515
NC	SS179_RH2_01_7512	763.0923	157.25496	1290.7051	228.44331	57.74489	362.54065	1717.3585	162.7519	296.85098	0	0	99.45029	443.31958	0	0	19.099037	121.56321	0	0	0	0	210.4523	153.20271	26.499313	37.18666	0	149.56229	16.397697	264.98703	301.18637	0	116.056656	0	84.7086	0	0	0	44.680313	14.970168	46.11225	4.854107	0	0	0	109.68855	36.29974	0	45.926933	3.0771565	2.7237654	44.562534
NC	SS325_RD10_01_7682	573.9154	610.55646	129.40492	0	30.933935	368.49634	211.03067	60.429134	159.76132	0	0	0	957.4463	0	137.25186	18.732492	545.26294	323.3576	0	0	0	0	27.618046	17.376455	30.134102	0	111.77372	184.86946	56.9245	0	0	86.48717	1112.5786	70.877884	507.2267	0	0	44.84721	22.650578	50.505157	15.698949	0	0	0	110.452705	34.774372	13.329469	9.565714	4.4651723	0	93.30053
NC	SS12_RA12_01_7318	198.29083	413.6185	859.9778	39.089348	44.952168	175.71968	443.27667	69.41452	279.52335	0	0	0	53.38852	0	0	59.013565	37.968075	0	0	0	0	0	20.555052	13.9534645	2.8769436	0	82.45238	10.127718	133.16405	0	0	55.245564	0	17.349472	0	0	0	53.931488	24.878067	77.790955	2.8418655	0	0	0	100.252014	19.358738	0	47.551315	11.272728	2.841741	111.587364
NC	SS258_RF12_01_7605	0	0	0	131.81989	0	2.0519996	837.18976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.084248	0	0	0	29.04721	0	0	0	0	0	0	0	0	0	0	0	11.042966	0	0	0	0	0	0	10.488964	30.575684	0	0
NC	SS243_RE9_01_7589	97.40992	0	113.7314	112.96088	254.19977	405.5486	978.46124	124.53339	200.6242	0	0	0	1535.967	0	0	39.952522	395.52826	200.23488	289.2766	0	264.27472	423.0965	491.4477	14.595366	75.207825	0	179.01663	60.261536	699.2339	789.53546	86.42997	114.88612	0	359.29047	8.972464	0	144.9682	54.141155	39.727905	320.1962	5.860221	0	11.866659	0	87.561615	126.740685	12.167849	69.13367	15.5121155	3.2233744	47.37308
NC	SS242_RE8_01_7588	168.47032	0	259.33093	148.53226	180.4894	236.62425	922.6843	137.62112	233.67857	0	0	0	1273.1918	0	0	41.78591	290.0464	110.49905	191.42593	0	146.9891	296.69397	332.19382	10.050253	49.211033	0	161.54904	24.796144	570.1511	601.185	121.55571	73.98026	0	110.800255	3.1218567	0	0	50.54215	6.8551683	193.88834	3.6347022	0	0	0	49.190243	49.11459	2.6874485	33.069267	15.925009	2.694788	43.47869
NC	SS233_RD11_01_7578	143.91447	0	70.94064	217.80876	67.787155	157.78334	1032.2401	142.08524	193.41705	0	101.0492	0	0	0	0	25.705818	15.278107	0	0	0	0	0	19.31966	12.438971	25.00547	0	58.569153	7.852155	85.77415	76.31035	50.176697	82.42416	0	100.8663	0	0	0	20.084135	15.200312	41.70329	26.962032	0	0	0	74.64769	49.836765	3.0772371	24.71845	11.783332	0	34.272987
NC	SS232_RD10_01_7577	427.1437	92.46524	83.91313	190.67334	55.62446	729.86	477.96704	219.64438	171.41962	0	645.83966	0	165.29956	0	0	63.530506	82.932976	0	0	0	0	191.12805	52.971554	52.0175	37.84299	0	169.2724	18.384298	230.86903	65.38531	50.225212	253.4387	0	118.40996	0	0	0	109.54022	55.092087	43.125633	17.740969	0	0	0	211.87921	116.52785	15.065841	51.869396	27.045925	2.547989	123.29378
NC	SS235_RE1_01_7581	53.121117	0	141.00636	479.2288	2.9801888	105.89785	1488.4102	232.30687	233.32208	0	0	0	1054.7174	2337.0288	0	39.468117	269.71722	122.07478	175.44016	0	48.847046	0	295.22598	18.089447	52.89303	0	118.180435	26.582369	105.49109	250.38554	0	114.41068	0	221.02496	0	0	89.74385	53.793243	40.051956	101.11675	25.172573	0	0	0	99.16152	60.457016	10.499172	76.44572	23.228226	7.519829	56.841354
NC	SS244_RE10_01_7590	534.6325	751.46655	200.87424	45.851433	160.21887	587.0338	338.0612	0	564.78424	0	0	0	513.7765	0	0	9.498371	216.69516	91.7565	0	0	0	0	36.612633	8.3511715	24.486662	0	31.452042	27.183968	6.0270147	0	0	37.721638	0	61.954735	0	0	0	63.920944	7.0910215	111.15102	3.086934	0	17.278696	0	43.872692	15.157471	0	39.69396	14.052929	3.5062346	42.244965
NC	SS259_RG1_01_7607	448.93878	128.06717	168.00256	220.58232	52.85981	196.12083	607.0589	196.15996	161.85426	0	0	0	55.339073	0	0	22.728653	27.591873	0	0	0	0	0	6.2750726	16.861197	2.5809355	0	30.400024	2.3815498	45.891563	0	50.411564	49.633774	0	3.8411365	0	0	0	36.046593	5.512048	8.658995	2.9765759	0	0	0	40.47644	6.689734	0	21.430702	0	0	51.718796
NC	SS141_RD12_01_7468	870.14636	260.69327	102.300476	133.50687	6.639184	127.34201	403.24307	134.31297	149.13593	0	0	0	84.32724	0	0	3.756176	12.360645	0	0	0	0	0	2.5333114	0	2.8808613	0	18.56205	4.4245505	7.2981043	0	0	0	0	14.689461	0	0	0	3.449293	0	0	0	0	0	0	31.964647	14.858522	0	13.0576	0	0	21.047792
NC	SS257_RF11_01_7604	221.22142	173.37633	68.489876	672.8539	0	97.7787	723.27905	263.8477	414.77814	0	0	99.53099	2476.5608	923.0722	96.81728	73.08443	693.6977	503.4267	137.53633	0	0	0	298.22342	8.602579	40.396973	0	150.5869	72.75606	41.54935	3.1864047	0	45.425346	0	98.25749	0	0	47.092243	76.28039	6.285046	277.74854	3.0184164	0	12.331512	0	31.911386	5.5072074	4.650118	9.1164255	2.931569	0	75.83977
NC	SS234_RD12_01_7579	82.838425	0	123.21622	263.62402	28.905922	152.18214	998.7744	161.40022	128.60461	0	49.33945	0	0	0	0	37.53047	15.756739	0	0	0	66.18996	0	26.823793	39.214348	45.934986	0	39.16751	0	435.88596	520.8767	0	116.10676	11.812252	125.87549	0	0	0	29.937708	22.206266	38.60238	11.752704	0	0	0	106.65307	46.62696	2.5894966	58.38471	27.298304	5.8896646	64.5558
NC	SS85_RH1_01_7401	22.755194	142.98311	404.68054	245.70444	13.625925	676.8516	747.02356	93.54291	233.76135	0	60.048386	81.73991	145.90721	0	0	31.32144	32.988705	0	0	0	122.4652	478.78787	178.1151	10.293325	13.603896	0	127.98151	2.7249813	716.7361	430.076	26.585732	40.183456	0	44.738262	2.9605923	0	33.06067	26.205362	26.205362	69.25247	6.976934	0	0	0	127.480736	25.720583	0	18.579662	3.9475203	0	49.080196
NC	SS103_RA10_01_7427	494.65637	107.56584	167.52873	156.09962	66.90085	245.0282	838.69525	169.67735	224.87726	0	0	0	596.5492	1853.1399	0	80.72288	216.23431	139.25456	0	0	0	204.49985	91.0961	18.02018	51.98551	0	184.4046	44.75664	92.05534	73.654816	62.08151	143.38351	616.14294	128.53113	322.37506	0	58.37225	73.744865	72.84305	115.43694	26.526434	0	0	0	180.75343	82.46535	12.559079	67.92631	16.728256	3.112268	81.19439
NC	SS91_RH7_01_7408	194.4644	533.8404	523.9135	51.008293	69.38133	645.8179	414.77948	91.265945	541.48615	0	57.537098	97.75271	676.22894	0	180.82262	90.54146	281.94302	110.59928	0	0	0	70.644226	130.95294	21.914597	6.2071977	45.771084	151.2031	93.0331	67.40711	3.2652116	72.86559	86.500626	0	30.224646	0	0	0	90.44429	36.717964	437.91095	3.1124687	10.984324	46.04235	0	183.63992	52.166424	15.618379	32.684883	6.747943	12.523042	112.741005
NC	SS104_RA11_01_7428	1121.4792	725.47955	1674.6011	0	304.5763	496.739	547.0175	74.77051	418.4589	0	0	102.27081	1197.2523	0	171.34575	104.45367	527.2981	344.72153	0	0	0	228.50494	160.13184	47.723625	75.33464	0	297.94788	115.36004	78.415596	0	0	285.88168	284.6327	234.91084	190.22574	0	90.51199	119.4346	48.725124	101.25093	5.5662465	0	32.751556	0	439.7377	143.6284	28.855429	78.717316	13.521897	0	152.36584
NC	SS140_RD11_01_7467	1065.4818	283.1825	40.873787	160.76918	8.585978	186.90433	423.63205	0	234.31506	0	0	0	65.1077	0	0	6.5494723	25.38334	0	0	0	0	0	0	2.6015625	5.497346	0	33.798775	3.6317477	15.288522	0	0	0	0	40.96597	0	0	0	2.745704	0	2.8932953	0	0	0	0	0	12.838079	0	11.240798	0	0	26.342497
NC	SS246_RE12_01_7592	268.96375	25.268051	7.582976	0	17.913942	180.84549	0	0	407.37204	0	0	0	201.12244	0	0	3.271573	66.58334	0	0	0	0	0	11.345257	0	13.561428	0	9.220533	10.588242	7.73895	0	0	0	31.606203	22.102697	0	0	0	4.7502413	0	9.478935	0	0	0	0	0	16.830784	0	6.2440205	0	0	31.379536
NC	SS142_RE1_01_7470	629.0885	197.57178	474.98386	109.22226	36.10716	194.15463	1222.4161	118.44509	220.4177	0	0	0	952.99866	0	0	40.0303	324.38123	187.81323	0	0	0	179.54889	171.42502	31.516499	16.928223	0	188.95036	47.87484	279.99756	222.1979	62.011612	232.53722	0	152.6542	2.744372	0	69.75178	48.33187	30.917234	66.78438	9.854991	0	0	0	160.77232	41.80571	16.23445	67.85322	12.363981	0	90.953766
NC	SS198_RA12_01_7540	194.54997	0	52.109245	70.65748	359.7448	162.75433	525.85046	0	295.33478	0	0	0	0	0	0	0	14.2714	0	0	0	0	0	14.665854	0	8.761542	0	42.93319	3.676682	57.021145	22.764528	0	0	0	18.854687	0	0	0	40.591747	14.315727	3.5590067	0	0	10.234594	0	0	16.808615	0	9.052619	0	0	13.361233
NC	SS182_RH5_01_7518	502.5165	116.33646	395.65814	253.65219	19.553453	185.51805	2535.7227	196.43124	217.33174	0	57.456665	0	287.04712	0	0	7.778949	34.4721	0	0	0	0	761.38885	171.46324	13.932426	35.46911	0	152.65056	0	555.78217	505.63672	0	67.77218	0	66.97109	2.6778417	0	0	33.7094	25.33366	81.58205	2.9916687	0	0	0	69.53469	27.442572	0	32.422096	2.7626915	0	46.657043
NC	SS180_RH3_01_7514	337.39444	117.80167	352.39178	191.22635	28.962872	112.68835	2140.1316	180.78857	211.73062	0	0	0	171.64804	0	0	2.5444841	47.016872	0	0	0	39.911285	831.2798	105.78981	6.25288	8.256621	0	108.53108	10.64682	545.43774	721.7559	0	42.825012	0	38.49273	0	0	0	11.788367	10.065706	28.73918	0	0	0	0	39.745358	11.208452	0	15.257522	0	0	18.182327
NC	SS199_RB1_01_7542	81.45257	0	29.987162	37.308205	134.96959	72.77638	277.65704	0	270.5288	0	0	0	154.93443	0	0	18.158915	58.10983	0	0	0	0	0	22.550114	3.6183357	0	0	21.559895	11.582612	26.511671	3.291006	0	0	0	0	0	0	0	33.926437	3.2232895	28.498915	0	0	0	0	0	6.8666024	0	15.509132	0	6.078002	59.250412
NC	SS150_RE9_01_7480	1111.5927	477.49866	897.61597	144.50099	54.974724	262.1079	592.8056	139.26877	386.19873	0	0	120.13964	728.69666	0	169.98949	99.63021	327.78537	216.46399	0	0	0	68.98041	177.84593	74.73297	28.399197	0	313.60043	107.70611	80.85775	51.39228	0	400.70554	835.95435	231.95386	239.1593	52.326668	147.96483	151.55978	82.18333	81.10669	14.856983	0	37.84872	0	599.38605	209.92291	69.10541	110.65287	28.278812	0	239.47836
NC	SS197_RA11_01_7539	212.90135	0	82.40468	101.67925	139.37813	78.13706	539.28107	73.47017	283.41046	0	0	0	1449.6218	0	0	39.697926	414.13013	270.48712	130.09718	0	0	0	220.4095	9.493643	31.678297	0	183.56833	51.75065	68.765465	42.393776	0	41.244705	0	71.30997	0	45.20597	0	61.07175	11.636385	146.29628	0	0	0	0	52.30123	29.1367	5.624091	34.201782	2.8862104	0	55.997047
NC	SS245_RE11_01_7591	307.52032	323.20178	12.102989	0	11.811256	150.84471	0	0	288.63135	0	0	0	280.50558	0	0	2.6414084	115.54231	67.72536	0	0	0	0	2.6571188	0	18.14792	0	2.8202877	22.851254	3.2214282	0	0	0	0	31.520298	0	0	0	3.5769978	0	24.300264	0	0	0	0	0	11.808779	0	7.353165	3.0741262	0	22.054686
