Taxa_NCBI	superkingdom	kingdom	clade	phylum	class	order	family	genus	species	strain
2135743	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. YR335	
51513	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Agromyces	Agromyces sp.	
1720	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp.	
1203544	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Klebsiella pneumoniae subsp. pneumoniae WGLW1
296	Bacteria			Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fragi	
2135722	Bacteria			Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Pleomorphomonadaceae	Pleomorphomonas	Pleomorphomonas sp. CF100	
1144308	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp. BC25	
283736	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella aequorea	
1140	Bacteria		Cyanobacteriota/Melainabacteria group	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus	Synechococcus elongatus PCC 7942 = FACHB-805
2578135	Bacteria		Cyanobacteriota/Melainabacteria group	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Phormidesmis	Phormidesmis molle	Phormidesmis molle SAG 26.99
285569	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces labedae	
2015	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis prasina	
85023	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae			
285556	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces atrovirens	
47850	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora aurantiaca	
1979206	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora sp.	
1873	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora		
55080	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus		
1906	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces fradiae	
4751	Eukaryota	Fungi	Opisthokonta							
5322	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus ostreatus	
2806070	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Russulales	Albatrellaceae	Scutiger		
5323	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus eryngii	
1385488	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae	Clitocybe	Clitocybe salmonilamella	
71717	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus micaceus	
71936	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus prunulus	
71694	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis atramentaria	
71875	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae	Collybia	Collybia dealbata	
67723	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita phalloides	
304761	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius uliginosus	
112429	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria araiospora	
460519	Eukaryota	Fungi	saccharomyceta	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Komagataella	Komagataella phaffii	
333290	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius rubrilacteus	
1538808	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Phlegmacium	Phlegmacium albofragrans	
4896	Eukaryota	Fungi	Opisthokonta	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces pombe	
56165	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota clypeolaria	
34436	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	Chlorophyllum rhacodes	
165405	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius venetus	
86074	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius trivialis	
169515	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius tophaceus	
5052	Eukaryota	Fungi	leotiomyceta	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		
80576	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita pachycolea	
56467	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe clavipes	
56187	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	Coprinus comatus	
279525	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus	Xerocomus spadiceus	
1238390	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia americana	
83513	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus semotus	
132913	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Boletales	Gomphidiaceae	Chroogomphus	Chroogomphus ochraceus	
222058	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Calonarius	Calonarius xanthophyllus	
67710	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita gemmata	
80577	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita silvicola	
29917	Eukaryota	Fungi	dothideomyceta	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium cladosporioides	
1314791	Eukaryota	Fungi	leotiomyceta	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum	Penicillium expansum ATCC 24692
560629	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius cacaocolor	
86086	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	Gymnopilus sapineus	
182865	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota spheniscispora	
935580	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	Leratiomyces ceres	
117024	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae	Clitocybe	Clitocybe nebularis	
346642	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Clitocybula	Clitocybula atroalba	
264080	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Boletopsis	Boletopsis grisea	
105696	Eukaryota	Fungi	dothideomyceta	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum nigrum	
1648207	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	Xerocomellus mendocinensis	
190013	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	Chlorophyllum brunneum	
50966	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae	Clitocybe		
5334	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune	
5331	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera adusta	
560632	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Thaxterogaster	Thaxterogaster causticus	
2768408	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	Xerocomellus atropurpureus	
495280	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus fibrillosus	
1329069	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina coralloides	
104202	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina cinerea	
117017	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Asterophora	Asterophora lycoperdoides	
341566	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon nigrescens	
107919	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Battarrea	Battarrea phalloides	
70561	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius traganus	
507467	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus leptocephalus	
88128	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus californicus	
1276655	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitius	Bolbitius titubans	
190014	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	Chlorophyllum olivieri	
230766	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae	Clitocybe	Clitocybe fragrans	
181985	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae	Collybia	Collybia odora	
5073	Eukaryota	Fungi	leotiomyceta	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		
60134	Eukaryota	Fungi	leotiomyceta	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium viridicatum	
47346	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius cinnamomeus	
1297046	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Butyriboletus	Butyriboletus autumniregius	
5341	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus bisporus	
220798	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius flexipes	
1579108	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita protecta	
78358	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita porphyria	
1314793	Eukaryota	Fungi	leotiomyceta	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium glabrum	Penicillium glabrum DAOM 239074
155157	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius fallax	
112178	Eukaryota	Fungi	sordariomyceta	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	Arthrinium phaeospermum	
2065174	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Polyozellus	Polyozellus atrolazulinus	
36653	Eukaryota	Fungi	leotiomyceta	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium commune	
5498	Eukaryota	Fungi	dothideomyceta	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium		
5074	Eukaryota	Fungi	leotiomyceta	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brevicompactum	
64518	Eukaryota	Fungi	Opisthokonta	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina	
1715219	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus sp.	
29918	Eukaryota	Fungi	dothideomyceta	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium herbarum	
335854	Eukaryota	Fungi	sordariomyceta	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Nigrospora	Nigrospora oryzae	
37840	Eukaryota	Fungi	sordariomyceta	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis		
40559	Eukaryota	Fungi	sordariomyceta	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea	
119927	Eukaryota	Fungi	dothideomyceta	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima	
42374	Eukaryota	Fungi	Candida/Lodderomyces clade	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida dubliniensis	
112420	Eukaryota	Fungi	Opisthokonta	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria flavobrunnescens	
73499	Eukaryota	Fungi	sordariomyceta	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium psalliotae	
QC										
Blank										
585543	Bacteria		FCB group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. D20	
979222	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	Staphylococcus epidermidis NIH04008
525281	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli 83972
306	Bacteria			Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp.	
457402	Bacteria		Terrabacteria group	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium sp. 3_1_31	
